premise,hypothesis,label
Woman balancing on edge of fountain while sticking her toe in the water.,A woman stand on a fountain and dips her toes in.,entailment
"A man in a gold foils skirt, sitting at a computer desk, looks at the camera with his hands raised to his face.",he is covering up his face,neutral
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People wearing their bright team uniforms await the pistol that signifies the start of their race,neutral
People in a meeting setting paying attention to a speaker in an orange shirt.,The speaker is the people's boss.,neutral
Young woman running as two guys in the back try to catch up to her.,women runs for her life,neutral
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",A man is pulling on a rope.,entailment
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,A produce vendor is watched by a health department worker.,neutral
a motorcyclist does a nose wheelie.,A man standing beside a crashed motorcycle,contradiction
"Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.",Two adults walk across the street.,entailment
Three men standing on grass by the water looking at something on a table.,The three men are indoors playing Foosball.,contradiction
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",A bearded man is pulling a rope at work.,neutral
A fuzzy white lap dog runs along a rocky beach.,A dog runs across the beach.,entailment
Group of people dancing,people dance together,entailment
"Little girl walking along a dirt, rock, and grass path wearing a blue hat many steps behind two people wearing backpacks and holding umbrellas.",2 people are on the path.,contradiction
"A woman is walking across the street eating a banana, while a man is following with his briefcase.",the woman is having coffee at the cafe,contradiction
A blond man is drinking from a public fountain.,The man is drinking coffee.,contradiction
High fashion ladies wait outside a tram beside a crowd of people in the city.,Women are waiting by a tram.,entailment
A child with a yellow cup and milk all over his face.,The child has a clean face.,contradiction
"A view of buildings and people walking across the streets in Times Square, New York City.",The field of poppies is perfectly still.,contradiction
Cheerleaders are on the field cheering.,Cheerleaders cheering.,entailment
High fashion ladies wait outside a tram beside a crowd of people in the city.,The women do not care what clothes they wear.,contradiction
A person on skis on a rail at night.,The woman eats a car,contradiction
A small white dog running on a pebble covered beach.,A dog on the beach.,entailment
A small white dog running on a pebble covered beach.,A seagull on the dock.,contradiction
A woman talks to two other women and a man with notepads in an office building with large windows.,a woman is talking,entailment
"A man wearing black with a gray hat, holding a pitchfork, directs a horse-drawn cart.",The woman in a blue dress is hitching a horse to a cart.,contradiction
A fuzzy white lap dog runs along a rocky beach.,A dog snuggle down under blankets on the couch.,contradiction
A middle-aged oriental woman in a green headscarf and blue shirt is flashing a giant smile.,The middle aged oriental woman is watchingt v,contradiction
A man sitting in a barber shop.,A man is waiting to get his haircut.,neutral
A woman talks to two other women and a man with notepads in an office building with large windows.,the woman is asleep at home,contradiction
People waiting at a light on bikes.,The people are running a red light.,contradiction
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.","A man in a swimsuit, swings on a rope.",contradiction
The skier is wearing a yellow jumpsuit and sliding across a yellow rail.,The skier is wearing a jumpsuit.,entailment
A man with facial hair and a red and gray shirt tugging on a piece of rope.,A man is wearing a red and gray shirt.,neutral
A young boy paddles across the water in a makeshift boat.,A boy is boating in a pond.,neutral
Stacks of neatly folded clothing cover most of this floor while a woman with a beige shirt and jeans busily fills a suitcase.,A man is packing his golf clubs.,contradiction
Three men standing on grass by the water looking at something on a table.,The three men are by the lake.,neutral
A little boy swims underwater.,A little boy swimming at a beach.,neutral
A man and a woman are walking on a street at the top of a hill.,Two men play catch on a hill.,contradiction
"A man wearing black with a gray hat, holding a pitchfork, directs a horse-drawn cart.",The man with the gray hat and pitchfork is directing the cart.,entailment
Cheerleaders are on the field cheering.,Some people are cheering on a field.,entailment
A young man in a blue blazer and shorts sits alone in front of table with a chess game set up.,A man is waiting for his chess opponent to arrive.,neutral
A woman is waiting with children as she is checked out at Walmart.,A woman is standing at the counter at Target.,contradiction
A man and woman are walking down the street holding hands.,A man and woman are walking down opposite sides of the street.,contradiction
Three dogs in different shades of brown and white biting and licking each other.,the dog playing,neutral
A man and a woman cross the street in front of a pizza and gyro restaurant.,"Near a couple of restaurants, two people walk across the street.",entailment
A baby is playing with a strand of beads.,The beads are multi-colored.,neutral
A Land Rover makes its way through a deep pond.,A car drives through the water.,entailment
A couple strolls arm and arm and hand in hand down a city sidewalk.,The couple is married.,neutral
People listening to a choir in a Catholic church.,People are listening to a metal band.,contradiction
A little boy in brown pants is playing on ropes at a park.,There is a little boy in brown pants.,entailment
Tourists waiting at a train stop.,A group of tourist waiting for a train outside.,neutral
A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,The man is running.,entailment
woman and child on trolley car labeled Powell and market and bay and taylor,The woman is on a trolley.,entailment
A mountain biker jumping a slope outdoors in a forest area.,There's a biker,entailment
"A large group, wearing pink shirts, waves to onlookers.",They are raising money.,neutral
"Two dogs playfully bite a third dog, which has its tongue sticking out.",Two dogs are sleeping while a third eats its food.,contradiction
"A little boy underwater in a pool, holding a plastic dinosaur.",The Lone Ranger swims again.,contradiction
A man resting on a street.,A man resting on a street.,entailment
A woman talks to two other women and a man with notepads in an office building with large windows.,A woman happily talks to two other women.,neutral
People are stretching on yoga mats.,They stretched on bikes.,contradiction
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man photographs a wedding.,contradiction
Group of people dancing,people are dancing with one another during a religious ritual,neutral
Wet brown dog swims towards camera.,A dog is playing fetch in a pond.,neutral
A big brown dog swims towards the camera.,A dog swims towards the camera.,entailment
A man in a green shirt holds out a clipboard for a woman in pink's attention.,A man takes off his shirt to get a womans attention,contradiction
A lady is kneeling wearing a blue shirt.,A lady is close to the floor.,entailment
Cheerleaders are on the field cheering.,The cheerleaders cheer for the start of the big game.,neutral
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,A man is standing on a cart full of groceries.,neutral
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,Olympic swimming.,contradiction
A white and brown dog is leaping through the air.,The white and brown dog is in the air.,entailment
A child with a yellow cup and milk all over his face.,The child had milk all over his face.,entailment
Children smiling and waving at camera,They are smiling at their parents,neutral
People waiting at a light on bikes.,There are people on bikes at a light,neutral
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,They are protesting outside the capital.,contradiction
A young woman packs belongings into a black suitcase.,A young man packs belongings into a black trash bag.,contradiction
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,Photographers capture a male skateboarder performing tricks inside an abandoned building.,contradiction
Man on the sidewalk sitting on a motorcycle.,A man on the motorcycle,neutral
Women exercising one woman has a green mat and black outfit on.,The women are exercising.,entailment
A couple holding hands walks down a street.,There are people sitting on the side of the road.,contradiction
"Three firefighters, the nearest firefighter is holding a helmet in his left hand.",Three man are holding axes in their left hands.,contradiction
High fashion ladies wait outside a tram beside a crowd of people in the city.,The women enjoy having a good fashion sense.,neutral
A bearded man in a black t-shirt sits in front of a desk holding a computer.,A man buying a new laptop.,neutral
A big brown dog swims towards the camera.,A dog is chasing a stick.,contradiction
Closeup image of a dog swimming.,A cat reluctantly takes a bath.,contradiction
A woman in a green jacket and hood over her head looking towards a valley.,The woman is cold.,neutral
A young girl sitting at a table with a bowl on her head,A man is eating cereal in his car,contradiction
A woman preparing to glaze a bowl.,A woman happily preparing to glaze,neutral
A man dressed in blue shirt and shorts sits at a table while playing black in chess.,The man is jogging,contradiction
"A woman is walking across the street eating a banana, while a man is following with his briefcase.","A woman eats a banana and walks across a street, and there is a man trailing behind her.",entailment
A man is sitting on a motorcycle on the sidewalk.,A man is sitting on a motorcycle.,entailment
A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard.,There is a man and a woman.,entailment
"A woman is walking across the street eating a banana, while a man is following with his briefcase.",the woman is outside,entailment
A man in a bright green shirt shows a woman in a bright pink shirt something on a clipboard.,The man and the woman are employees at the same business.,neutral
Two men are standing outside and snow is on the ground.,Two men preparing for a snowball fight.,neutral
A couple playing with a little boy on the beach.,A couple are playing frisbee with a young child at the beach.,neutral
three bikers stop in town.,Three bikers are going 100 mph,contradiction
three bikers stop in town.,Three bicyclists are riding in a pack.,neutral
A woman with a black jacket walks past an outdoor movie poster.,A female is leaving a movie theatre.,neutral
A woman is waiting with children as she is checked out at Walmart.,A woman has three children with her.,neutral
Children going home from school.,The children are at the library.,contradiction
Women exercising one woman has a green mat and black outfit on.,The women are doing yoga.,neutral
The skier is wearing a yellow jumpsuit and sliding across a yellow rail.,The skateboard is wearing a blue jumpsuit.,contradiction
A man walking proudly down the street.,The man is in the theatre watching Avatar.,contradiction
A little girl follows two guys with umbrellas down a path.,The people are outside.,entailment
"A man is leading a Clydesdale up a hay road, within a Old Country.",A woman in a gray business suit is drinking tea.,contradiction
A young man and young lady dancing on a carpeted floor with a picture from the movie Toy Story on a big screen in the background.,The people dance on the sidewalk.,contradiction
"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him.",A man delivers groceries to shut-in seniors in the city.,neutral
"Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.",Two people walk away from a restaurant across a street.,entailment
A man in a striped polo shirt is pointing and smiling.,The man seems happy,entailment
Two ladies are reading through binders.,The girls are watching a movie.,contradiction
A man with a bright green shirt is talking to a woman in a pink shirt.,A couple is talking.,entailment
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,The man is watching a woman.,contradiction
An Asian woman in a blue top and green headscarf smiling widely as another woman rows a boat in the background.,An Asian woman is happy because she found money on the ground.,neutral
The blond woman is searching for medical supplies in a suitcase.,A blonde woman looks for things in a suitcase.,entailment
"A woman wearing all white and eating, walks next to a man holding a briefcase.",A female is next to a man.,entailment
A woman talks to two other women and a man with notepads in an office building with large windows.,the woman is white,neutral
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",A man pulls on a rope.,entailment
Two older men in winter coats talking outside of a shop with a grassy lawn covered in a light coat of snow in front of it.,The old men are wearing raincoats.,contradiction
"Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.",The people are related.,neutral
Children's soccer game being played while the sun sets in the background.,Old men playing soccer while the sun sets.,contradiction
A guy performing a bicycle jump trick for an audience.,a bmx pro is doing a triple backflip,neutral
A boy is jumping on skateboard in the middle of a red bridge.,The boy does a skateboarding trick.,entailment
The silhouette of three people in front of a wall.,The people are by the wall.,entailment
"Two young men drink beer, leaning on a graffitied wall.",The men are drinking.,entailment
Little girl in a blue and yellow plaid outfit and blue hat is running along the trail.,A girl is running on the trail.,entailment
Bicyclists waiting at an intersection.,The bicyclists are in a race.,neutral
three bikers stop in town.,Five bikers are riding on the road.,contradiction
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,A man is advertising for a restaurant.,entailment
A lady is kneeling wearing a blue shirt.,A lady is kneeling before the priest at church.,neutral
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,The cart is filled to the top.,entailment
People on bicycles waiting at an intersection.,There are bicyclists stopped at a road.,entailment
A farmer fertilizing his garden with manure with a horse and wagon.,The man is in an open field with a horse and wagon.,neutral
"Two young men drink beer, leaning on a graffitied wall.",The men are standing in urine.,neutral
A car sinking in water.,A truck drives down a country road in the sunshine.,contradiction
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,The woman is waiting for a friend.,neutral
Two blond women are hugging one another.,Some women are hugging on vacation.,neutral
"A woman wearing all white and eating, walks next to a man holding a briefcase.",A married couple is sleeping.,contradiction
A skier slides along a metal rail.,A skier is away from the rail.,contradiction
"A man with blond-hair, and a brown shirt drinking out of a public water fountain.",A blond man drinking water from a fountain.,entailment
A foreign family is walking along a dirt path next to the water.,they are riding a bike,contradiction
A man in a blue shirt is looking up.,A man in a red shirt is looking up.,contradiction
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,A man is giving another man a piggyback ride.,contradiction
A white bike is tied to a street sign.,the bike is tied to a sign,entailment
People waiting at a light on bikes.,There is traffic next to the bikes.,neutral
Soccer teams play on a field as the sun sets behind a line of trees.,A soccer team is about to win a soccer game.,neutral
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",The man is able to grow a beard.,entailment
A person on skis on a rail at night.,The person skiis,entailment
A guy performing a bicycle jump trick for an audience.,a guy is performing a bike trick,entailment
"A few people in a restaurant setting, one of them is drinking orange juice.",The people are eating omelettes.,neutral
An english farmer with a horse pulled wagon.,There is a farmer with a horse wagon,entailment
Students practicing yoga in a class setting.,The students solve equations on the board.,contradiction
A man wearing a white shire shirt and hate is riding a bucking horse in a rodeo.,A man is riding in his first rodeo.,neutral
The school is having a special event in order to show the american culture on how other cultures are dealt with in parties.,A school is hosting an event.,entailment
A baseball player is putting all his might in to throwing a ball.,The player tossed the football,contradiction
A white bike is leaning against a post.,A bike is on the ground about to be reparied,contradiction
A man is sleeping on the grass.,The man is checking into a 4 star hotel,contradiction
A man in the distance is walking past a brick wall painted with words and graffiti.,A man walks away from a wall he has defaced.,neutral
People are stretching on yoga mats.,The people stretched on yoga mats.,entailment
Cheerleaders are on the field cheering.,Cheerleaders cheer for the football team.,neutral
Two children play outside in a field.,Kids are playing outdoors.,entailment
A woman holding a boombox.,A man holding a boombox.,contradiction
People are on a stage performing.,pwople are on stage,entailment
A little boy swimming underwater with a toy in his hand.,A little boy is holding a pool ring.,neutral
Several people are dancing together in sync.,people are dancing.,entailment
Four guys in wheelchairs on a basketball court two are trying to grab a basketball in midair.,Four guys are playing basketball.,entailment
"Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.",Some people board a train.,contradiction
Brown dog treads through water.,Brown dog treads through water as he is soaked in water,entailment
A young Asian man sits behind a set chessboard waiting for the other player to arrive.,A young man is sitting.,entailment
A woman holding a boombox.,A person holding a boombox.,entailment
"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.",Coworkers at at a monthly safety meeting.,neutral
A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees.,There is a person processing vegetables.,entailment
Man on the sidewalk sitting on a motorcycle.,Man sitting on a motorcycle on the sidewalk,entailment
A man dances with a fire baton at night.,the man is dancing,entailment
The furry brown dog is swimming in the ocean.,A dog is swimming.,entailment
A woman in a red shirt is speaking at a table in a room where three other people are listening to her.,the woman is swimming in the lake.,contradiction
"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.",The sculptures are a recent creation.,neutral
A small white dog running on a pebble covered beach.,A dog runs after his boy and the frisbee.,neutral
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,They are walking with a sign.,entailment
"a couple are holding hands behind their backs while walking down a street, and the man has his arm around her shoulder.",couple walking home,neutral
Two blond women are hugging one another.,There are women showing affection.,entailment
"A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride.",The man rides an animal.,entailment
A barber waiting for customers.,The barber is closing the shop at the end of the day.,contradiction
A woman stands behind an outdoor grill with a blue basket of food in her hands.,A woman holding a blue basket full of easter eggs outside of a church.,contradiction
"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.",A man and a woman are standing.,entailment
A man in a blue shirt sits outside alone with a chessboard laid out in front of him.,Someone sitting outside behind a chessboard.,entailment
Two soccer teams are competing on a soccer field.,Two skilled soccer teams are competing against one another for the championship.,neutral
Four teenage boys are doing cannonballs into a swimming pool.,Some boys are eating pizza in a restaurant.,contradiction
A middle-aged oriental woman in a green headscarf and blue shirt is flashing a giant smile.,The middle aged oriental woman is very happy,neutral
A woman preparing to glaze a bowl.,A woman not preparing to glaze,contradiction
Cheerleaders are doing a cheer at a football field.,The cheerleaders are wearing black and red uniforms.,neutral
The boy locked the cycle and went away.,A bicycle chained up with a boy walking away.,neutral
a motorcyclist does a nose wheelie.,A man doing a wheelie,entailment
A woman talks to two other women and a man with notepads in an office building with large windows.,A woman talks to three other women.,contradiction
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,The woman is wearing white.,entailment
People going for a long walk to the mountains.,The people are running towards the mountains.,contradiction
"A few people in a restaurant setting, one of them is drinking orange juice.",The diners are at a restaurant.,entailment
woman and child on trolley car labeled Powell and market and bay and taylor,The woman and child are on a subway train.,contradiction
Two people pose for the camera.,People pose for a picture.,entailment
White small child wearing a brown and gray striped hoodie plays at park.,A small boy is playing tag at a park with his friends.,neutral
"One man sits inside and plays the banjo, there are trees behind him outside.",A male plays a banjo while sitting on a sofa.,neutral
A man with a bright green shirt is talking to a woman in a pink shirt.,A couple are eating dinner.,contradiction
A man in an elf hat holding a white umbrella is standing on the sidewalk with two other men.,"My love's like a red, red wig.",contradiction
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are racing backwards through Hell.,contradiction
A man in the distance is walking past a brick wall painted with words and graffiti.,A man sits and reads the graffiti on a wall.,contradiction
Man in gold pants looking at the camera.,Man looking at something.,neutral
A bearded man in a black t-shirt sits in front of a desk holding a computer.,A man waiting with his computer.,entailment
A little boy swims underwater.,A boy floats on top of water.,contradiction
A woman and a child holding on to the railing while on trolley.,The people are holding onto the rail.,entailment
Woman at Walmart check-out having her groceries bagged by an employee.,The woman is in Target,contradiction
Two women who just had lunch hugging and saying goodbye.,The friends scowl at each other over a full dinner table.,contradiction
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are wearing colorful clothes,entailment
Wet brown dog swims towards camera.,The dog is sleeping in his bed.,contradiction
"A woman is walking across the street eating a banana, while a man is following with his briefcase.",A person eating.,entailment
"Little girl walking along a dirt, rock, and grass path wearing a blue hat many steps behind two people wearing backpacks and holding umbrellas.",3 people are walking along a path.,entailment
A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,The man is wearing headphones.,neutral
A woman wearing a pink hat is looking at a pink car with the truck open.,The woman is wondering if she left her car open.,neutral
A woman in a blue shirt and green hat looks up at the camera.,A woman wearing a blue shirt and green hat looks at the camera,entailment
three bikers stop in town.,The bikers are in the town.,entailment
Two men in wheelchairs are reaching in the air for a basketball.,Two women in wheelchairs are reaching in the air for a basketball.,contradiction
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",A bearded man is pulling on a rope.,entailment
Two men in wheelchairs are reaching in the air for a basketball.,Two sad men in wheelchairs are reaching in the air for a basketball.,neutral
Two ladies are reading through binders.,Two ladies are studying for their final exam.,neutral
A guy performing a bicycle jump trick for an audience.,tony hawk is performing a skating trick,contradiction
The boy locked the cycle and went away.,A boy riding a bike.,contradiction
three bikers stop in town.,The bikers didn't stop in the town.,contradiction
Bicyclists waiting at an intersection.,The bicyclists are at home.,contradiction
A baseball player is about to throw a baseball.,A baseball playing is throwing a ball,neutral
Two blond women are hugging one another.,The women are sleeping.,contradiction
A woman is running a marathon in a park.,The woman is running fast.,neutral
Group of young women in dresses strolling on the sidewalk.,all the young girls won the first prize,contradiction
People on bicycles waiting at an intersection.,There are people on bicycles.,entailment
Woman at Walmart check-out having her groceries bagged by an employee.,The woman bought unhealthy food,neutral
Two barefoot men are playing on a green lawn outside a building with other people in the background.,Two men are playing barefoot lawn darts.,neutral
"Two adults, one female in white, with shades and one male, gray clothes, walking across a street, away from a eatery with a blurred image of a dark colored red shirted person in the foreground.",Two friends cross a street.,neutral
Tourists waiting at a train stop.,Tourist walking around an art museum.,contradiction
People in a meeting setting paying attention to a speaker in an orange shirt.,The people are listening to a speaker.,entailment
People walking around in a big city.,People are walking to the park.,neutral
People listening to a choir in a Catholic church.,Choir singing in mass.,entailment
three bikers stop in town.,The bikers breathe water,contradiction
A couple strolls arm and arm and hand in hand down a city sidewalk.,The couple is having dinner at a restaurant.,contradiction
Group of people dancing,dogs are mating,contradiction
"A man carrying a load of fresh direct boxes on car with wheels in the city streets, as a woman walks towards him.",Someone is toting packages in an urban setting.,entailment
A group of people are doing yoga.,The people are doing yoga,entailment
People on bicycles waiting at an intersection.,People wait on traffic.,entailment
A skier in electric green on the edge of a ramp made of metal bars.,The jogger ran through the streets.,contradiction
BMX biker jumps over a ravine.,there is a bmx biker who is perfect in ravine jumping,entailment
"Three firefighters, the nearest firefighter is holding a helmet in his left hand.",The firemen are gathered one is holding his helmet.,entailment
People listening to a choir in a Catholic church.,People are in mass for a first communion,neutral
A man in a blue shirt is looking up.,A person looks up.,entailment
A woman talks to two other women and a man with notepads in an office building with large windows.,The group are discussing a project.,neutral
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,A woman ordering pizza.,neutral
"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.",Tall people standing,neutral
A Little League team tries to catch a runner sliding into a base in an afternoon game.,A team is trying to score the games winning out.,neutral
"A little boy underwater in a pool, holding a plastic dinosaur.",Small boy in pool holds toy.,entailment
"Two children, in colorful outfits, playing in a field with a big rock in the middle.",Two kids are playing with a big rock in the field,entailment
Closeup image of a dog swimming.,A dog swims in a body of water.,entailment
"A man wearing black with a gray hat, holding a pitchfork, directs a horse-drawn cart.",The farmer wearing a gray hat is driving a horse-drawn cart.,neutral
A man in a green shirt holds out a clipboard for a woman in pink's attention.,A man wants a woman to look at his clipboard,entailment
A small girl with a necklace is swimming.,A small girl with a necklace is in the water,entailment
A man and woman are walking down the street holding hands.,A couple of people are holding hands while walking.,entailment
Cheerleaders are on the field cheering.,The cheerleaders are wearing blue.,neutral
A Land Rover makes its way through a deep pond.,A car gets stuck in the water.,neutral
A woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water.,A woman is walking in park,contradiction
A man stopping on the sidewalk with his bike to have a smoke.,The man is playing basketball.,contradiction
"Two dogs playfully bite a third dog, which has its tongue sticking out.","Two puppies bite their mother, while she pants.",neutral
Woman balancing on edge of fountain while sticking her toe in the water.,An old woman stands on a fountain and sticks her toes in.,neutral
A mountain biker jumping a slope outdoors in a forest area.,A person is riding in a bobsled.,contradiction
People in orange vests and blue pants with a yellow stripe at the bottom await the beginning of a race.,People are having a cook off.,contradiction
A woman in costume is marching with a large drum.,Highschool homcoming marching band is marching.,neutral
A man squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man tries to get the perfect picture of a skateboarder for a magazine.,neutral
three bikers stop in town.,cars stop in town,neutral
Students practicing yoga in a class setting.,The students are taking a beginners' yoga class.,neutral
Children's soccer game being played while the sun sets in the background.,Girls playing soccer while the sun sets.,neutral
Bicyclists waiting at an intersection.,A person on a bike is waiting while the light is green.,neutral
A big brown dog swims towards the camera.,A photographer is taking pictures of a dog.,neutral
A blond woman with two children is checking out at a Walmart register.,Food makes people hungry,contradiction
A white horse is pulling a cart while a man stands and watches.,A man is watching a horse race.,contradiction
"A man is leading a Clydesdale up a hay road, within a Old Country.",A man in a straw hat and overalls is walking with his horse up a country road.,neutral
"Two young men drink beer, leaning on a graffitied wall.",The men are being sprayed with cans of paint while they are passes out drunk in the alley.,contradiction
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,A man watches another man.,entailment
Man wearing black t-shirt sitting at a computer desk.,the man called off work and was at the zoo all day,contradiction
"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.",People are looking at sculptures at a museum.,entailment
New sport is being played to show appreciation to the kids who can not walk.,People are playing football without gear.,contradiction
Two people wearing blue clothing are making hand gestures next to one another.,Two people are next to each other.,entailment
A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades.,There are some people in a street,entailment
A mountain biker jumping a slope outdoors in a forest area.,The biker is jumping into a hole.,entailment
A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades.,A man shows directions to a museum on a tablet to a woman nearby.,neutral
A white horse is pulling a cart while a man stands and watches.,An animal is walking outside.,entailment
People on bicycles waiting at an intersection.,People are on mountain bikes.,neutral
A couple walk through a white brick town.,A man and woman walk through a big city.,neutral
A group of people point forwards while performing some kind of act.,A group of people point forwards while doing something.,entailment
A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades.,A couple are using a tablet to watch a video on the street.,neutral
A soccer game played by a blue team and a red team on a perfectly manicured field at dusk.,People are playing soccer for a competition.,neutral
"A man and a woman are standing next to sculptures, talking while another man looks at other sculptures.",There are sculptures of people.,neutral
Cheerleaders are on the field cheering.,Cheerleaders are waiting for the game to begin.,neutral
"A lady in a black and white striped shirt and holding a bouquet of flowers, looks seriously at two gentlemen talking on the steps.",Three guys are standing indoors with flowers in their hands.,contradiction
People are on a stage performing.,people are sleeping,contradiction
A man wearing a white shire shirt and hate is riding a bucking horse in a rodeo.,A man is being bucked on a horse.,entailment
A woman talks to two other women and a man with notepads in an office building with large windows.,A woman talks to others indoors about lunch.,neutral
A young woman tries to stick her foot in a fountain.,The woman has one foot in the air.,entailment
A baseball player is about to throw a baseball.,A baseball is broken,contradiction
"A family with a baby, the father is wearing a save the children sign.",Three adults are pictured.,contradiction
A meeting of young people sitting at a conference table.,young people are at a party having fun,contradiction
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,The cart is full of coal.,neutral
A row of legs and black boots with a boy sitting at the end of the row.,A young boy sits on the ground in a family picture.,neutral
A man on a street in a bright t-shirt holds some sort of tablet towards a woman in a pink t-shirt and shades.,A man is showing a woman something,entailment
An english farmer with a horse pulled wagon.,There is a farmer riding a wagon outdoors,neutral
A man in an elf hat holding a white umbrella is standing on the sidewalk with two other men.,Others are nearby.,neutral
A woman and a child holding on to the railing while on trolley.,The people are on a trolley in san Francisco.,neutral
"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",A man is trying to pull his car out of a lake,neutral
Man wearing black t-shirt sitting at a computer desk.,the man is working on the computer,entailment
A doctor checks the stomach of a toddler.,The toddler is getting a checkup.,entailment
A woman sitting in a laundromat looking at the camera.,A woman is modeling appliances for the camera.,neutral
A little boy in brown pants is playing on ropes at a park.,There is a little girl in red pants.,contradiction
Bicyclists waiting at an intersection.,A group of bicyclists remain on the sidewalk at the intersection.,neutral
Several people are dancing together in sync.,kids are fighting each other.,contradiction
A lady is on the floor packing a suitcase.,The woman is standing up unpacking.,contradiction
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,A man is standing on top of a cart.,entailment
Two children play outside in a field.,A brother and sister chase each other in a field.,neutral
Three wheelchair basketball players wearing team uniforms are attempting to reach the descending basketball with other players in the background.,Three wheelchair basketball players playing basketball in field.,entailment
A man with a red shirt is watching another man who is standing on top of a attached cart filled to the top.,A man eats octopus.,contradiction
Woman in white in foreground and a man slightly behind walking with a sign for John's Pizza and Gyro in the background.,A man and a woman walk down a crowded city street.,neutral
Cheerleaders are on the field cheering.,People sit on the snow-covered bench.,contradiction
A skier in electric green on the edge of a ramp made of metal bars.,The skier was on the edge of the ramp.,neutral
A man sitting on a scooter on the curb.,"A man is outside, near the street.",entailment
People on bicycles waiting at an intersection.,The people are sleeping.,contradiction
BMX biker jumps over a ravine.,anybody can do ravine jumping,contradiction
Bicyclists waiting at an intersection.,Bikers stop and wait for traffic at the intersection.,entailment
A man in a gold skirt sits in front of the computer.,A man in blue pants sitting and watching the television.,contradiction
"A couple, who appear to be Indian or Pakistani, walk on a path beside a body of water, the mother carrying a child in a diaper, the father wrapped in a blanket with the logo of the humanitarian organization ""Save the Children.""",A man is wrapped in a UNICEF blanket.,contradiction
People waiting at a light on bikes.,The people are inside waiting.,contradiction
three bikers stop in town.,A group of bikers are in the street.,entailment
People waiting at a light on bikes.,The people are on bikes.,entailment
A blond man is drinking from a public fountain.,The man is drinking water.,entailment
three bikers stop in town.,Thoes bikers are slowing down,neutral
An older man is drinking orange juice at a restaurant.,A man is drinking juice.,entailment
