premise,hypothesis,label
a little fille follows two guy with umbrella down a way , the little fille is riding a equus caballus,contradiction
a adult male squatting in the foreground of a photo while taking a photo of his own of a adult male doing a skateboarding kicking somerset in midair above a short flight of steps outdoors , people take photo outdoors while a adult male performs exciting skateboarding trick,entailment
a granger fertilizing his garden with adult maleure with a equus caballus and waggon , the adult male is on the metropolis street with his equus caballus and waggon,contradiction
a adult male wearing black is playing an electric guitar at a concert , a adult male is singing as he plays guitar,neutral
people on bicycle waiting at an intersection point , the people are trying to get to the convenience shop across the street,neutral
people in orange vest and blue drawers with a yellow band at the bottom wait the beginning of a race , people are waiting for a race,entailment
a adult female with a straw lid working on a strange machine with coconut at her side , a adult female is sitting on the lounge,contradiction
a domestic domestic dog zip along the beach , a domestic domestic dog is outside,entailment
an asian adult female in a blue top and green headscarf smiling widely as another adult female rows a boat in the background , an asian adult female is smiling at while another lady is rowing,entailment
adult female balancing on border of fountain while sticking her toe in the h2o , a adult female stand on a fountain and dips her toe in,entailment
a adult male in a gold foils skirt sitting at a computing device desk looks at the photographic camera with his custody raised to his human human face , he is covering up his human human face,neutral
people in orange vest and blue drawers with a yellow band at the bottom wait the beginning of a race , people wearing their bright squad uniform wait the handgun that signifies the start of their race,neutral
people in a group meeting setting paying attending to a talker in an orange shirt , the talker is the peoples chief,neutral
young adult female running as two guy in the back effort to catch up to her , woman runs for her life,neutral
a adult male with a whiskers wearing a red shirt with gray sleeve and work glove pulling on a rope , a adult male is pulling on a rope,entailment
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , a garden truck vender is watched by a wellness section worker,neutral
a motorcyclist does a olfactory organ wheelie , a adult male standing beside a crashed bike,contradiction
two adult one female in white with sunglasses and one male gray apparel walking across a street away from a restaurant with a blurred mental image of a dark colored red shirted mortal in the foreground , two adult walk across the street,entailment
three hands standing on grass by the h2o looking at something on a tabular array , the three hands are inside playing foosball,contradiction
a adult male with a whiskers wearing a red shirt with gray sleeve and work glove pulling on a rope , a whiskersed adult male is pulling a rope at work,neutral
a fuzzy white lap domestic domestic dog runs along a rocky beach , a domestic domestic dog runs across the beach,entailment
grouping of people dancing , people dance together,entailment
little fille walking along a soil stone and grass way wearing a blue lid many stairs behind two people wearing backpack and holding umbrella , 2 people are on the way,contradiction
a adult female is walking across the street eating a banana tree while a adult male is following with his briefcase , the adult female is having java at the coffee bar,contradiction
a blond adult male is drinking from a public fountain , the adult male is drinking java,contradiction
high manner lady wait outside a tramwayway beside a crowd of people in the metropolis , woman are waiting by a tramwayway,entailment
a kid with a yellow cup and milk all over his human human face , the kid has a clean human human face,contradiction
a position of building and people walking across the street in times square new york city , the field of poppy is perfectly still,contradiction
cheerleader are on the field cheering , cheerleader cheering,entailment
high manner lady wait outside a tramway beside a crowd of people in the metropolis , the woman do not care what apparel they wear,contradiction
a mortal on ski on a railing at nighttime , the adult female eats a auto,contradiction
a small white domestic domestic dog running on a pebble covered beach , a domestic domestic dog on the beach,entailment
a small white domestic dog running on a pebble covered beach , a sea gull on the dock,contradiction
a adult female talks to two other woadult male and a adult male with notepad in an business office edifice with large windows , a adult female is talking,entailment
a adult male wearing black with a gray lid holding a pitchfork directs a equus caballusdrawn cart , the woadult male in a blue frock is hitching a equus caballus to a cart,contradiction
a fuzzy white lap domestic domestic dog runs along a rocky beach , a domestic domestic dog cuddle down under blanket on the lounge,contradiction
a middleaged oriental adult female in a green headscarf and blue shirt is flashing a giant smiling , the middle aged oriental adult female is watchingt v,contradiction
a adult male sitting in a barber store , a adult male is waiting to get his haircut,neutral
a adult female talks to two other woadult male and a adult male with notepad in an business office edifice with large windows , the adult female is asleep at place,contradiction
people waiting at a visible visible light on bike , the people are running a red visible visible light,contradiction
a adult male with a whiskers wearing a red shirt with gray sleeve and work glove pulling on a rope , a adult male in a swimwear swing on a rope,contradiction
the skier is wearing a yellow jump suit and sliding across a yellow railing , the skier is wearing a jump suit,entailment
a adult male with facial hair and a red and gray shirt tugging on a piece of rope , a adult male is wearing a red and gray shirt,neutral
a young male child paddle across the h2o in a makeshift boat , a male child is boating in a pool,neutral
scads of neatly folded vesture covert most of this flooring while a adult female with a beige shirt and jean busily fills a bag , a adult male is packing his golf game club,contradiction
three hands standing on grass by the h2o looking at something on a tabular array , the three hands are by the lake,neutral
a little male child swims underwater , a little male child swimming at a beach,neutral
a adult male and a woadult male are walking on a street at the top of a hill , two hands play gimmick on a hill,contradiction
a adult male wearing black with a gray lid holding a pitchfork directs a horsedrawn cart , the adult male with the gray lid and pitchfork is directing the cart,entailment
cheerleader are on the field cheering , some people are cheering on a field,entailment
a young adult male in a blue sport coat and short pants sits alone in front of tabular array with a cheat game set up , a adult male is waiting for his cheat opposite to arrive,neutral
a adult female is waiting with child as she is checked out at walmart , a adult female is standing at the counter at mark,contradiction
a adult male and woadult male are walking down the street holding custody , a adult male and woadult male are walking down opposite side of the street,contradiction
three domestic dog in different sunglasses of brown and white bite and licking each other , the domestic dog playing,neutral
a adult male and a woadult male cross the street in front of a pizza pie and gyro eatery , near a duet of eaterys two people walk across the street,entailment
a babe is playing with a strand of string of string of beads , the string of string of beads are multicolored,neutral
a land roamer makes its mode through a deep pool , a auto drives through the h2o,entailment
a duet stroll arm and arm and manus in manus down a metropolis pavement , the duet is married,neutral
people listening to a choir in a catholic christian church , people are listening to a metallic element lot,contradiction
a little male child in brown drawers is playing on rope at a parkland , there is a little male child in brown drawers,entailment
tourer waiting at a railroad railroad train halt , a grouping of tourer waiting for a railroad railroad train outside,neutral
a adult male in blue short pants and without a shirt is jogging down the route while listening to his ipod , the adult male is running,entailment
adult female and kid on trolley car auto auto labeled powell and marketplace and bay and taylor , the adult female is on a trolley car auto,entailment
a mount biker jumping a side outdoors in a woods country , theres a biker,entailment
a large grouping wearing pink shirt wave to onlooker , they are raising money,neutral
two domestic dog playfully bite a third domestic dog which has its lingua sticking out , two domestic dog are sleeping while a third eats its nutrient,contradiction
a little male child underwater in a pool holding a plastic dinosaur , the lone ranger swims again,contradiction
a adult male resting on a street , a adult male resting on a street,entailment
a adult female talks to two other woadult male and a adult male with notepad in an business office edifice with large windows , a adult female happily talks to two other woadult male,neutral
people are stretching on yoga mat , they stretched on bike,contradiction
a adult male squatting in the foreground of a photo while taking a photo of his own of a adult male doing a skateboarding kicking somerset in midair above a short flight of steps outdoors , a adult male photos a nuptials,contradiction
grouping of people dancing , people are dancing with one another during a religious rite,neutral
wet brown domestic domestic dog swim towards photographic camera , a domestic domestic dog is playing fetch in a pool,neutral
a big brown domestic domestic dog swims towards the photographic photographic camera , a domestic domestic dog swims towards the photographic photographic camera,entailment
a adult male in a green shirt holds out a clipboard for a woadult male in pink attending , a adult male takes off his shirt to get a woadult males attending,contradiction
a lady is kneeling wearing a blue shirt , a lady is close to the flooring,entailment
cheerleader are on the field cheering , the cheerleader cheer for the start of the big game,neutral
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , a adult male is standing on a cart full of grocery,neutral
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , olympic swimming,contradiction
a white and brown domestic domestic dog is leaping through the air , the white and brown domestic domestic dog is in the air,entailment
a kid with a yellow cup and milk all over his human human face , the kid had milk all over his human human face,entailment
child smiling and waving at photographic camera , they are smiling at their parent,neutral
people waiting at a visible visible light on bike , there are people on bike at a visible visible light,neutral
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , they are protesting outside the working capital,contradiction
a young adult female packs holding into a black bag , a young adult male packs holding into a black scrap bag,contradiction
a adult male squatting in the foreground of a photo while taking a photo of his own of a adult male doing a skateboarding kicking somerset in midair above a short flight of steps outdoors , photoers capture a male skateboarder performing trick inside an abandoned edifice,contradiction
adult male on the pavement sitting on a bike , a adult male on the bike,neutral
adult female exercising one adult female has a green mat and black outfit on , the adult female are exercising,entailment
a duet holding custody walks down a street , there are people sitting on the side of the route,contradiction
three fire fighter the nearest fire fighter is holding a helmet in his left adult maleus , three adult male are holding axe in their left adult maleuss,contradiction
high manner lady wait outside a tramway beside a crowd of people in the metropolis , the woman enjoy having a good manner sense,neutral
a bearded adult male in a black tshirt sits in front of a desk holding a computing device , a adult male buying a new laptop computer,neutral
a big brown domestic domestic dog swims towards the photographic camera , a domestic domestic dog is chasing a stick,contradiction
closeup mental image of a domestic dog swim , a true cat reluctantly takes a bath,contradiction
a adult female in a green jacket and goon over her caput looking towards a vale , the adult female is cold,neutral
a young fille sitting at a tabular array with a bowl on her caput , a adult male is eating cereal grass in his auto,contradiction
a adult female preparing to glaze a bowl , a adult female happily preparing to glaze,neutral
a adult male dressed in blue shirt and short pants sits at a tabular array while playing black in cheat , the adult male is jogging,contradiction
a adult female is walking across the street eating a banana tree tree while a adult male is following with his briefcase , a adult female eats a banana tree tree and walks across a street and there is a adult male trailing behind her,entailment
a adult male is sitting on a bike on the pavement , a adult male is sitting on a bike,entailment
a adult male in a bright green shirt shows a woadult male in a bright pink shirt something on a clipboard , there is a adult male and a woadult male,entailment
a adult female is walking across the street eating a banana tree while a adult male is following with his briefcase , the adult female is outside,entailment
a adult male in a bright green shirt shows a woadult male in a bright pink shirt something on a clipboard , the adult male and the woadult male are employee at the same concern,neutral
two hands are standing outside and snowfall is on the land , two hands preparing for a snowfallball battle,neutral
a duet playing with a little male kid on the beach , a duet are playing frisbee with a young kid at the beach,neutral
three rockers stop in town , three rockers are going 100 miles per hour,contradiction
three rockers stop in town , three bicyclist are riding in a plurality,neutral
a adult female with a black jacket walk past an outdoor pic posting , a female is leaving a pic theater,neutral
a adult female is waiting with child as she is checked out at walmart , a adult female has three child with her,neutral
child going home from school , the child are at the library,contradiction
adult female exercising one adult female has a green mat and black outfit on , the adult female are doing yoga,neutral
the skier is wearing a yellow jump suit and sliding across a yellow railing , the skateboard is wearing a blue jump suit,contradiction
a adult male walking proudly down the street , the adult male is in the theater watching incarnation,contradiction
a little fille follows two guy with umbrella down a way , the people are outside,entailment
a adult male is leading a clydesdale up a hay route within a old land , a woadult male in a gray concern suit of clothes is drinking tea,contradiction
a young adult male and young lady dancing on a carpeted flooring with a icon from the pic plaything tale on a big silver screen in the background , the people dance on the pavement,contradiction
a adult male autorying a loading of fresh direct box on auto with wheel in the metropolis street as a woadult male walks towards him , a adult male delivers grocery to shutin senior in the metropolis,neutral
two adult one female in white with sunglasses and one male gray apparel walking across a street away from a eatery with a blurred mental image of a dark colored red shirted mortal in the foreground , two people walk away from a eatery across a street,entailment
a adult male in a striped polo shirt is pointing and smiling , the adult male seems happy,entailment
two lady are reading through binder , the girl are watching a pic,contradiction
a adult male with a bright green shirt is talking to a woadult male in a pink shirt , a duet is talking,entailment
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , the adult male is watching a woadult male,contradiction
an asian adult female in a blue top and green headscarf smiling widely as another adult female rows a boat in the backland , an asian adult female is happy because she found money on the land,neutral
the blond adult female is searching for medical supply in a bag , a blonde adult female looks for things in a bag,entailment
a adult female wearing all white and eating walks next to a adult male holding a briefcase , a female is next to a adult male,entailment
a adult female talks to two other woadult male and a adult male with notepad in an business office edifice with large windows , the adult female is white,neutral
a adult male with a whiskers wearing a red shirt with gray sleeve and work glove pulling on a rope , a adult male pulls on a rope,entailment
two older hands in wintertime coat talking outside of a store with a grassy lawn covered in a light coat of snowfall in front of it , the old hands are wearing raincoat,contradiction
two adult one female in white with sunglasses and one male gray apparel walking across a street away from a restaurant with a blurred mental image of a dark colored red shirted mortal in the foreground , the people are related,neutral
childrens association football game being played while the sun sets in the background , old hands playing association football while the sun sets,contradiction
a cat performing a cycle leap fast one for an audience , a bmx professional is doing a triple backflip,neutral
a male child is jumping on skateboard in the centre of a red span , the male child does a skateboarding fast one,entailment
the silhouette of three people in front of a wall , the people are by the wall,entailment
two young hands drink beer leaning on a graffitied wall , the hands are drinking,entailment
little fille in a blue and yellow tartan outfit and blue lid is running along the trail , a fille is running on the trail,entailment
bicyclist waiting at an intersection point , the bicyclist are in a race,neutral
three rockers stop in town , five rockers are riding on the route,contradiction
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , a adult male is advertising for a eatery,entailment
a lady is kneeling wearing a blue shirt , a lady is kneeling before the priest at christian church,neutral
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , the cart is filled to the top,entailment
people on bicycle waiting at an intersection point , there are bicyclist stopped at a route,entailment
a granger fertilizing his garden with adult maleure with a equus caballus and waggon , the adult male is in an open field with a equus caballus and waggon,neutral
two young hands drink beer leaning on a graffitied wall , the hands are standing in pee,neutral
a auto sinking in h2o , a motortruck drives down a land route in the sun,contradiction
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , the adult female is waiting for a friend,neutral
two blond woman are hugging one another , some woman are hugging on holiday,neutral
a adult female wearing all white and eating walks next to a adult male holding a briefcase , a married duet is sleeping,contradiction
a skier slides along a metallic element railinging , a skier is away from the railinging,contradiction
a adult male with blondhair and a brown shirt drinking out of a public h2o fountain , a blond adult male drinking h2o from a fountain,entailment
a foreign home is walking along a soil way next to the h2o , they are riding a motorcycle,contradiction
a adult male in a blue shirt is looking up , a adult male in a red shirt is looking up,contradiction
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , a adult male is giving another adult male a piggyback drive,contradiction
a white motorcycle is tied to a street mark , the motorcycle is tied to a mark,entailment
people waiting at a visible light on bike , there is traffic next to the bike,neutral
association football squad play on a field as the sun sets behind a line of tree , a association football squad is about to win a association football game,neutral
a adult male with a whiskers wearing a red shirt with gray sleeve and work glove pulling on a rope , the adult male is able to grow a whiskers,entailment
a mortal on ski on a railing at nighttime , the mortal skiis,entailment
a cat performing a cycle leap fast one for an audience , a cat is performing a motorcycle fast one,entailment
a few people in a eatery setting one of them is drinking orange juice , the people are eating omelette,neutral
an english granger with a equus caballus pulled waggon , there is a granger with a equus caballus waggon,entailment
student practicing yoga in a family scene , the student solve equation on the board,contradiction
a adult male wearing a white shire shirt and hatred is riding a buck equus caballus in a rodeo , a adult male is riding in his first rodeo,neutral
the school is having a special event in order to show the american civilisation on how other civilisations are dealt with in party , a school is hosting an event,entailment
a baseball game participant is putting all his might in to throwing a ball , the participant tossed the football game,contradiction
a white motorcycle is leaning against a station , a motorcycle is on the land about to be reparied,contradiction
a adult male is sleeping on the grass , the adult male is checking into a 4 star hotel,contradiction
a adult male in the distance is walking past a brick wall painted with words and graffito , a adult male walks away from a wall he has defaced,neutral
people are stretching on yoga mat , the people stretched on yoga mat,entailment
cheerleader are on the field cheering , cheerleader cheer for the football game squad,neutral
two child play outside in a field , kid are playing outdoors,entailment
a adult female holding a boombox , a adult male holding a boombox,contradiction
people are on a phase performing , pwople are on phase,entailment
a little male child swimming underwater with a plaything in his manus , a little male child is holding a pool ring,neutral
several people are dancing together in synchronise , people are dancing,entailment
four guy in wheelchair on a basketball game game game judicature two are trying to grab a basketball game game game in midair , four guy are playing basketball game game game,entailment
two adult one female in white with sunglasses and one male gray apparel walking across a street away from a restaurant with a blurred mental image of a dark colored red shirted mortal in the foreground , some people board a railroad train,contradiction
brown domestic domestic dog tread through h2o , brown domestic domestic dog tread through h2o as he is soaked in h2o,entailment
a young asian adult male sits behind a set chess board waiting for the other participant to arrive , a young adult male is sitting,entailment
a adult female holding a boombox , a mortal holding a boombox,entailment
two female medical professional one african american one white looking over paperwork in a infirmary , coworkers at at a monthly safety group meeting,neutral
a adult male wearing a rice lid is shucking maize using a maize shucker and is surrounded by tree , there is a mortal processing vegetable,entailment
adult male on the pavement sitting on a bike , adult male sitting on a bike on the pavement,entailment
a adult male dances with a fire wand at nighttime , the adult male is dancing,entailment
the furry brown domestic domestic dog is swimming in the ocean , a domestic domestic dog is swimming,entailment
a adult female in a red shirt is speaking at a tabular array in a room where three other people are listening to her , the adult female is swimming in the lake,contradiction
a adult male and a woadult male are standing next to sculpture talking while another adult male looks at other sculpture , the sculpture are a recent creative activity,neutral
a small white domestic domestic dog running on a pebble covered beach , a domestic domestic dog runs after his male child and the frisbee,neutral
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , they are walking with a mark,entailment
a duet are holding custody behind their back while walk down a street and the adult male has his arm around her shoulder , duet walk home,neutral
two blond woman are hugging one another , there are woman showing affectionateness,entailment
a saddle bronc driver gets lifted out of the saddle but keeps his grasp during his drive , the adult male drives an fauna,entailment
a barber waiting for customer , the barber is closing the store at the terminal of the solar day,contradiction
a adult female stands behind an outdoor grillroom with a blue handhandbasket of nutrient in her custody , a adult female holding a blue handhandbasket full of easter egg outside of a christian church,contradiction
a adult male and a woadult male are standing next to sculpture talking while another adult male looks at other sculpture , a adult male and a woadult male are standing,entailment
a adult male in a blue shirt sits outside alone with a chess board laid out in front of him , someone sitting outside behind a chess board,entailment
two association football team are competing on a association football field , two skilled association football team are competing against one another for the title,neutral
four teenage boy are doing cannonball into a swim pool , some boy are eating pizza pie in a eatery,contradiction
a middleaged oriental adult female in a green headscarf and blue shirt is flashing a giant smiling , the middle aged oriental adult female is very happy,neutral
a adult female preparing to glaze a bowl , a adult female not preparing to glaze,contradiction
cheerleader are doing a cheer at a football game field , the cheerleader are wearing black and red uniform,neutral
the male child locked the rhythm and went away , a birhythm chained up with a male child walking away,neutral
a motorcyclist does a olfactory organ wheelie , a adult male doing a wheelie,entailment
a adult female talks to two other woadult male and a adult male with notepad in an business office edifice with large windows , a adult female talks to three other woadult male,contradiction
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza and gyro in the background , the adult female is wearing white,entailment
people going for a long walking to the mountain , the people are running towards the mountain,contradiction
a few people in a eatery setting one of them is drinking orange juice , the diner are at a eatery,entailment
adult female and kid on trolley auto auto labeled powell and marketplace and bay and taylor , the adult female and kid are on a tube railroad train,contradiction
two people pose for the photographic camera , people pose for a icon,entailment
white small kid wearing a brown and gray striped hoodie plays at parklandland , a small male child is playing ticket at a parklandland with his friend,neutral
one adult male sits inside and plays the banjo there are tree behind him outside , a male plays a banjo while sitting on a couch,neutral
a adult male with a bright green shirt is talking to a woadult male in a pink shirt , a duet are eating dinner,contradiction
a adult male in an hob lid holding a white umbrella is standing on the pavehandst with two other hands , my love like a red red wig,contradiction
people in orange vest and blue drawers with a yellow band at the bottom wait the beginning of a race , people are racing backwards through hell,contradiction
a adult male in the distance is walking past a brick wall painted with words and graffito , a adult male sits and reads the graffito on a wall,contradiction
adult male in gold drawers looking at the photographic camera , adult male looking at something,neutral
a bearded adult male in a black tshirt sits in front of a desk holding a computing device , a adult male waiting with his computing device,entailment
a little male child swims underh2o , a male child floats on top of h2o,contradiction
a adult female and a kid holding on to the railinging while on trolley car , the people are holding onto the railing,entailment
adult female at walmart checkout having her grocery bagged by an employee , the adult female is in mark,contradiction
two woman who just had luncheon hugging and saying good-bye , the friend scowl at each other over a full dinner tabular array,contradiction
people in orange vest and blue drawers with a yellow band at the bottom wait the beginning of a race , people are wearing colorful apparel,entailment
wet brown domestic domestic dog swim towards photographic camera , the domestic domestic dog is sleeping in his bed,contradiction
a adult female is walking across the street eating a banana tree while a adult male is following with his briefcase , a mortal eating,entailment
little fille walking along a soil stone and grass way wearing a blue lid many stairs behind two people wearing backpack and holding umbrella , 3 people are walking along a way,entailment
a adult male in blue short pants and without a shirt is jogging down the route while listening to his ipod , the adult male is wearing headphone,neutral
a adult female wearing a pink lid is looking at a pink auto with the motortruck open , the adult female is wondering if she left her auto open,neutral
a adult female in a blue shirt and green lid looks up at the photographic photographic camera , a adult female wearing a blue shirt and green lid looks at the photographic photographic camera,entailment
three rockers stop in town , the rockers are in the town,entailment
two hands in wheelchair are reaching in the air for a basketball game game , two wohands in wheelchair are reaching in the air for a basketball game game,contradiction
a adult male with a whiskers wearing a red shirt with gray sleeve and work glove pulling on a rope , a whiskersed adult male is pulling on a rope,entailment
two hands in wheelchair are reaching in the air for a basketball game game , two sad hands in wheelchair are reaching in the air for a basketball game game,neutral
two lady are reading through binder , two lady are studying for their final test,neutral
a cat performing a cycle leap fast one for an audience , tony hawk is performing a skating fast one,contradiction
the male child locked the rhythm and went away , a male child riding a motorcycle,contradiction
three rockers stop in town , the rockers didnt stop in the town,contradiction
bicyclist waiting at an intersection point , the bicyclist are at place,contradiction
a baseball game game game participant is about to throw a baseball game game game , a baseball game game game playing is throwing a ball,neutral
two blond woman are hugging one another , the woman are sleeping,contradiction
a adult female is running a endurance contest in a parkland , the adult female is running fast,neutral
grouping of young woman in dress strolling on the pavement , all the young girl won the first award,contradiction
people on bicycle waiting at an intersection point , there are people on bicycle,entailment
adult female at walmart checkout having her grocery bagged by an employee , the adult female bought unhealthy nutrient,neutral
two barefooted hands are playing on a green lawn outside a edifice with other people in the background , two hands are playing barefooted lawn darts,neutral
two adult one female in white with sunglasses and one male gray apparel walking across a street away from a restaurant with a blurred mental image of a dark colored red shirted mortal in the foreground , two friend cross a street,neutral
tourer waiting at a railroad train halt , tourer walking around an fine art museum,contradiction
people in a group meeting setting paying attending to a talker in an orange shirt , the people are listening to a talker,entailment
people walking around in a big metropolis , people are walking to the parkland,neutral
people listening to a choir in a catholic christian church , choir singing in mass,entailment
three rockers stop in town , the rockers respire h2o,contradiction
a duet stroll arm and arm and manus in manus down a metropolis pavement , the duet is having dinner at a eatery,contradiction
grouping of people dancing , dog are mating,contradiction
a adult male autorying a loading of fresh direct box on auto with wheel in the metropolis street as a woadult male walks towards him , someone is toting package in an urban scene,entailment
a grouping of people are doing yoga , the people are doing yoga,entailment
people on bicycle waiting at an intersection point , people wait on traffic,entailment
a skier in electric greenness on the border of a incline made of metallic element parallel bars , the jogger ran through the street,contradiction
bmx biker jumps over a ravine , there is a bmx biker who is perfect in ravine jumping,entailment
three fire fighter the nearest fire fighter is holding a helmet in his left manus , the fireman are gathered one is holding his helmet,entailment
people listening to a choir in a catholic christian church , people are in mass for a first communion,neutral
a adult male in a blue shirt is looking up , a mortal looks up,entailment
a adult female talks to two other woadult male and a adult male with notepad in an business office edifice with large windows , the grouping are discussing a labor,neutral
adult female in white in foreground and a adult male slightly behind walking with a mark for johns pizza pie and gyro in the background , a adult female ordering pizza pie,neutral
a adult male and a woadult male are standing next to sculpture talking while another adult male looks at other sculpture , tall people standing,neutral
a little conference squad tries to catch a smuggler sliding into a base of operations in an afternoon game , a squad is trying to score the game winning out,neutral
a little male child underwater in a pool holding a plastic dinosaur , small male child in pool holds plaything,entailment
two child in colorful outfit playing in a field with a big stone in the centre , two kid are playing with a big stone in the field,entailment
closeup mental image of a domestic domestic dog swim , a domestic domestic dog swims in a organic structure of h2o,entailment
a adult male wearing black with a gray lid holding a pitchfork directs a horsedrawn cart , the granger wearing a gray lid is driving a horsedrawn cart,neutral
a adult male in a green shirt holds out a clipboard for a woadult male in pink attending , a adult male wants a woadult male to look at his clipboard,entailment
a small fille with a necklace is swimming , a small fille with a necklace is in the h2o,entailment
a adult male and woadult male are walking down the street holding custody , a duet of people are holding custody while walking,entailment
cheerleader are on the field cheering , the cheerleader are wearing blue,neutral
a land roamer makes its mode through a deep pool , a auto gets stuck in the h2o,neutral
a adult female in capri jeans crouch on the border of a fountain with her left pes kicked out to touch the falling h2o , a adult female is walking in parkland,contradiction
a adult male stopping on the pavement with his motorcycle to have a fume , the adult male is playing basketball game,contradiction
two domestic dog playfully bite a third domestic dog which has its lingua sticking out , two puppy bite their female parent while she pants,neutral
adult female balancing on border of fountain while sticking her toe in the h2o , an old adult female stands on a fountain and sticks her toe in,neutral
a mount biker jumping a side outdoors in a woods country , a mortal is riding in a bobsled,contradiction
people in orange vest and blue drawers with a yellow band at the bottom wait the beginning of a race , people are having a cook off,contradiction
a adult female in costume is march with a large tympan , highschool homcoming march lot is march,neutral
a adult male squatting in the foreground of a photo while taking a photo of his own of a adult male doing a skateboarding kicking somerset in midair above a short flight of steps outdoors , a adult male tries to get the perfect icon of a skateboarder for a mag,neutral
three rockers stop in town , car stop in town,neutral
student practicing yoga in a family scene , the student are taking a beginner yoga family,neutral
childrens association football game being played while the sun sets in the background , girl playing association football while the sun sets,neutral
bicyclist waiting at an intersection point , a mortal on a motorcycle is waiting while the visible light is green,neutral
a big brown domestic domestic dog swims towards the photographic camera , a lensman is taking picture of a domestic domestic dog,neutral
a blond adult female with two child is checking out at a walmart registry , nutrient makes people hungry,contradiction
a white equus caballus is pulling a cart while a adult male stands and watches , a adult male is watching a equus caballus race,contradiction
a adult male is leading a clydesdale up a hay route within a old land , a adult male in a straw lid and overall is walking with his equus caballus up a land route,neutral
two young hands drink beer leaning on a graffitied wall , the hands are being sprayed with can of pigment while they are passes out drunk in the alleyway,contradiction
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , a adult male watches another adult male,entailment
adult male wearing black tshirt sitting at a computing device desk , the adult male called off work and was at the menagerie all solar day,contradiction
a adult male and a woadult male are standing next to sculpture talking while another adult male looks at other sculpture , people are looking at sculpture at a museum,entailment
new athletics is being played to show grasp to the kid who can not walk , people are playing football game without cogwheel,contradiction
two people wearing blue vesture are making manus gesture next to one another , two people are next to each other,entailment
a adult male on a street in a bright tshirt holds some form of tablet towards a woadult male in a pink tshirt and sunglasses , there are some people in a street,entailment
a mount biker jumping a side outdoors in a woods country , the biker is jumping into a hole,entailment
a adult male on a street in a bright tshirt holds some form of tablet towards a woadult male in a pink tshirt and sunglasses , a adult male shows direction to a museum on a tablet to a woadult male nearby,neutral
a white equus caballus is pulling a cart while a adult male stands and watches , an fauna is walking outside,entailment
people on bicycle waiting at an intersection point , people are on mount bike,neutral
a duet walking through a white brick town , a adult male and woadult male walking through a big metropolis,neutral
a groupinging of people point forwards while performing some form of enactment , a groupinging of people point forwards while doing something,entailment
a adult male on a street in a bright tshirt holds some form of tablet towards a woadult male in a pink tshirt and sunglasses , a duet are using a tablet to watch a picture on the street,neutral
a association football game played by a blue squad and a red squad on a perfectly manicured field at fall , people are playing association football for a competition,neutral
a adult male and a woadult male are standing next to sculpture talking while another adult male looks at other sculpture , there are sculpture of people,neutral
cheerleader are on the field cheering , cheerleader are waiting for the game to begin,neutral
a lady in a black and white striped shirt and holding a corsage of flower looks seriously at two gentleman talking on the stairs , three guy are standing inside with flower in their custody,contradiction
people are on a phase performing , people are sleeping,contradiction
a adult male wearing a white shire shirt and hatred is riding a buck equus caballus in a rodeo , a adult male is being bucked on a equus caballus,entailment
a adult female talks to two other woadult male and a adult male with notepad in an business office edifice with large windows , a adult female talks to others inside about luncheon,neutral
a young adult female tries to stick her pes in a fountain , the adult female has one pes in the air,entailment
a baseball game game game participant is about to throw a baseball game game game , a baseball game game game is broken,contradiction
a home with a babe the begetter is wearing a save the child mark , three adult are pictured,contradiction
a group meeting of young people sitting at a conference tabular array , young people are at a political party having merriment,contradiction
a adult male with a red shirt is watching another adult male who is standing on top of a attached cart filled to the top , the cart is full of coal,neutral
a row of legs and black boot with a male child sitting at the terminal of the row , a young male child sits on the land in a home icon,neutral
a adult male on a street in a bright tshirt holds some form of tablet towards a woadult male in a pink tshirt and sunglasses , a adult male is showing a woadult male something,entailment
an english granger with a equus caballus pulled waggon , there is a granger riding a waggon outdoors,neutral
a adult male in an hob lid holding a white umbrella is standing on the pavehandst with two other hands , others are nearby,neutral
a adult female and a kid holding on to the railing while on trolley car car , the people are on a trolley car car in san francisco,neutral
a adult male with a whiskers wearing a red shirt with gray sleeve and work glove pulling on a rope , a adult male is trying to pull his auto out of a lake,neutral
adult male wearing black tshirt sitting at a computing device desk , the adult male is working on the computing device,entailment
a doc checks the tum of a tot , the tot is getting a medical,entailment
a adult female sitting in a laundromat looking at the photographic photographic camera , a adult female is modeling appliance for the photographic photographic camera,neutral
a little male child in brown drawers is playing on rope at a parkland , there is a little fille in red drawers,contradiction
