,label,A,B
1606,-1,1,1
1607,1,1,1
1608,0,0,1
1609,0,0,0
1610,-1,1,1
1611,1,1,1
1612,1,1,1
1613,-1,1,1
1614,0,0,0
1615,-1,1,1
1616,1,0,0
1617,0,1,1
1618,1,1,1
1619,0,1,1
1620,-1,1,1
1621,-1,1,1
1622,1,0,1
1623,0,1,1
1624,0,0,0
1625,1,1,1
1626,-1,0,0
1627,0,1,1
1628,-1,1,1
1629,1,1,1
1630,-1,0,0
1631,1,1,1
1632,1,1,1
1633,0,1,1
1634,-1,1,1
1635,1,0,1
1636,-1,1,1
1637,1,0,0
1638,0,0,0
1639,1,1,1
1640,0,0,0
1641,-1,0,0
1642,0,1,1
1643,1,0,0
1644,-1,0,0
1645,1,0,0
1646,-1,1,1
1647,0,1,1
1648,0,0,0
1649,-1,1,1
1650,0,0,0
1651,0,1,1
1652,1,1,1
1653,-1,1,1
1654,0,1,1
1655,-1,1,1
1656,1,0,0
1657,0,1,1
1658,1,0,0
1659,-1,0,0
1660,0,1,1
1661,-1,0,1
1662,1,1,1
1663,0,0,0
1664,-1,1,1
1665,1,0,0
1666,1,1,1
1667,-1,1,1
1668,0,1,1
1669,-1,0,0
1670,1,1,1
1671,0,0,0
1672,0,0,0
1673,-1,1,1
1674,0,1,1
1675,1,1,1
1676,-1,1,1
1677,1,0,0
1678,1,0,0
1679,-1,1,1
1680,0,1,1
1681,0,1,1
1682,-1,1,1
1683,1,1,1
1684,0,1,1
1685,-1,1,1
1686,1,0,0
1687,1,0,0
1688,0,0,0
1689,-1,0,1
1690,0,1,1
1691,1,0,0
1692,-1,0,0
1693,-1,0,0
1694,0,1,1
1695,1,0,0
1696,0,0,0
1697,-1,1,1
1698,1,1,1
1699,0,0,0
1700,1,0,0
1701,-1,1,1
1702,-1,1,1
1703,1,1,1
1704,0,0,0
1705,-1,1,1
1706,1,1,0
1707,0,0,0
1708,1,0,0
1709,-1,0,0
1710,0,1,1
1711,0,1,1
1712,-1,0,0
1713,0,1,1
1714,1,0,0
1715,0,1,1
1716,-1,0,0
1717,1,1,1
1718,0,1,1
1719,-1,1,1
1720,-1,1,1
1721,1,1,1
1722,1,0,1
1723,-1,1,1
1724,1,1,1
1725,0,1,1
1726,-1,1,1
1727,0,0,0
1728,1,1,1
1729,-1,1,1
1730,-1,1,1
1731,0,1,1
1732,1,0,0
1733,1,1,1
1734,-1,0,0
1735,0,1,1
1736,-1,0,0
1737,1,1,1
1738,0,1,1
1739,0,1,1
1740,-1,0,0
1741,0,1,1
1742,-1,0,0
1743,1,0,0
1744,0,1,1
1745,0,1,1
1746,1,0,0
1747,-1,0,1
1748,1,1,1
1749,-1,0,0
1750,0,0,0
1751,1,1,1
1752,-1,0,0
1753,0,0,0
1754,0,1,1
1755,1,1,1
1756,0,1,1
1757,0,1,0
1758,1,1,1
1759,-1,1,1
1760,0,1,1
1761,-1,0,0
1762,1,1,1
1763,-1,0,0
1764,0,0,0
1765,1,1,1
1766,0,1,1
1767,1,1,1
1768,-1,0,0
1769,1,0,1
1770,-1,1,1
1771,1,0,0
1772,1,0,0
1773,0,1,1
1774,-1,1,1
1775,0,0,0
1776,1,0,0
1777,0,0,0
1778,1,0,0
1779,-1,1,1
1780,0,0,0
1781,-1,0,0
1782,1,0,0
1783,0,1,1
1784,0,1,1
1785,1,1,0
1786,-1,0,0
1787,0,1,1
1788,0,1,1
1789,1,0,0
1790,-1,0,0
1791,1,1,1
1792,-1,0,0
1793,-1,1,1
1794,0,0,0
1795,0,1,1
1796,-1,0,0
1797,1,0,1
1798,0,1,1
1799,-1,0,0
1800,1,1,1
1801,0,0,0
1802,-1,1,1
1803,0,1,1
1804,1,0,0
1805,-1,0,0
1806,1,1,1
1807,0,1,0
1808,-1,0,0
1809,1,1,1
1810,0,0,0
1811,-1,1,1
1812,0,0,1
1813,1,1,0
1814,-1,0,0
1815,1,0,0
1816,0,0,0
1817,1,0,0
1818,-1,0,0
1819,0,1,0
1820,-1,1,1
1821,1,0,0
1822,0,1,1
1823,1,0,0
1824,-1,0,0
1825,0,1,1
1826,-1,1,1
1827,1,0,0
1828,1,1,1
1829,0,0,0
1830,-1,1,1
1831,-1,1,1
1832,0,1,1
1833,1,0,0
1834,-1,0,0
1835,1,1,0
1836,0,0,0
1837,0,1,1
1838,1,1,1
1839,-1,1,1
1840,-1,1,1
1841,1,0,0
1842,0,1,1
1843,0,0,0
1844,1,1,1
1845,-1,1,1
1846,-1,0,0
1847,1,0,0
1848,0,1,1
1849,-1,1,1
1850,1,1,1
1851,-1,0,0
1852,1,0,0
1853,-1,0,0
1854,1,1,1
1855,-1,0,0
1856,0,1,1
1857,1,0,0
1858,-1,1,1
1859,0,1,1
1860,1,0,0
1861,-1,1,1
1862,1,0,0
1863,0,0,0
1864,0,1,1
1865,0,0,0
1866,-1,1,1
1867,1,1,1
1868,0,0,0
1869,-1,1,1
1870,1,0,0
1871,-1,1,1
1872,0,1,1
1873,1,1,1
1874,0,1,1
1875,-1,1,1
1876,-1,0,0
1877,1,1,1
1878,0,1,1
1879,0,0,0
1880,1,1,1
1881,1,0,0
1882,0,0,0
1883,-1,0,0
1884,1,1,1
1885,1,1,1
1886,0,1,1
1887,-1,1,1
1888,1,1,1
1889,1,1,1
1890,1,1,1
1891,1,0,0
1892,-1,1,1
1893,0,0,0
1894,0,0,0
1895,-1,1,1
1896,1,0,0
1897,1,1,1
1898,-1,0,0
1899,0,0,0
1900,0,0,0
1901,-1,1,1
1902,1,1,1
1903,1,1,1
1904,-1,0,1
1905,0,1,1
1906,0,0,0
1907,-1,1,1
1908,1,1,1
1909,1,1,1
1910,-1,1,1
1911,0,0,0
1912,-1,1,1
1913,0,1,1
1914,0,1,1
1915,1,1,1
1916,0,0,0
1917,-1,0,0
1918,-1,0,1
1919,0,0,0
1920,1,1,1
1921,0,1,1
1922,1,1,1
1923,-1,0,0
1924,0,1,1
1925,0,1,1
1926,-1,1,1
1927,1,1,1
1928,-1,1,1
1929,1,0,0
1930,-1,1,1
1931,0,0,0
1932,1,1,1
1933,-1,1,1
1934,1,0,0
1935,0,0,0
1936,0,0,0
1937,1,0,0
1938,0,1,1
1939,1,1,1
1940,0,1,1
1941,-1,0,0
1942,1,1,1
1943,-1,0,0
1944,0,1,1
1945,0,0,0
1946,-1,1,1
1947,1,1,1
1948,0,1,1
1949,1,1,0
1950,-1,0,1
1951,-1,0,0
1952,1,1,1
1953,0,0,0
1954,0,1,1
1955,1,1,0
1956,-1,1,1
1957,1,0,0
1958,1,0,0
1959,-1,0,0
1960,-1,1,1
1961,-1,1,1
1962,-1,1,1
1963,0,0,0
1964,-1,1,1
1965,1,0,0
1966,0,0,0
1967,0,0,0
1968,-1,0,0
1969,1,0,0
1970,-1,1,1
1971,0,1,1
1972,0,0,0
1973,1,0,0
1974,-1,1,1
1975,-1,0,1
1976,1,0,0
1977,1,0,0
1978,1,1,1
1979,-1,1,1
1980,1,1,1
1981,0,0,1
1982,-1,1,1
1983,1,1,1
1984,-1,1,1
1985,0,0,0
1986,1,0,0
1987,1,0,0
1988,0,1,1
1989,-1,1,1
1990,1,0,0
1991,1,0,0
1992,-1,1,1
1993,1,1,1
1994,-1,0,0
1995,0,1,1
1996,-1,0,0
1997,1,0,0
1998,0,1,1
1999,1,1,1
2000,-1,1,1
2001,0,0,0
2002,-1,1,1
2003,0,0,0
2004,1,0,0
2005,-1,0,1
2006,1,0,0
2007,0,0,0
2008,0,1,1
2009,-1,0,0
2010,1,1,0
2011,0,1,1
2012,1,1,1
2013,-1,1,1
2014,0,1,1
2015,-1,0,0
2016,1,0,0
2017,0,0,0
2018,0,0,0
2019,-1,1,1
2020,0,0,0
2021,0,1,1
2022,1,0,0
2023,1,1,1
2024,0,1,1
2025,-1,0,1
2026,0,0,0
2027,-1,1,1
2028,1,0,0
2029,1,1,0
2030,0,1,1
2031,-1,0,0
2032,-1,0,0
2033,1,1,1
2034,0,0,0
2035,1,0,0
2036,-1,1,1
2037,0,0,0
2038,0,0,0
2039,1,0,0
2040,-1,1,1
2041,-1,0,0
2042,0,1,1
2043,1,1,1
2044,-1,1,1
2045,0,1,1
2046,1,1,1
2047,0,0,0
2048,-1,1,1
2049,1,1,1
2050,1,1,1
2051,-1,0,0
2052,-1,1,1
2053,0,1,1
2054,1,1,1
2055,-1,1,1
2056,0,0,0
2057,1,1,1
2058,1,0,0
2059,0,1,1
2060,-1,1,1
2061,-1,1,1
2062,0,1,1
2063,1,0,0
2064,0,1,1
2065,1,0,0
2066,-1,0,0
2067,1,1,1
2068,-1,1,1
2069,0,1,1
2070,-1,1,1
2071,1,1,1
2072,0,1,1
2073,1,0,0
2074,0,0,0
2075,-1,1,1
2076,1,1,1
2077,-1,0,0
2078,0,0,0
2079,-1,1,1
2080,1,0,0
2081,0,0,0
2082,-1,0,0
2083,0,1,1
2084,1,0,0
2085,-1,1,1
2086,1,0,0
2087,0,1,1
2088,1,0,0
2089,0,0,0
2090,0,0,0
2091,1,0,0
2092,-1,1,1
2093,0,1,1
2094,1,1,1
2095,-1,1,1
2096,0,0,0
2097,1,1,1
2098,-1,0,0
2099,0,1,1
2100,-1,1,1
2101,1,1,1
2102,0,0,1
2103,0,0,0
2104,1,0,0
2105,-1,1,1
2106,-1,0,0
2107,0,1,1
2108,0,1,1
2109,0,1,1
2110,1,1,1
2111,-1,1,1
2112,0,0,0
2113,1,0,0
2114,0,1,1
2115,-1,1,1
2116,0,0,0
2117,0,0,0
2118,0,0,0
2119,-1,0,0
2120,1,0,1
2121,0,1,1
2122,1,1,1
2123,-1,1,1
2124,-1,1,1
2125,1,1,1
2126,0,1,1
2127,1,1,1
2128,0,1,1
2129,-1,1,1
2130,1,0,0
2131,0,1,1
2132,-1,1,1
2133,1,1,1
2134,0,0,0
2135,-1,1,1
2136,1,0,0
2137,0,1,1
2138,-1,0,0
2139,0,1,1
2140,-1,1,1
2141,0,1,1
2142,-1,1,1
2143,0,0,0
2144,1,0,0
2145,0,0,0
2146,-1,0,0
2147,1,0,0
2148,0,0,0
2149,-1,0,0
2150,0,1,1
2151,0,0,0
2152,1,0,0
2153,-1,1,1
2154,1,0,0
2155,-1,0,0
2156,0,0,0
2157,-1,1,1
2158,1,0,0
2159,0,0,1
2160,-1,1,1
2161,1,0,0
2162,0,1,1
2163,-1,1,1
2164,0,0,1
2165,1,0,0
2166,0,1,1
2167,1,0,1
2168,-1,1,1
2169,1,1,1
2170,-1,0,0
2171,0,0,0
2172,-1,0,0
2173,-1,0,0
2174,0,1,1
2175,-1,1,1
2176,0,0,0
2177,1,1,1
2178,-1,0,0
2179,0,0,0
2180,1,0,0
2181,-1,0,0
2182,0,0,0
2183,1,1,1
2184,1,0,0
2185,1,0,0
2186,-1,1,1
2187,-1,1,1
2188,0,1,1
2189,0,0,1
2190,-1,1,1
2191,0,1,0
2192,0,0,0
2193,-1,0,0
2194,1,1,1
2195,0,1,1
2196,1,1,1
2197,0,1,0
2198,-1,1,1
2199,0,0,0
2200,-1,0,0
2201,1,1,1
2202,0,1,1
2203,-1,1,1
2204,1,0,0
2205,0,1,0
2206,0,1,1
2207,1,0,0
2208,-1,1,1
2209,0,0,0
2210,1,0,0
2211,0,1,1
2212,-1,1,1
2213,1,1,1
2214,1,0,0
2215,-1,1,1
2216,1,1,1
2217,-1,1,1
2218,0,0,0
2219,1,0,0
2220,0,1,1
2221,1,1,1
2222,0,0,0
2223,-1,0,0
2224,0,0,0
2225,1,0,0
2226,0,0,0
2227,-1,1,1
2228,1,0,0
2229,0,1,1
2230,-1,0,0
2231,1,1,1
2232,1,0,0
2233,-1,0,0
2234,0,1,1
2235,-1,1,1
2236,0,0,1
2237,1,1,1
2238,-1,1,1
2239,1,0,0
2240,1,0,0
2241,1,0,0
2242,0,1,1
2243,-1,0,0
2244,0,0,0
2245,-1,1,1
2246,0,0,0
2247,-1,1,1
2248,0,1,1
2249,1,0,0
2250,-1,1,1
2251,0,0,0
2252,1,0,0
2253,0,1,1
2254,-1,0,1
2255,1,1,1
2256,-1,0,0
2257,0,0,1
2258,0,1,1
2259,-1,1,1
2260,1,1,1
2261,1,0,0
2262,-1,1,1
2263,0,1,1
2264,-1,1,1
2265,1,0,0
2266,0,1,1
2267,0,1,1
2268,-1,0,0
2269,0,1,0
2270,-1,1,1
2271,0,0,0
2272,1,1,1
2273,-1,0,0
2274,1,0,0
2275,0,1,1
2276,0,0,0
2277,-1,0,0
2278,1,0,0
2279,0,1,1
2280,1,0,0
2281,-1,0,0
2282,1,1,1
2283,0,0,0
2284,-1,1,1
2285,1,0,0
2286,0,0,1
2287,-1,1,0
2288,0,1,1
2289,1,0,0
2290,-1,1,1
2291,0,1,1
2292,-1,1,1
2293,1,1,1
2294,-1,1,1
2295,1,0,0
2296,1,0,0
2297,-1,0,0
2298,0,0,0
2299,0,0,0
2300,0,0,0
2301,0,0,0
2302,0,0,0
2303,0,0,0
2304,-1,1,1
2305,1,0,0
2306,-1,0,1
2307,1,1,0
2308,1,1,0
2309,1,1,1
2310,-1,1,1
2311,0,1,1
2312,0,0,0
2313,1,1,1
2314,-1,1,1
2315,1,1,1
2316,0,0,0
2317,-1,1,1
2318,-1,1,1
2319,1,1,1
2320,0,1,1
2321,1,1,1
2322,0,0,0
2323,-1,1,1
2324,0,1,1
2325,-1,0,0
2326,1,0,1
2327,1,0,0
2328,0,0,0
2329,-1,1,1
2330,1,1,1
2331,0,0,0
2332,-1,1,1
2333,-1,1,1
2334,0,1,1
2335,1,1,1
2336,-1,0,0
2337,1,1,1
2338,0,0,0
2339,0,0,0
2340,-1,0,0
2341,1,1,1
2342,-1,1,1
2343,0,1,1
2344,1,0,0
2345,0,1,1
2346,1,1,1
2347,-1,1,1
2348,0,1,1
2349,0,0,0
2350,-1,0,0
2351,0,0,0
2352,-1,0,0
2353,1,1,1
2354,1,1,1
2355,0,1,1
2356,-1,0,0
2357,1,0,0
2358,-1,0,0
2359,0,1,1
2360,1,1,1
2361,-1,1,1
2362,0,0,0
2363,0,0,0
2364,-1,1,1
2365,1,1,1
2366,-1,0,0
2367,0,1,1
2368,1,1,1
2369,1,1,1
2370,0,0,0
2371,-1,1,1
2372,-1,1,1
2373,0,1,1
2374,1,0,0
2375,-1,1,1
2376,1,0,0
2377,0,0,0
2378,-1,0,0
2379,0,0,0
2380,1,1,1
2381,0,0,0
2382,-1,1,1
2383,0,1,1
2384,-1,0,0
2385,1,0,0
2386,-1,1,1
2387,0,1,1
2388,1,1,1
2389,-1,1,1
2390,1,1,1
2391,0,1,1
2392,1,1,1
2393,-1,0,0
2394,0,1,1
2395,1,0,0
2396,0,0,0
2397,-1,1,1
2398,-1,1,1
2399,0,0,0
2400,1,0,0
2401,0,0,0
2402,-1,0,0
2403,1,1,1
2404,1,1,1
2405,0,0,0
2406,-1,1,1
2407,1,0,0
2408,0,0,0
2409,-1,1,1
2410,1,0,0
2411,1,0,1
2412,-1,0,1
2413,-1,1,1
2414,0,0,0
2415,0,0,0
2416,1,1,1
2417,-1,1,1
2418,0,1,1
2419,0,0,0
2420,-1,0,0
2421,1,0,1
2422,0,0,0
2423,1,0,0
2424,0,1,1
2425,0,1,1
2426,-1,1,1
2427,1,1,1
2428,-1,1,1
2429,1,0,0
2430,0,1,1
2431,1,1,1
2432,-1,1,1
2433,1,0,0
2434,0,0,0
2435,-1,1,1
2436,1,1,1
2437,0,1,1
2438,-1,1,1
2439,1,0,0
2440,1,0,0
2441,-1,0,0
2442,0,1,1
2443,-1,1,1
2444,0,1,1
2445,1,1,1
2446,-1,1,1
2447,0,0,0
2448,0,1,1
2449,-1,1,1
2450,1,1,1
2451,0,1,1
2452,-1,1,1
2453,0,0,0
2454,1,1,1
2455,-1,0,0
2456,1,1,1
2457,0,1,1
2458,0,0,1
2459,1,1,1
2460,-1,0,1
2461,1,1,1
2462,1,1,1
2463,1,1,1
2464,1,1,1
2465,0,0,0
2466,-1,1,1
2467,1,1,1
2468,0,1,1
2469,-1,0,0
2470,1,0,0
2471,0,0,1
2472,-1,1,1
2473,-1,1,1
2474,0,1,1
2475,1,0,0
2476,0,0,0
2477,-1,1,1
2478,1,1,1
2479,-1,1,1
2480,1,1,1
2481,0,0,0
2482,-1,0,0
2483,0,1,1
2484,1,0,0
2485,1,1,1
2486,0,1,1
2487,-1,1,1
2488,-1,1,1
2489,0,0,0
2490,1,1,1
2491,-1,0,0
2492,1,0,0
2493,1,0,0
2494,0,1,1
2495,-1,1,1
2496,1,1,1
2497,0,0,0
2498,-1,0,0
2499,1,1,1
2500,1,0,0
2501,0,1,1
2502,-1,1,1
2503,-1,1,1
2504,1,1,1
2505,1,1,1
2506,1,1,1
2507,1,1,1
2508,-1,0,0
2509,-1,1,1
2510,0,1,1
2511,1,1,1
2512,0,1,1
2513,-1,1,1
2514,1,1,1
2515,1,1,1
2516,-1,1,1
2517,0,1,1
2518,-1,1,1
2519,0,0,0
2520,1,1,1
2521,-1,0,0
2522,1,0,0
2523,1,0,0
2524,0,0,0
2525,-1,0,0
2526,1,1,1
2527,0,0,0
2528,-1,1,1
2529,1,1,1
2530,0,1,0
2531,-1,1,1
2532,1,0,0
2533,-1,1,1
2534,1,1,0
2535,0,1,1
2536,-1,1,1
2537,1,0,0
2538,1,0,0
2539,-1,0,0
2540,0,1,0
2541,1,0,0
2542,1,0,1
2543,0,0,0
2544,0,0,0
2545,0,1,1
2546,1,1,1
2547,-1,0,0
2548,0,1,1
2549,-1,0,0
2550,1,0,0
2551,1,0,0
2552,0,1,1
2553,0,0,0
2554,-1,0,0
2555,0,0,0
2556,1,1,1
2557,-1,0,0
2558,0,1,1
2559,1,1,1
2560,0,0,0
2561,-1,0,0
2562,-1,1,1
2563,1,1,1
2564,-1,0,0
2565,0,0,0
2566,0,1,1
2567,-1,0,0
2568,1,1,1
2569,0,1,1
2570,-1,1,1
2571,1,0,0
2572,0,1,1
2573,-1,0,0
2574,1,0,0
2575,-1,0,0
2576,0,0,0
2577,1,1,1
2578,-1,0,0
2579,0,1,1
2580,1,1,1
2581,1,0,0
2582,0,1,1
2583,-1,1,1
2584,-1,1,1
2585,0,1,1
2586,1,1,1
2587,-1,0,0
2588,1,0,0
2589,0,1,1
2590,0,1,1
2591,1,0,0
2592,-1,0,0
2593,0,0,0
2594,1,1,1
2595,-1,1,1
2596,-1,0,0
2597,1,0,1
2598,0,1,1
2599,-1,1,1
2600,1,0,0
2601,0,1,1
2602,0,1,1
2603,1,0,0
2604,-1,1,1
2605,1,0,0
2606,0,0,0
2607,-1,1,1
2608,1,1,1
2609,0,0,0
2610,-1,1,1
2611,0,0,0
2612,1,1,1
2613,-1,1,1
2614,1,0,0
2615,0,1,1
2616,-1,1,1
2617,1,0,0
2618,-1,0,0
2619,0,1,1
2620,1,1,1
2621,0,1,1
2622,-1,0,0
2623,1,1,1
2624,0,0,0
2625,1,0,0
2626,-1,0,0
2627,-1,1,1
2628,1,1,1
2629,0,1,1
2630,-1,0,0
2631,-1,0,1
2632,0,1,1
2633,1,1,1
2634,0,0,0
2635,-1,1,1
2636,0,1,1
2637,0,1,1
2638,-1,0,0
2639,1,1,1
2640,-1,0,0
2641,1,0,0
2642,0,1,1
2643,1,1,1
2644,-1,0,0
2645,0,1,1
2646,-1,1,1
2647,0,1,1
2648,1,1,1
2649,-1,1,1
2650,1,1,1
2651,0,1,1
2652,0,1,1
2653,-1,0,0
2654,1,0,0
2655,1,0,0
2656,0,1,0
2657,-1,0,0
2658,0,1,1
2659,0,1,1
2660,-1,1,1
2661,0,0,0
2662,1,1,1
2663,-1,0,0
2664,1,1,1
2665,0,0,0
2666,-1,1,1
2667,0,0,0
2668,-1,1,1
2669,1,0,0
2670,1,0,0
2671,1,1,1
2672,-1,0,0
2673,1,1,1
2674,0,1,1
2675,-1,1,1
2676,1,1,1
2677,-1,0,0
2678,0,0,0
2679,-1,1,1
2680,1,0,0
2681,-1,0,0
2682,0,1,1
2683,1,1,1
2684,1,1,1
2685,0,1,1
2686,0,1,1
2687,-1,0,0
2688,1,1,1
2689,0,0,0
2690,1,0,0
2691,-1,1,1
2692,0,1,1
2693,-1,0,0
2694,1,0,1
2695,-1,1,1
2696,0,1,1
2697,1,0,0
2698,-1,0,0
2699,0,1,1
2700,-1,0,0
2701,1,1,1
2702,1,1,1
2703,-1,1,1
2704,0,1,1
2705,0,0,0
2706,-1,1,1
2707,1,1,1
2708,1,1,1
2709,-1,1,1
2710,1,1,1
2711,0,0,0
2712,1,1,1
2713,0,1,1
2714,-1,0,0
2715,1,1,1
2716,0,1,0
2717,-1,1,1
2718,0,1,1
2719,1,0,1
2720,0,1,1
2721,-1,0,1
2722,0,1,1
2723,1,1,1
2724,-1,1,1
2725,1,1,1
2726,0,1,1
2727,-1,1,1
2728,-1,1,1
2729,1,0,0
2730,1,1,1
2731,1,1,1
2732,-1,0,1
2733,0,0,0
2734,0,1,1
2735,-1,0,0
2736,1,0,0
2737,1,1,1
2738,0,0,0
2739,-1,0,0
2740,1,1,1
2741,-1,1,1
2742,1,1,1
2743,1,0,0
2744,0,1,1
2745,-1,1,1
2746,-1,0,0
2747,0,0,0
2748,1,1,1
2749,1,0,0
2750,-1,1,1
2751,1,0,0
2752,-1,0,0
2753,1,0,0
2754,-1,0,0
2755,1,1,0
2756,-1,1,1
2757,0,1,1
2758,1,1,1
2759,0,1,1
2760,-1,0,1
2761,1,1,0
2762,-1,0,0
2763,0,1,1
2764,0,0,0
2765,-1,1,1
2766,1,1,1
2767,1,0,0
2768,0,0,0
2769,-1,1,1
2770,-1,0,0
2771,0,1,1
2772,1,1,1
2773,-1,1,1
2774,1,0,0
2775,0,1,0
2776,1,1,1
2777,1,1,1
2778,0,1,1
2779,1,1,1
2780,-1,0,0
2781,1,1,1
2782,-1,1,1
2783,0,1,1
2784,1,0,0
2785,-1,1,1
2786,1,1,1
2787,0,1,1
2788,1,1,1
2789,-1,0,0
2790,0,0,0
2791,1,0,0
2792,-1,1,1
2793,0,1,1
2794,0,0,0
2795,1,1,1
2796,-1,1,1
2797,-1,1,1
2798,0,1,1
2799,-1,0,0
2800,1,0,0
2801,0,1,1
2802,0,1,1
2803,1,1,1
2804,-1,0,0
2805,1,1,1
2806,0,0,0
2807,0,0,0
2808,1,1,1
2809,0,1,1
2810,1,1,1
2811,0,1,1
2812,-1,0,0
2813,-1,0,0
2814,1,0,0
2815,0,1,1
2816,0,0,1
2817,-1,0,0
2818,1,1,1
2819,-1,0,0
2820,1,0,0
2821,0,1,1
2822,1,0,0
2823,0,1,1
2824,-1,0,1
2825,-1,0,0
2826,1,1,1
2827,1,1,1
2828,1,1,1
2829,-1,0,1
2830,0,0,0
2831,1,0,0
2832,-1,1,1
2833,0,0,0
2834,1,0,1
2835,-1,1,1
2836,1,1,0
2837,0,1,1
2838,0,0,0
2839,-1,1,1
2840,1,0,0
2841,-1,0,0
2842,1,1,1
2843,1,0,0
2844,0,1,1
2845,-1,0,1
2846,1,1,1
2847,1,0,0
2848,-1,1,1
2849,-1,1,1
2850,1,1,1
2851,1,1,1
2852,0,0,0
2853,1,0,0
2854,-1,1,1
2855,0,1,1
2856,1,1,1
2857,-1,1,1
2858,-1,1,1
2859,-1,0,0
2860,0,1,0
2861,-1,0,0
2862,-1,0,0
2863,1,1,1
2864,0,1,1
2865,1,1,1
2866,-1,1,1
2867,0,1,1
2868,1,0,0
2869,-1,1,1
2870,-1,1,1
2871,0,1,1
2872,1,1,0
2873,-1,0,0
2874,0,0,1
2875,0,1,1
2876,1,0,0
2877,-1,1,1
2878,1,0,0
2879,0,0,0
2880,-1,1,1
2881,1,0,0
2882,0,1,1
2883,-1,0,0
2884,1,1,1
2885,0,0,0
2886,-1,1,1
2887,0,1,1
2888,-1,1,1
2889,0,0,0
2890,-1,1,1
2891,1,1,1
2892,0,1,1
2893,0,1,1
2894,1,1,1
2895,-1,0,1
2896,0,1,1
2897,1,1,1
2898,-1,1,1
2899,-1,0,0
2900,0,1,1
2901,1,1,1
2902,-1,1,1
2903,1,1,1
2904,0,0,0
2905,-1,0,0
2906,0,1,1
2907,1,0,0
2908,1,1,1
2909,-1,1,1
2910,1,1,1
2911,1,1,1
2912,-1,0,0
2913,0,0,0
2914,0,0,0
2915,1,0,0
2916,-1,1,1
2917,0,0,0
2918,-1,1,1
2919,-1,0,0
2920,-1,0,0
2921,1,0,0
2922,1,1,1
2923,-1,1,1
2924,0,0,0
2925,-1,1,1
2926,1,1,1
2927,0,0,0
2928,1,0,0
2929,1,0,0
2930,-1,1,1
2931,0,1,1
2932,-1,1,1
2933,1,0,0
2934,-1,1,1
2935,0,0,0
2936,1,1,1
2937,1,1,1
2938,0,0,0
2939,-1,0,0
2940,0,1,1
2941,-1,0,0
2942,1,1,1
2943,0,1,1
2944,1,0,0
2945,-1,1,1
2946,0,1,1
2947,-1,0,0
2948,1,1,1
2949,0,1,1
2950,-1,1,1
2951,1,0,0
2952,-1,1,1
2953,1,0,0
2954,0,0,0
2955,-1,1,1
2956,1,0,0
2957,1,0,0
2958,1,1,1
2959,1,1,1
2960,0,1,1
2961,1,1,1
2962,-1,1,1
2963,1,1,1
2964,0,1,1
2965,-1,1,1
2966,-1,1,1
2967,1,1,1
2968,0,0,0
2969,-1,0,0
2970,1,1,1
2971,0,0,0
2972,1,1,1
2973,0,1,1
2974,-1,1,1
2975,1,1,1
2976,-1,1,1
2977,0,1,1
2978,0,1,1
2979,-1,0,0
2980,1,0,0
2981,1,0,0
2982,-1,1,1
2983,0,1,1
2984,0,1,1
2985,-1,1,1
2986,1,1,1
2987,1,1,1
2988,-1,1,0
2989,0,1,1
2990,-1,0,0
2991,1,1,1
2992,1,0,0
2993,1,1,1
2994,1,1,1
2995,1,1,1
2996,0,1,1
2997,-1,0,0
2998,1,0,0
2999,-1,1,1
3000,0,0,0
3001,0,0,0
3002,1,0,0
3003,-1,0,0
3004,-1,0,0
3005,0,1,1
3006,1,1,1
3007,1,0,0
3008,-1,1,1
3009,0,1,1
3010,-1,1,1
3011,0,1,1
3012,1,1,1
3013,1,1,1
3014,-1,0,1
3015,0,1,1
3016,-1,1,1
3017,1,0,0
3018,0,1,0
3019,0,0,0
3020,0,0,0
3021,-1,0,1
3022,0,0,0
3023,1,0,0
3024,-1,0,0
3025,-1,0,0
3026,0,1,1
3027,1,0,0
3028,-1,0,0
3029,1,0,0
3030,1,0,0
3031,0,0,0
3032,-1,1,1
3033,1,0,0
3034,0,1,1
3035,-1,0,0
3036,1,1,1
3037,1,1,1
3038,-1,0,0
3039,0,1,1
3040,0,1,1
3041,1,1,1
3042,-1,1,1
3043,0,0,0
3044,-1,1,1
3045,1,1,1
3046,-1,1,1
3047,1,1,1
3048,0,1,1
3049,-1,1,1
3050,1,0,0
3051,0,1,1
3052,0,0,0
3053,1,1,1
3054,0,0,0
3055,-1,1,1
3056,1,0,0
3057,1,0,0
3058,1,1,1
3059,-1,1,1
3060,0,1,1
3061,0,1,1
3062,1,0,0
3063,-1,1,1
3064,0,0,0
3065,-1,1,1
3066,1,1,1
3067,-1,1,1
3068,1,1,1
3069,0,0,0
3070,-1,1,1
3071,1,0,0
3072,0,0,0
3073,0,1,1
3074,1,0,1
3075,-1,1,1
3076,1,1,1
3077,-1,0,0
3078,1,1,1
3079,-1,1,1
3080,1,1,1
3081,0,0,0
3082,-1,0,0
3083,1,1,1
3084,0,0,0
3085,-1,1,1
3086,0,0,0
3087,1,0,0
3088,-1,1,1
3089,1,1,0
3090,0,1,1
3091,0,1,1
3092,1,0,0
3093,-1,0,0
3094,-1,1,1
3095,1,1,1
3096,0,1,1
3097,1,0,0
3098,0,1,1
3099,-1,1,1
3100,0,1,1
3101,-1,0,0
3102,1,0,0
3103,1,1,1
3104,-1,0,0
3105,1,0,0
