pair_ID	sentence_AB	E_judgment
1245	the girl is recklessly jumping onto a car [SEP] there is no girl jumping into the car	2
1246	the girl in blue is chasing the base runner with a number on the jersey [SEP] the girl in blue is chasing the player with a number on the jersey	0
1247	the little male child is wearing a yellow army tank top and is laughing [SEP] a little male child is wearing a yellow army tank top and is laughing	0
1248	a white car and a yellow car are racing down the track [SEP] a white bike and a yellow bike are racing down the track	2
1249	a shirtless adult male is escorting a horse that is pulling a coach along a paved route [SEP] a shirtless adult male is escorting a horse that is pulling a coach along a route	0
1250	a adult male is reloading a scattergun [SEP] a adult male is firing a scattergun	2
1251	two children are playing on a statue [SEP] there are no children playing on a statue	1
1252	a young man is pushing a motocross bike up a dirt hill [SEP] some old dirt bikers are getting a dirt bike up a sandy hill	2
1253	two children are rolling in dirty water [SEP] two boys are laying in the ocean close to the beach	2
1254	the adult male with the dyed purple hat is operating a photographic camera that makes picture [SEP] a adult male with a photographic camera is studying the theme	2
1255	the man on stage isnt singing into the microphone [SEP] a man in a suit is standing at a microphone and singing	2
1256	a adult female is talking on a phone [SEP] two boys are talking on the telephone	2
1257	a man and a woman are hiking through a wooded area [SEP] a man and a woman are walking together through the woods	0
1258	a yellow dog is chasing a ball [SEP] a dog is turning on the grass and pursuing a flying ball	2
1259	a adult male is mindlessly slicing the carrot with a machine [SEP] a adult male is slicing the carrot with a machine	0
1260	a person is chopping a red onion [SEP] a person is chopping an onion	0
1261	a girl in gold and purple is holding a rainbow afghan [SEP] a girl is carrying a lot of colorful scarf on the beach	2
1262	two people are standing in the ocean and watching the sunset [SEP] two people are standing in the ocean and looking at the sunset	0
1263	a man is cooking a snake [SEP] there is no man cooking a snake	1
1264	a black and white domestic dog is carrying a small stick on the green grass [SEP] a black and white domestic dog with a large arm is running in the field	2
1265	a dog is pushing a toddler into a rain puddle [SEP] a dog is pushing a toddler into a puddle of rain	0
1266	two men are fighting in a cattle pen [SEP] two men are fighting in a pen for cattle	0
1267	the men are putting bag into the bole of a car [SEP] the men are not packing bag into the bole of a car	1
1268	there is no woman playing an electric guitar [SEP] a woman is playing an electric guitar	1
1269	a adult male is doing back flips on a trampoline [SEP] there are no child jumping on a trampoline	2
1270	a horse is racing [SEP] there is no dog racing on a track	2
1271	a adult female is cutting an onion [SEP] a adult male is slicing onions	2
1272	a adult male is hurriedly getting into a car in a garage [SEP] a adult male is getting into a car in a garage	0
1273	a man and a woman are jumping on the curb [SEP] a man and a woman are standing on the curb	2
1274	the cat isnt licking milk from a saucer [SEP] the cat is hungrily drinking milk	2
1275	a male child wearing a striped shirt is running shoeless on the sandy hill [SEP] a girl wearing a striped shirt is running shoeless on the sandy hill	2
1276	the adult male is playing a game on a lawn [SEP] the rhinoceros is grazing on the grass	2
1277	a adult male is playing guitar [SEP] there is no adult male playing a guitar	1
1278	there is no mortal riding a motorcycle [SEP] a motorcycle rider in a black and red uniform is standing on a soil motorcycle	2
1279	two bmx bikers are jumping dirt ramps in front of a body of water [SEP] some bikers are not getting airborne on a track near water and a skyline	2
1280	a adult female is boiling noodles in water [SEP] a adult male is boiling noodles in water	2
1281	a female wearing pink gloves and a brown jacket is smiling in the snow [SEP] a young asian woman with pink gloves is standing in the snow	2
1282	a girl has black and orange patches on the cheeks [SEP] a girl has colored patches on the cheeks	0
1283	a person is looking at a bike designed for motocross that is lying on its side and another is racing by [SEP] a person is looking at a motocross bike that is lying on its side and another is racing by	0
1284	the black and white dog is running and a person stands behind it [SEP] a little dog is slowing down and the owner is quitting chasing it	2
1285	a mortal is riding a jetski in the waves [SEP] a seadoo is being ridden by a adult female	2
1286	a man is mixing vegetables in a pot [SEP] a person is stirring vegetables in a pot	0
1287	a black and orange bird is standing in the grass [SEP] the black bird with a yellow beak is standing in the green grass	2
1288	a brown dog is attacking another animal in front of the man in pants [SEP] two dogs are wrestling and hugging	2
1289	a woman is slicing an onion [SEP] an onion is being sliced by a woman	0
1290	two pandas are lying together [SEP] two panda bears are lying together	0
1291	an elderly woman is sitting on a bench and is wearing a gray jacket and black pants [SEP] an elderly man is sitting on a bench	2
1292	the man is standing on a rocky mountain and gray clouds are in the background [SEP] the man is standing on a mountain which is rocky and gray clouds are in the background	0
1293	a tiger is strolling around [SEP] a tiger rookie is making a sound	2
1294	the cat is licking milk from a saucer [SEP] the cat isnt licking milk from a saucer	1
1295	a domestic dog which is black and a white one are staring at each other in the street [SEP] one white domestic dog is staring at the black street	2
1296	there is no mortal playing a pianoforte [SEP] a mortal is playing a pianoforte	1
1297	there is no domestic dog licking a infant [SEP] a domestic dog is licking a infant	1
1298	a child is smiling at the camera and swimming underwater [SEP] an animal is barking at a ball	2
1299	three people are standing by a bench under some thenar trees [SEP] three people are sitting on a bench under some thenar trees	2
1300	a few animals are playing in the water [SEP] nobody is playing ping pong	2
1301	a man is slicing a tomato [SEP] there is no man slicing a tomato	1
1302	a schoolgirl with a black bag is on a crowded railroad train [SEP] an asian adult female in a crowd is carrying a black bag	2
1303	there is no brown dog jumping in the air [SEP] the brown dog is jumping in the air	1
1304	two small boys dressed in tuxedos are sitting on a red carpeted floor [SEP] two small boys dressed in tuxedos are standing on a red carpeted floor	2
1305	two poodles are in the snow and one is jumping high [SEP] a grey dog is jumping toward a black and white dog in the snow	2
1306	a adult male is playing a transverse flute [SEP] the transverse flute is being played by a adult female	2
1307	a adult male is sprinkling shredded cheese on a pizza pie [SEP] a adult male is putting some cheese on a pizza pie	0
1308	two boys on a sofa are playing games on the video [SEP] two boys are playing a picture game	0
1309	the kitty is eagerly drinking some milk from the bowl [SEP] one small kid is greedily drinking water from the cup	2
1310	a group of people playing football is running in the field [SEP] a group of football players is running in the field	0
1311	the woman is pouring oil into a skillet [SEP] a chimp is angrily kicking a target	2
1312	a tater is being sliced by the adult male [SEP] a adult male is slicing potatoes	0
1313	a woman is cutting meat [SEP] a woman is not cutting meat	1
1314	a male child is jumping off the side of a water fountain made of rock in front of a building [SEP] a male child is jumping off the side of a rock water fountain in front of a building	0
1315	there is no white dog with beige spots running through a field [SEP] a tan dog is running through the brush	2
1316	a domestic dog is running on concrete and is holding a blue ball [SEP] the large domestic dog is walking outside and is carrying a colorful plaything in its mouth	2
1317	a mortal is playing a pianoforte [SEP] there is no mortal slicing a tater	2
1318	a domestic dog is running on the earth [SEP] a girl is tapping her fingernails	2
1319	a skateboarder is making a jump off a ramp [SEP] no skateboarder is making a jump off a ramp	1
1320	a brown and white dog is running through the river [SEP] an animal is emerging from a lake	2
1321	a adult female is cutting an onion [SEP] a adult female is slicing some meat	2
1322	different teams are playing football on a field [SEP] different football players are teaming on a field	0
1323	the ice skating rink placed outdoors is full of people [SEP] a lot of people are in an ice skating park	0
1324	a colored plaything is being carried by a brown domestic dog in the grass [SEP] a brown domestic dog is running across the pace with a plaything in its mouth	2
1325	the man is lifting barbells [SEP] weights are being lifted by the man	0
1326	a man is cutting pieces of butter into a mixing bowl [SEP] there is no butter being added to the stand mixer	2
1327	there is no man shaking a container over a sink in the kitchen [SEP] a man is emptying a plastic container	2
1328	a dog is looking around [SEP] a dog is looking at a piece of furniture in a shop	2
1329	a adult male is laying a cover over a natural state horse that is falling on the path [SEP] a adult male is falling off a horse on a path and is laid in the natural state	2
1330	a man is rapidly chopping some mushrooms with a knife [SEP] a man is quickly chopping some mushrooms with a knife	0
1331	a lady is cutting up some meat precisely [SEP] a lady is cutting up some meat	0
1332	a adult female is cleaning a runt [SEP] someone is cleansing an fauna	0
1333	a adult male is screwing a piece of wood to a wall [SEP] there is no adult male massaging a adult female	2
1334	a photographer is being surrounded by men [SEP] a man in a suit is being surrounded by photographers	2
1335	a guy is mowing the lawn [SEP] grass is being mowed by a man	0
1336	a woman is gracefully dancing on a stage [SEP] a woman is dancing and a man is playing the keyboard	2
1337	a young woman is getting a tattoo on her hand [SEP] a girl is getting a tattoo on her hand	0
1338	a domestic dog is chasing another and is holding a stick in its mouth [SEP] two dogs are running and carrying an physical object in their mouths	0
1339	a adult male is jumping rope in a field [SEP] a adult male is jumping rope outside	0
1340	a group of people are dancing at a concert [SEP] a group of people are dancing in a show	0
1341	a man is carefully climbing a rope [SEP] a man is climbing a rope	0
1342	a domestic dog with a blue cover is running through the grass [SEP] a domestic dog with a gun muzzle and a blue jacket is resting in the pace	2
1343	a mortal is standing in a vast field of glacial water ice [SEP] there is no mortal standing in a vast field of glacial water ice	1
1344	there is no adult male spitting [SEP] a adult male is speaking	2
1345	two dogs are playing on the beach [SEP] two people are driving a jeep and a lady is sitting on the top of it	2
1346	two men are talking [SEP] two men are playing guitar	2
1347	a little girl is looking at a adult female in costume [SEP] people are looking at some costumes gathered in the locality of the wood	2
1348	a association football ball is not rolling into a end net [SEP] a association football ball is rolling into a end net	1
1349	five adults are sitting on stone steps [SEP] people is standing against a wall	2
1350	a child is watching someone playing outdoors and is spouting water over the rest of his family [SEP] a child is playing with a water spout outdoors and the rest of his family is watching	2
1351	a man is cutting a fish [SEP] a fish is being sliced by a man	0
1352	a woman is cutting tofu [SEP] a woman is chopping onions	2
1353	a big dog is running on the ground [SEP] a dog is running on the ground	0
1354	a boy is checking a calendar [SEP] a boy is looking at a calendar	0
1355	three men are dancing [SEP] some women are dancing	2
1356	a adult male is speaking on a stump [SEP] there is no adult male speaking on a phase	2
1357	the man is not doing exercises [SEP] two men are fighting	2
1358	a white dog is standing on a grassy hillside [SEP] a dog is standing on the side of a mountain	2
1359	a dog which is furry and black is in a back yard and is carrying a basket in its mouth [SEP] there is no dog which is furry and black in a back yard carrying a basket in its mouth	1
1360	two children and an adult are standing next to a tree limb [SEP] two children are hanging on a large branch	2
1361	the rider is biking in the rainfall and wearing a red jacket [SEP] a bicyclist is biking in a snowy wood at dark	2
1362	the kids are not wearing suits and water is splashing around [SEP] children in swimming suits are playing in the water	2
1363	a man is singing and playing a guitar [SEP] a man is playing a guitar	0
1364	a dog is chasing a ball [SEP] there is no dog chasing a ball	1
1365	four athletes are with a adult male in a crowded bowl [SEP] four athletes are with a adult female in a crowded bowl	2
1366	two men are fighting [SEP] a couple of boys are playing a video game	2
1367	several women are wearing pink bunny ears and are pointing to the right [SEP] several women are taking off pink bunny ears and are pointing to the left	2
1368	a nude lady is walking in front of a crowd in body paint [SEP] a young topless woman is covered in paint	2
1369	a dog in a colored coat is running swiftly across the yard [SEP] a dog in a colored coat is running across the yard	0
1370	a adult female is looking curiously at a adult male [SEP] a adult male and a adult female are outside and are wearing visible light colored shirts	2
1371	a little girl is smiling and running out of the house [SEP] a girl in a white dress is running	2
1372	a dead bird is near a black man sitting on a tree [SEP] the black bird is sitting in a leafless tree	2
1373	some people are singing [SEP] a few people are singing	0
1374	the piano is being played by a man [SEP] a woman is playing the violin	2
1375	someone is scratching the venter of an fauna [SEP] someone is stroking the venter of an fauna	0
1376	there is no boy walking across a bridge [SEP] a man is walking slowly across a rope bridge	2
1377	a brown and black domestic dog is running through the leaf [SEP] a domestic dog and a black adult male are running through brown leaf	2
1378	a boy is running through the sand [SEP] a boy wearing a striped shirt is running barefoot on the sandy hill	2
1379	a adult male is dancing [SEP] a male is dancing	0
1380	a race driver in full cogwheel is wearing a helmet with patron logos and is riding a red athletics bike [SEP] the snowboarder is jumping off a snowfall covered hill	2
1381	three men are practicing karate outdoors [SEP] three boys in karate costumes are fighting	2
1382	a bunch of four brown dogs are playing in a field of brown grass [SEP] four dogs are not playing in a grassy country	1
1383	there is no tan skinned child looking at the camera [SEP] a tan skinned child is looking at the camera	1
1384	two small children are playing with a toy car in the street [SEP] a dog is running through a field and is chasing a toy	2
1385	a yellow domestic dog is running on white snowfall on a very sunny solar day [SEP] a tan domestic dog is running through the snowfall	2
1386	four people are walking on a span over a river [SEP] several people are walking in line across a span	2
1387	three young men are running jumping and kicking near a vending machine [SEP] three men are jumping on a wall	2
1388	some cheerleaders are taking a interruption [SEP] a female cheerleader is sitting on the genu of a adult male	2
1389	a woman is dancing [SEP] a man is puking	2
1390	a mortal with a red hooded jacket and a black back pack is walking near a rocky wall [SEP] a mortal with a red hooded jacket and a black back pack is not walking near a rocky wall	1
1391	several women are taking off pink bunny ears and are pointing to the left [SEP] women are wearing bunny ears and race numbers and are pointing at something in the distance	2
1392	a man is packing a violin [SEP] a man is playing a harp	2
1393	a boy is saying a word [SEP] there is no baby talking	2
1394	several swimmers are dashing into the water [SEP] several swimmers are jumping into the water	2
1395	a girl is playing a guitar [SEP] a male child is playing a guitar	2
1396	a male child next to some buckets of rags is holding an physical object [SEP] a male child next to some buckets of rags is not holding an physical object	1
1397	the adult male is standing on a rocky mount and gray clouds are in the background [SEP] a fully dressed mortal is behind a mound of rocks and a clear sky is in the background	2
1398	a large gray ball is hitting a running domestic dog which is carrying some grass in its mouth [SEP] a large domestic dog is running on the grass with a lawn tennis ball in its mouth	2
1399	a cat is playing with a watermelon [SEP] one cat is playing with a watermelon	0
1400	a kid in orange is playing outdoors with a abronia elliptica [SEP] a child in orange is playing outside with a abronia elliptica	0
1401	a domestic dog is swimming after a lawn tennis ball [SEP] a true cat is swimming after a lawn tennis ball	2
1402	there is no man reading the email [SEP] a man is reading the email	1
1403	the lady is adding cheese to the sauce [SEP] the woman is removing cheese from the sauce	1
1404	a large white crane is flying near the water [SEP] a white bird is swiftly taking off from the water	2
1405	a woman in a white dress and a woman in a blue dress are standing on a stage [SEP] two teenage girls are wearing fancy dresses at an event	2
1406	a airplane is landing [SEP] an animated plane is taking off	2
1407	the show for the small child is being set on an exciting swing at the park [SEP] a small child is showing excitement on a swing set at the park	2
1408	a young female is dancing [SEP] a young girl is dancing	0
1409	a snowboarding man is jumping through the air [SEP] a person wearing grey pants is airborne on a snowboard	2
1410	the bride and the groom are leaving after the marriage [SEP] a married couple is walking down the aisle	2
1411	a adult female is firing a rifle [SEP] a adult female is firing a arm	0
1412	a man is removing a carrot from a machine [SEP] a man is slicing the carrot with a machine	2
1413	the man is not eating a banana by a tree [SEP] the man is eating a banana by a tree	1
1414	there is no adult male playing a fiddle [SEP] the infant is laughing and crawling	2
1415	the young girl with a pink shirt is peacefully lying on the grass [SEP] a girl is naked and is standing on the grass	2
1416	a child is experiencing a new world [SEP] a boy under an umbrella is being held by his father who is wearing a coat dyed in blue	2
1417	a man is outside and is throwing blades at a close target [SEP] the man is removing knives from a tree	2
1418	a top fiddle participant is standing on the roof over a adult male [SEP] a adult male is standing on a roof top and playing a fiddle	2
1419	a young child dressed for cold weather is standing outside [SEP] the smiling boy in winter clothes is waving his mittened hands outside the building in the snow	2
1420	a family is not purchasing something at a vending machine [SEP] a family is purchasing something at the vending machine	1
1421	two cats are fighting each other [SEP] the cats are playing with each other	2
1422	a white dog is approaching a golden dog on pebbly beach [SEP] two dogs are playing on a rocky beach	2
1423	a adult female is stone climbing pausing and calculating the path [SEP] a adult male is stone climbing and a metropolis and a embayment are in the background	2
1424	a young girl is sitting in a swimsuit [SEP] a young girl is sitting in swimming gear	0
1425	boys are dancing in front of some people [SEP] a funny crowd of people is doing a skit of two boxing men	2
1426	a male child in a striped shirt is jumping behind a water fountain [SEP] a male child in a striped shirt is jumping in front of a water fountain	2
1427	there is no person cutting an onion [SEP] a person is cutting an onion	1
1428	a man in a hat is pacing through a store [SEP] the man in a cowboy hat is walking through a market and is putting a hand in his pocket	2
1429	a woman is wearing a beret and is riding the bicycle on a recreation trail [SEP] an old man with a grey beard is riding a bike	2
1430	four people are performing music outdoors [SEP] a white man is staging a hat and a playing guitar	2
1431	there are no people flipping the tires of a tractor [SEP] two people in a race are flipping the tires of a tractor	1
1432	there is no adult male riding a mechanical bull [SEP] the adult male is riding a mechanical bull	1
1433	a black dog is running across a rocky landscape [SEP] a black dog is moving along rocky terrain	0
1434	a woman is riding a horse [SEP] there is no woman riding a horse	1
1435	the young girl is playing on the edge of a fountain and an older woman is watching her [SEP] a young girl is playing on the edge of a fountain and an older woman is watching her	0
1436	a purple crowd of people is eating on various red lit restaurant tables [SEP] various people are eating at red tables in a crowded restaurant with purple lights	2
1437	a adult male on a bike is riding on one wheel [SEP] a mortal is performing tumbling on a bike	0
1438	a fearful little boy is on a climbing wall [SEP] a fearful little boy is on the ground	2
1439	one man is sitting on the chair [SEP] the girl who is little is combing her hair into a pony tail	2
1440	a adult female is putting some sticky gook in a bowl [SEP] the adult female is putting pasta into a dish	2
1441	a man is recklessly riding a horse [SEP] there is no man recklessly riding a horse	1
1442	a hosiery is being held by a male child next to a adult male and another male child is watching [SEP] a male child is holding a hosiery next to a adult male and another male child is watching	0
1443	two white dogs are playing with a brown dog and a ball [SEP] two white dogs and one brown dog are chasing a toy	0
1444	a blonde lady is looking at a tower [SEP] there is no blonde lady looking at a tower	1
1445	the brown domestic dog is not sniffing the back of a small black domestic dog [SEP] a large brown domestic dog and a small grey domestic dog are standing on a rocky surface	2
1446	the adult male surrounded by men with a photographic camera is wearing a gray suit of clothes and eyeglasses [SEP] a adult male in a suit of clothes is being surrounded by photographers	0
1447	a adult male is singing and standing on the pavement [SEP] a adult male is fishing in the river	2
1448	a man and a woman are eating [SEP] a man and a woman are not eating	1
1449	someone is strumming the guitar [SEP] someone is playing the guitar	0
1450	the lady is eating piece of meat [SEP] the lady is slicing up the meat	2
1451	a minibike rider is jumping over a mortal on a sandy path [SEP] a mortal is riding a minibike in the event related to motocross	2
1452	a surfer is riding a big wave across dark green water [SEP] the surfer is riding a big wave	0
1453	the man is doing a wheelie with a motorcycle on ground which is mostly barren [SEP] there is no child holding a squirt gun	2
1454	two dogs are playing by a tree [SEP] a dog is leaping high in the air and another is watching	2
1455	a person is not tearing paper [SEP] a person is tearing paper	1
1456	the practicing person doesnt like the guitar [SEP] the guitar is being played by a lady	2
1457	someone is cutting some paper with scissors [SEP] the piece of paper is being cut	0
1458	a adult female is petting a domestic dog near a rock way [SEP] a adult female is playing with a brown true cat on a garden way	2
1459	the girl is spraying the plants with water [SEP] the girl is watering the plants	0
1460	a man is massaging a woman [SEP] there is no man screwing a piece of wood to a wall	2
1461	a adult female is looking curiously at a adult male [SEP] a adult male is being curiously looked at by a adult female	0
1462	the adult female is not putting make-up on the adult male [SEP] a adult female is painting a mans human face	2
1463	a guitar is being played by a girl [SEP] a girl is playing a guitar	0
1464	the adult male is granting an interview [SEP] a mans white car is being driven away	2
1465	a boy is practicing the keyboard [SEP] a boy is sitting in a room and playing a piano by lamp light	2
1466	two child are playing in a swimming pool with a green colored crocodile float [SEP] an inflatable crocodile is being pushed by two child in a pool	2
1467	a panda bear bear is eating some bamboo [SEP] some bamboo is being eaten by a panda bear bear	0
1468	a chubby faced boy is wearing sunglasses [SEP] a chubby faced boy is wearing dark glasses	0
1469	a large brown domestic dog and a small grey domestic dog are standing on a rocky surface [SEP] there is no large brown domestic dog and small grey domestic dog standing on a rocky surface	1
1470	a male child who looks young and is wearing a red swimwear is jumping into a blue kiddies pool [SEP] a male child wearing red shorts is jumping into a paddling pool	2
1471	a adult male is sitting near a flower bed and is overlooking a tunnel [SEP] a adult female is sitting near a flower bed and is overlooking a tunnel	2
1472	the muscular black adult male is dancing and the adult male behind him is wearing green string of beads [SEP] the shirtless adult male in striped shorts and shades is not standing near a adult male in a white shirt and shades	2
1473	a adult male and a adult female are standing in front of an fine art gallery and are looking at a sign [SEP] a duet is looking at a map	2
1474	drinking milk helps a cats hunger [SEP] the cat is licking milk from a saucer	2
1475	a plaything railroad train is striking a plaything car [SEP] a plaything railroad train is hitting a plaything car	0
1476	the girl is lounging [SEP] a adult male is exercising	2
1477	a girl is jumping off a rock and another is standing on it [SEP] a young girl in a coat made for winter is jumping off a boulder into the sand at a beach	2
1478	the man is cutting the tape on the box [SEP] a man is cutting the tape on the box	0
1479	a girl is hanging by gymnastic ropes [SEP] people are dangling from straps and kicking at each other	2
1480	a tennis player with a green headband is hitting the ball [SEP] a tennis player with a green headband is missing the ball	1
1481	a adult female is driving a car and is talking to the adult male who is seated beside her [SEP] the adult female and the adult male are travelling by car	0
1482	a monkey is brushing the dog [SEP] the monkey is brushing the dog	0
1483	the ice hockey goalkeeper is wearing a yellow jersey and is defending the goal [SEP] there is no hockey player in a yellow jersey guarding the goal	1
1484	a woman is cutting a fish [SEP] a woman is chopping garlic	2
1485	a adult female on a bowlder is lying on a cover and reading a book [SEP] a adult female on a stone is lying on a cover and reading a book	0
1486	the participant is dunking the basketball game into the net and a crowd is in background [SEP] a adult male with a jersey is dunking the ball at a basketball game game	2
1487	a harp is being played with a hat by a adult male [SEP] a adult male in a hat is playing a harp	2
1488	a woman is receiving volleyballs [SEP] a woman is serving volleyballs over a net	2
1489	the adult female is cutting cooked octopus [SEP] a adult female is cutting an octopus	0
1490	a lemur is hanging on a cord [SEP] a adult female is buttering a piece of breadstuff	2
1491	some ingredients are being mixed in a bowl by a person [SEP] a woman is bowling two eggs to a break dancer 	2
1492	the adult male is dipping into a swampland [SEP] a adult male is coming out of the water	2
1493	a domestic dog is chasing another and is holding a stick in its mouth [SEP] a domestic dog is chasing another and is holding a piece of wood in its mouth	0
1494	some tofu is being sliced by one woman [SEP] tofu is being sliced by a woman	0
1495	a woman is chopping up garlic [SEP] the woman is dicing garlic	0
1496	there is no mortal in motorcycle cogwheel standing steadily in front of the mountains [SEP] a group of people is equipped with protective cogwheel	2
1497	a male child next to some buckets of rags is holding an physical object [SEP] a young black kid is waiting on the border of a organic structure of water near some buckets	2
1498	a man is picking a can [SEP] a woman is slicing a tomato	2
1499	a male child is whacking a adult male with a sword [SEP] a male child is spanking a adult female with a plastic sword	2
1500	a group of boys is playing soccer on the seashore [SEP] a group of boys is playing soccer on the beach	0
1501	a adult male is singing and playing a guitar [SEP] a male child is skillfully playing a pianoforte	2
1502	a adult male is playing a guitar under a windows [SEP] a adult male is playing a pianoforte	2
1503	the machine is not shaving a pencil [SEP] the machine is shaving the end of a pencil	1
1504	a adult male is riding a horse [SEP] the mortal is not riding the horse	2
1505	a horse with no rider is falling over a hurdle [SEP] a horse and its rider are leaping over a barrier	2
1506	a dog is chasing a ball on the grass [SEP] a ball is being chased by a dog on the grass	0
1507	a adult male is recklessly riding a horse [SEP] a mortal is recklessly riding a horse	0
1508	a talk about an adult and a boy is given in the amphitheater [SEP] an adult is in the amphitheater and is talking to a boy	2
1509	the man is removing sliced cucumbers from water [SEP] the man is dropping sliced cucumbers into water	2
1510	a girl is applying make-up to her human face [SEP] there is no adult female putting on make-up	1
1511	a man and a woman are walking [SEP] it is raining on a walking man	2
1512	a young girl is jumping rope on a sidewalk near a parking garage [SEP] a girl is skipping rope on a sidewalk	0
1513	a shirtless man is posing with a girl who is hiking in a park [SEP] a man without a shirt is posing with the arms spread near a woman	0
1514	the black and white dog is running in a green yard [SEP] a black and white dog is running outdoors	0
1515	a person with a red hooded jacket and a black backpack is walking near a rocky wall [SEP] a man in a red jacket and khaki pants is walking through an american state	2
1516	the adult male is singing heartily and playing the guitar [SEP] a cyclist is holding a motorcycle over his head in a group of people	2
1517	a man in a purple hat is climbing a rocky wall with bare hands [SEP] a rocky wall is climbed by a man in a purple hat with bare hands	0
1518	a motorcycle is being ridden by a mortal [SEP] a motorcycle rider in a black and red uniform is standing on a soil motorcycle	2
1519	a domestic dog is not running towards a ball [SEP] a domestic dog is running through a field and is chasing a ball	1
1520	a man is picking up a tree [SEP] a tree is being picked up by a man	0
1521	there is no domestic dog chasing a ball in the grass [SEP] a domestic dog is chasing a ball in the grass	1
1522	a lone biker is jumping in the air [SEP] a adult male is jumping into a full pool	2
1523	there is no man on a rock high above some trees standing in a strange position [SEP] a man is on a rock high above some trees and is standing in a strange position	1
1524	the boys are standing in front of the car which is burning [SEP] four young men are standing still and a car is exploding behind them	2
1525	the adult female is dancing [SEP] the lady is dancing	0
1526	a child is smiling at the photographic camera and swimming submerged [SEP] a kid is smiling at the photographic camera and swimming submerged	0
1527	a male child in a white tshirt is splashing in shallow water [SEP] there is no male child in a white tshirt splashing in shallow water	1
1528	a young male child is jumping into a still lake [SEP] the young male child in the blue shirt is not jumping into the water	2
1529	the adult male is drawing [SEP] there is no adult male drawing	1
1530	a tiger is walking around [SEP] a tiger is not walking around	1
1531	the black dog is sprinting through the grass [SEP] the black dog is running through the grass	0
1532	the plane is landing [SEP] a plane is landing	0
1533	one man is doing a bicycle trick in midair [SEP] the cyclist isnt performing a trick in the air	2
1534	a association football participant is being tackled by his opposite [SEP] rugger players are tackling each other	2
1535	different teams are playing football on a field [SEP] different teams are resting on a field	2
1536	a man is outside close to a target for blade throwing [SEP] a man is outside and is throwing blades at a close target	2
1537	a kitten is drinking fresh milk [SEP] there is no milk being drunk by a cat	1
1538	a white dog with beige spots is running through a field [SEP] a dog which is tan is running through the brush	2
1539	a adult female is placing two eggs into a pot of water [SEP] a adult female is drying eggs	2
1540	two girls are playing inside a jumper house [SEP] a kid in visible light colored clothing is standing with his arms extended outward	2
1541	the adults and children are being grouped near an outdoor seating arrangement [SEP] the adults and children are being gathered near an outdoor seating arrangement	0
1542	two young boys are looking up at the photographic camera and one is sticking out his lingua [SEP] the little male child is sticking his lingua out for the photographic camera and another male child is looking on	2
1543	two men are competing in a tyre rolling race [SEP] two men are racing in a tyre rolling competition	0
1544	a mortal by some cameras is blowing on a burning torch [SEP] the mortal is setting fire to the cameras	2
1545	the boy is standing next to the opening of a fountain [SEP] a boy is standing next to the opening of a fountain	0
1546	a skateboarder is making a jump off a ramp [SEP] a woman dressed in black is wearing inline skates and performing a trick on a rail	2
1547	a woman is painting a mans face [SEP] a mans face is being painted by a woman	0
1548	a black dog is jumping off a dock into a pond [SEP] a black dog is jumping off a dock into water	0
1549	a adult male and two women are standing in a bright room by a table with candles [SEP] the group of people is sitting in a dim room	2
1550	a kid is running in and out of the ocean waves [SEP] the young male child is not running through the ocean waves	2
1551	a dog is near the red ball in the air [SEP] a dog which is small is playing on the green grass	2
1552	a eye eastern adult male is standing against a lamp station near to other people [SEP] a adult male is leaning against a pole and is surrounded by people	0
1553	a tan domestic dog is resting in the snowfall [SEP] a tan domestic dog is running through the snowfall	2
1554	a white true cat perched on a small wooden cabinet is looking outside the window [SEP] the true cat is looking out the window at the table on the perch	0
1555	three friends are making faces for a photo [SEP] two men and a girl in front of a wood panel wall are posing with funny faces	2
1556	a woman is cutting a tomato [SEP] a woman is dancing near a fireplace	2
1557	there are no dogs fighting for a frisbee in a lake [SEP] two dogs are fighting for a frisbee in a lake	1
1558	a adult female is frying fish [SEP] fish is being fried by a adult female	0
1559	a person is riding a bike [SEP] a person who rides bikes in a black and red uniform is standing on a dirt bike	2
1560	the lady is dicing onions [SEP] rugger players are tackling each other	2
1561	a small brown and white spotted dog is lying on a jacket on the street [SEP] the dog is having a rest in the park	2
1562	a child in a white tshirt is splashing in shallow water [SEP] a male child is running through the water at the beach	2
1563	a person is cutting mushrooms with a knife [SEP] a person is cutting some mushrooms	0
1564	a dog is riding a skateboard [SEP] there is no dog riding a skateboard	1
1565	two women dressed in white and black are sitting on a bench [SEP] two people are sitting on a park bench on a rainy day	2
1566	a woman is playing an electric guitar [SEP] a man is laying down a guitar	2
1567	a adult male is standing at the wheel of a classic american car that has its door and bole open [SEP] a mortal is standing at the wheel of a classic american car that has its door and bole open	0
1568	an airplane is taking off [SEP] a plane is taking off	0
1569	a adult male and two women are standing in a bright room by a table with candles [SEP] a adult male and two women in a darkened room are sitting at a table with candles	2
1570	a person is slicing an onion [SEP] an onion is being sliced by a person	0
1571	two men are fighting [SEP] the man is doing exercises	2
1572	a cheetah is chasing its prey across a field [SEP] there is no cheetah quickly running behind its prey	1
1573	a dog is running on the grass and chasing a ball [SEP] a brown and white dog is catching a dirty tennis ball in a dirt field	2
1574	a mortal is slicing some onions [SEP] a hamster is singing	2
1575	a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling [SEP] the teenage girl is wearing beads that are red	2
