premise,hypothesis,label
"Union Pacific then consolidated its operations, eliminating the Las Vegas repair facility.",Las Vegas never had a repair facility.,contradiction
"Then you're welcome to run Spur R with the Double R on the Range.""He held out his hand, and Drew grasped it for a quick shake to seal their agreement.",Drew felt a handshake was as good as a contract.,neutral
"Moderate, and even light drinkers, often require emergency care because many alcohol-related events are not related to total alcohol consumption, but rather to the activities the patient engages in while drinking and to where, when, and with whom alcohol is consumed.",Total alcohol consumption isn't a crucial factor in alcohol-related events. ,entailment
"As his fellow Impressionists died one after the other--Pissarro in 1903, Cezanne in 1906, Degas in 1917, Renoir in 1919--Monet ended up, once again, like Ishmael, at the end of Moby-Dick : Now I am the last survivor of the group, he sighed.",Monet ended up like Ishmael at the end of moby-dick.,entailment
and it works out fine i mean i stop i'm never in a hurry to get anywhere,I'm never really in a rush so it works out.,entailment
The writers had to make their points in terms that people of the time would understand.,The writers didn't even attempt to write in terms that the people of the time could understand.,contradiction
"Ain't nobody gonna try to run a railroad through here, Anse replied promptly.",Anse was confident that people would build a railroad through that place.,contradiction
but i'm sorry i got it,I was really glad that I got it.,contradiction
"Dutch World, where all sorts of fictional characters created by Edmund Morris come out to play with children of all ages!",Edmund Morris's Dutch World is an adult's only science museum where children are not allowed entry. ,contradiction
"Aren't you afraid to trust yourself with her?""",Aren't you brave enough to deal with her?,contradiction
"Coconut palms, papaya, bananas, white sand, and surf (beware of the strong currents) make Kovalam the ultimate in happy-go-lucky dolce farniente.",The beach is barren and does not have any fruit trees.,contradiction
"The first feature visitors see is the immense Plaza de la Armera, which overlooks the valley west of Madrid.",Plaza de la Armera is the first thing visitors will view when entering.,entailment
and she did really good with that,She did pretty well doing that.,neutral
The Inevitable Collapse,The collapse that is inevitable.,entailment
"They're a lot of sharks, all of them. ",They are more than enough sharks to fill a tank.,neutral
"I had often before noticed that, if anything excited him, his eyes turned green like a cat's. ",He just didn't get excited about anything.,contradiction
"Coulter claims to lay out the facts against Clinton, but it's hard to trust  In I happen to know something about, she grossly misrepresents evidence to make Clinton look worse.",Coulter has an ax to grind with Clinton because of their sharply contrasting political beliefs.,neutral
Both men drew their rapiers and daggers in a single quick motion that made Ca'daan's heart leap.,He let out a sigh of relief when the men put down their weapons.,contradiction
Don't look down.,Do not turn your eyes down.,entailment
no i haven't read it i've heard all about it though,I've read it but have never heard about it.,contradiction
"De Hooch's Amsterdam addresses were in the poor outskirts of the city, outside the town gates, and the Town Hall may have been the only swanky interior he had access to.",The Town Hall in Amsterdam was very plain..,contradiction
"For example, while a company may need a business strategist to build a new IT capability, over time another type of CIO may be better suited to sustaining operations.",IT is needed for every business.,neutral
"The one extracurricular venue where I run into a lot of Asian-Americans is a Very Serious music school in Scarsdale, the suburban town in the New York area that (because of its famous school system) has the most name-brand appeal for transferred Japanese executives.",I run into a lot of Asian-Americans music students in Scarsdale.  ,entailment
"'Come, Mr. Franklin.' ","Come, Ms. Franklin.",contradiction
"For a wonderful view of the valley, climb to the top of La Roque Saint-Christophe, a spectacular cliff 80 m (262 ft) high, honeycombed with caves where you can see traces of troglodytic life.",You can see traces of troglodytic life from the La Roque Saint-Christophe cliff.,entailment
the diversity of the programs.,The programs are diverse.,neutral
"Forensic auditing, as explained by the Panel, would require that auditors undertake an attitudinal shift in their degree of skepticism and presume the possibility of dishonesty at various levels of management, including collusion, overriding of controls, and falsification of documents.","The Panel explained forensic auditing that requires that auditors undertake a shift, however it was explained poorly.",neutral
"Most rushed visitors see the square, stand in awe of the tilting tower, and leave town.",Visitors are often rushed as tour busses don't stop for long.,neutral
"But, a priori, neither can anyone else.","A priori, neither can anyone else in Boston.",neutral
"The friendly staff usually speak reasonable English and will happily ply you with maps and brochures, help you get oriented, and provide advice and information on festivals and special events.","If you need more information, do not ask the staff because they don't speak English.",contradiction
i like to do that stuff but when i'm in college like when i'm at school i don't have time to do it or even time to learn how to do it,I have plenty of time to devote to it.,contradiction
"For a desert city, Las Vegas has more than enough grass fairways and water hazards to keep the most avid duffer busy.","The entirety of Las Vegas is desert, with no fairways in sight.",contradiction
"In reality, coal-fired facilities, on average, have lower capacity factors.",The capacity factors in facilities that are coal-fired tend to be lower.,entailment
yeah i've got a little little uh IBM Pro Printer on my desk but and i can use either the Pro Printer or i've got my PC configured to where i can use either printer the one that's on the network or my own,I prefer using the IBM Pro Printer that is on my desk.,neutral
yeah yeah well i guess for like lunch places that's really important because you usually that much time or or whatever,It's important for lunch places because you have a lot less time to eat lunch than dinner. ,neutral
"Of course, Reagan was a special case.",Regan was different from all the other presidents,neutral
"The highlight is an ice sculpture competition at Odori Park, with huge superbly detailed models of castles, towers, and giant characters both traditional and modern.",The ice sculptures attract visitors from all over the country.,neutral
(Though not by Wall Street.),Through according to Wall Street.,contradiction
"Several hotels also have good bars, including Hotel Sevilla (made famous in Graham Greene's Our Man in Havana), Hotel Inglaterra's rooftop bar, and Hotel Havana Libre's Turquino (with amazing views from the 25th floor).",Hotel Sevilla is one of the hotels in Cuba and many foreigners stay there.,neutral
A traditional minty zing is good.,A minty zing is good.,entailment
"While national needs suggest a rapid reorganization of homeland security functions, the transition of agencies and programs into the new department is likely to take time to achieve.",The new department will be implemented rapidly to reflect national needs.,contradiction
it's interesting i don't i don't know part of the reason i think is that i don't know anything about it when i had my other house and it was already landscaped and i you know i didn't know what to do and how to take care of the things and you know i learned a little bit but um,I don't know much about it because my other house was already landscaped when I moved in.,entailment
"I flopped to the ground, rolling onto my back.",I jumped up onto my feet. ,contradiction
Here's Bradley complaining to Meet the Press moderator Tim Russert about Gore's insinuation that he might raise the eligibility age for Social Security.,Bradley constantly complains about Gore's new litigation to moderator Tim Russert.,entailment
"For men, gellabiyas are usually plain, perhaps with a little collar detail, but for women you can find brightly decorated versions, often bedecked with sequins.",Gellabiyas for women are often very colorful.,entailment
you know so so i don't see a lot of advertisements for TI,"TI is being advertised everywhere. Billboards, TV, social networks and even radio.",contradiction
"The final portal would provide access for legal services staff to training materials, discussion groups, legal research and other matters.",There is no need for legal services staff to have discussion groups.,contradiction
"Everybody is trying to do the same thing; some succeed, and those who don't are envious.",Everyone had success and are on equal terms.,contradiction
"There, Poirot, you are quite wrong! ","Look, he has proved that you are wrong Poirot.",neutral
yeah i i i think it is too there's too many factions running around uh when i was in England uh a lot of uh a lot of Brit's work over in the Middle East um,I think there are too many factions running around in conflict with each other.,entailment
Prone to sudden bleeding and speaking in scary voices!,Sudden bleeding is sometimes observed in people.,entailment
"Yeah, Pa, he got 'em in the Mexican War, an' me, I wore 'em mostly through this past ruckus.",He was in the Mongolian War.,contradiction
3) President Clinton banned federal funding of research on human cloning.,Clinton approved funding for human cloning. ,contradiction
"In contrast, a typical SCR installation is heavier, elevated, and adjacent to the boiler.",The boiler is relative to the installation ,neutral
may manage forfeited property and the collection and disposition of the revenue from that property.,Collection of revenue from the forfeited property is prohibited.,contradiction
"She noted that These projects are reviewed by a study section, but one that may be more forgiving than R-01 study sections.",The projects are reviewed by the 10 person study section.,neutral
"Clark Gable, Errol Flynn, and Jean Harlow were three of the many stars who once lived here.",Ordinary Joes once lived here. ,contradiction
an abortion case,the case was about contraceptives,contradiction
The Associated Press raised the specter of people with socially unacceptable behavior being forced to undergo brain surgery.,The Associated Press sung praise of the new policy of correcting deviant behavior with experimental surgery.,contradiction
i think so you i i i read a little bit on that that that sounds interesting,I read a little bit on that topic when I was in college and it seemed interesting to me,neutral
yeah do you go do you go see them very often,Do you get to go to the games at all?,neutral
American Movie suggests that there's no such thing as the little people in the hinterlands anymore.,American Movie suggests there isn't any thing like little people in the hinterlands anymore.,entailment
What about the colonies? she suggested.,"She suggested the colonies, thinking it would be a good idea.",neutral
The major portion of the analysis discusses the alternatives considered and the reasons why required volume or performance standards for transplant programs and imposing specific allocation standards focusing on geographic equity were rejected in favor of the performance standards adopted.,The analysis concluded that geographic equity was the only standard that should be used.,contradiction
The Logistics Center also had a monthly newsletter for sharing organizational performance information and providing an arena for employees to share information.,The Logistics Center provided a way for employees to share information.,entailment
so uh you know i i forget from year to year i'm getting too old but the um,I used to know this in my younger days.,neutral
"Wayne had the good luck to rule over Westerns, a genre that was set on wide-open land and commemorated the past and dealt in stark moral truths--a genre doomed to grow obsolete, leaving Wayne to dominate the landscape, a proud and lonely warrior.",Wayne is one of the very few who dominates the landscape of Westerns. ,entailment
"The Tourist Information Centre and a small town museum are housed in a plain, sturdy building from Elizabethan times known as Robinson's School.",There is a Tourist Information Centre and a small museum  in the Elizabethan building known as Robinson's School.,entailment
"The 16th-century churches to be found in Velha (Old) Goa have been beautifully restored, but you will doubtlessly notice that without the town buildings that used to surround them, they have acquired the strangely melancholic air of old museum-pieces.","In the past, these churches were at the center of a bustling city.",neutral
"Just as Starr's virtues turned vicious, Clinton's vices sometimes turn virtuous.","President Bill Clinton was investigated during his second term by special prosecutor, Ken Starr.",entailment
"The door into the passage, that is.""",No way into the passage.,contradiction
Both the House and the Senate have worked diligently on these issues and this Select Committee is now deliberating on a variety of proposals and issues raised by House committees and subcommittees.,The Select Committee is considering the issues that the House committees brought attention to.,entailment
oh really i dated uh i dated a nice Jewish girl for many years up in Chicago and i was the only Goyim at at all the you know Seder dinners and everything and i used to have to go with rolls of not pocketful of change to buy all this bread the kids would sell me,I have never dated a Jewish girl before.,contradiction
"We're saying that instead of that week-and-a-half of work for a paying client, we want you to do this good, important pro bono work, and you're not going to get punished, said John Maley, who helped create the firm's policy. ",John Maley is selfless and altruistic.,neutral
"For a turnaround to be real, the company has to become not merely profitable but also positioned for steady growth.",A turnaround is real when a company shows a loss of profits.,contradiction
As explained in the regulatory impact analysis for the Heavy-Duty Engine/Diesel Fuel rule.,That is explained in the impact analysis on page 538.,neutral
i i i like the roominess of it uh and and i actually the only thing i've done other than you know wallpaper and painting paint over the years in the in the interior is i did refinish all the kitchen cabinets and i put a kitchen in the basement,I put a kitchen in the basement so I could rent the basement.,neutral
"Judge Thornton's ruling has alarmed advocates for battered women, who plan to appeal it.",Advocates for battered women celebrated the ruling.,contradiction
"Highlights include an Indian-style Shaka triad; the Yumechigae ( Dream Changing ) Kannon, said to transform its worshippers' nightmares into pleasant dreams; and the Kudara Kannon, a graceful, willowy statue named after a region in Korea, whose designer and creator was almost certainly Korean.","Highlights include an Indian-style Shaka triad; the Yumechigae ( Dream Changing ) Kannon, said to transform its worshippers' pleasant dreams into nightmares; and the Kudara Kannon, a dim, ugly statue named after a region in Korea, whose designer and creator was almost certainly Korean.",contradiction
you know i've i've been employed for ten years so i i have enough money to go out and buy a new one but instead i go out and buy toys and things  oh um but,My spending habits cause me a great deal of stress.,neutral
They appeal to patriotism and then to anarchism.,They are patriotic when they talk about voting.,neutral
"Here comes Miss Howard, said Poirot suddenly. ",Miss Howard is arriving.,entailment
Jon waited and came around the other side of the rock.,Jon came around a tree.,contradiction
"But what seems clear is that the desire to get a higher stock market valuation, combined with a history of refusing to defend itself honestly, pushed the tobacco industry to the negotiating table.",The tobacco industry got to the negotiating table through some dishonest schemes.,entailment
i understand and,I have an understanding of that.,entailment
"President Andrew Johnson, who became a leading figure in American politics.",Andrew Johnson was a president of the United States and he accomplished many things during his term.,neutral
"Oh, that's an extracurricular, unrelated to the union's real work.",The union's real work and the extracurricular are unrelated.,entailment
The Commission sought public comments on the facts and circumstances surrounding the representation of all eligible aliens who are affected by the presence requirement.,The comments placed by the public were often times not very helpful.,neutral
"Instead I hugged the surface and clawed my way along, using my whole body for propulsion.",I clung to the side of the train and strained my body inch by inch along its side.,neutral
"Siddhartha grew up in princely luxury, but when he was taken out one day to the edge of the royal parks, he saw the poor, the sick, and the aged.",He was greatly moved by what he saw.,neutral
"She believed that this should be in the recommendation, not just supporting text, because reviewers would want to know how screening and intervention can be implemented into clinical practice when considering grant applications.",She believed that this should be in the recommendation,entailment
"Ah, I should like to meet him Mr. Brown."" There was a steely ring in Whittington's voice as he replied: ""Who knows? ","Mr. Brown was a very down trodden individual, inept of holding, and thus attracting human company.",contradiction
"To maximize the value of expenditures on external training and events, one central group required staff members who attended These events to brief others in the central group on what they had learned.","Before, there was no value of expenditures on external training and events. ",neutral
"But they will not think of that they are only anxious to get in.""",They are willing to wait another day before they get in.,contradiction
"Economy and efficiency audit objectives concern whether an entity is acquiring, protecting, and using its resources in the most productive manner to achieve program objectives.",Audit objectives don't do anything to help you achieve goals.,contradiction
I'd like a/an/some Quisiera ,Can I get some Quisiera,entailment
"Action figures seemed a little...small, though.",The action figures were massive!,contradiction
2) Increasing penetration of personal computing technology,The ever-increasing PC presence has spurred the economy.,neutral
"Amazingly, from elephant-back at the jungle's edge you can see the snowcapped Himalayas, less than 160 km (100 miles) away and looming like a foam-crested wave.",The Himalayas are less than 100 miles away from the jungle's edge.,entailment
"However, it is obvious that if screening is not performed, the provision cannot be applied.",Screening always takes place before a provision can be applied.,neutral
"Wherever the original furnishings and decoration were missing, superb appropriate equivalents have been installed.",Unfortunately we don't have the time to reproduce the lost decorations.,contradiction
"In fact, those safeguards would be strengthened by the fact that any tax increase would have to be quite broad-based.",These broad tax increases will only affect the rich.s ,neutral
"Come at once, Moat House, Ebury, Yorkshire, great developments TOMMY. They looked at each other in stupefaction.","They looked at each other, not sure what to say.",entailment
and he just whips out you know i saw him yesterday morning over there and and he paid his monthly bills and he just you know wrote all the checks on the screen and hit print and it printed out like ten checks and he just you know they're perforated and he just ripped them off they go through just a continuous thing on the printer and,it printed ten checks after he typed them and clicked the print button,entailment
You can build an appetite for dinner by making your way from the beach to the restaurant.,The beach provides lots of delights.,neutral
"Or, if the reporter works for Vanity Fair , of the celebrity's press agent.",The reporter might work for Vanity Fair.,entailment
"On July 19, 2001, LSC implemented a Reconfiguration Re",LSC is always changing ,neutral
Government Technology magazine is dedicated to providing government executives with key information they need to succeed in running modern government.,Government Technology magazine has quarterly issues.,neutral
right that's what i one thing i like about TI is that they aren't overly strict about what you wear and they don't you know your boss doesn't come up to you and say now remember tomorrow you have a meeting so you'd better wear a suit i mean they they leave it up to you and your judgment to to use good judgment and dress tastefully and dress for whatever occasion you may have,"TI was very oppressive in their dress code, enforcing a long list of rules and regulations.",contradiction
okay um how's it been this week for you,How has this week been for you?,entailment
"In the great bay where flying fish rise at dusk, sloops and ketches, ferry boats and freighters, cruise ships and fishing boats never have a parking problem.",There are more fishing boats than cruise ships in the great bay. ,neutral
you are you sure you didn't leave your refrigerator door open,Are you sure you didn't leave your car door open?,contradiction
"They are photographs of works from the Louvre, Paris.",These photographs of objects were taken in the Louvre.,entailment
"(Joint Chiefs of Staff, Department of Defense Dictionary of Military and Associated Terms, Joint Publication 1-02, Mar.",The joint chief of staff released no publications. ,contradiction
"Our work has shown that high-performing organizations use a number of strategies and techniques to effectively involve employees, including (1) fostering a performanceoriented culture, (2) working to develop a consensus with unions on goals and strategies, (3) providing the training that staff need to work effectively, and (4) devolving authority while focusing accountability on results.",Effective training for staff is one of the strategies high-performing organizations use.,entailment
"The whole peninsula is a memorial, with plaques describing the campaign's progress, and monuments to the soldiers of the Allied and Turkish armies.",The peninsula is home to monuments to the soldiers of the Allied and Turkish armies.,entailment
That's what I remember about Woodstock.,I remember that about Woodstock.,entailment
"I admit, I didn't have much reason to think that.",I didn't have much reason to think negatively about Donald Trump.,neutral
Neither have we.),We have not either. ,entailment
  MAGIC results show the distribution of lakes and streams (by percentage) over the three ANC classes,MAGIC helps people decide where to go fishing and where to build.,neutral
yeah well they put up a good show they did pretty good for uh,They could have put up a better show.,neutral
Some of the slaves were able to gain freedom in return for special services rendered.,No slaves gained freedom.,contradiction
You had your pistol resting on your knee.,There was a rifle resting on your knee.,contradiction
"To watch her face when I ask her one question, he replied at last.",To observe her face when I throw a question at her.,entailment
The Collection and Analysis of Qualitative Data in Evaluation Research.,Qualitative data can be used in evaluation research.,entailment
"Drink plenty of liquids in the heat, dehydration is more of a risk than an upset stomach.",Dehydration is a real factor in this part of the world.,entailment
He has threatened to veto the five remaining appropriations bills in the 2000 budget because of Republicans' proposed cuts in social programs.,Republicans want to make cuts in social programs.,entailment
"In the 16th century, a strong city wall now almost completely destroyed protected the population.",The city wall protected the city from the VIking onslaught.,neutral
"He also supplied one-third of the budget of the Manufacturing Policy Program of Pat Choate, who ended up as Ross Perot's running mate in 1996 but first became famous for his book Agents of Influence , about the alleged influence-buying practices of foreign governments and corporations.",Pat Choate didn't supply anything to the Manufacturing Policy Program's budget,contradiction
He might kill whoever led the second charge.,It's possible that he would kill whoever was at the head of the second charge. ,entailment
uh oh we went to uh Popeye's uh Fried Chicken well actually it was a drive through,We went to Popeye's Fried Chicken yesterday,neutral
oh yeah yes uh and then then that gets into a vicious circle,It all becomes a vicious circle.,entailment
"Highway 90 northward through the Jordan Valley leads to the lyrical shores of the Sea of Galilee, a good destination for an excursion of one or more days from Jerusalem.",Highway 90 northward does not lead to the Sea of Galilee,contradiction
 Now talk to me about that.,I don't want to hear anything from you.,contradiction
you're yeah you're kidding,I like it when you kid like that.,neutral
" Sather Karf began without preamble, stating things in a dry voice as if reading off a list of obvious facts.",Sather Karf started off with some rambling.,contradiction
Why had he not let them know that he was still working on the case? ,He had thought the case would be solved by then. ,neutral
3viii Fiat Mistura This solution deposits in a few hours the greater part of the strychnine salt as an insoluble bromide in transparent crystals. ,This solution deposits most of the strychnine salt.,entailment
"Despite these formidable challenges, Japan will probably end up confounding the pessimists.",Japan does not face any challenges in confounding pessimists.,contradiction
"Although at first glance it might appear that they represent a clear choice between selfishness and generosity, these two sites and the underlying issues they address, are inextricably linked.",These two sites have no linked underlying  issues.,contradiction
The public and the Congress may question such protection when it becomes common knowledge that the Postal Service delivers more junk than other letter mail.,Junk mail volume is higher than other mail.,entailment
"The mission of the National Contract Management Association (NCMA) is to help contract managers best achieve their objectives to manage customer and supplier expectations and relationships, control risk and cost, and contribute to organizational profitability and success.",The NCMA assists in the controlling of risk cost and ensures profitability.,neutral
"The Hoysalas of Karnataka, the Cheras of Kerala, the Cholas, Pandyas, and Pallavas of Tamil Nadu all fought among themselves until the kingdom of Vijayanagar (Hampi in Karnataka) emerged as dominant in the 14th century.",The Kingdom of Vijayanagar found itself leading the infighting. ,entailment
um-hum that sounds like a unique item,I don't know of anything like that.,entailment
we had one in Virginia that was sentenced to death and the execution was to have taken place a few weeks ago i don't know if there was anything in your paper about it,There was meant to be someone put to death a few weeks ago in Virginia.,entailment
they have tube ride tube shoots and just and so many rides you can't almost can't do them all in a day you know,There are so many rides that it's difficult to do them all in a single day.,entailment
"And though today's top-ranking players earn six-figure incomes from their prizes and commercial endorsements, many of the great players of tomorrow may even now be benefiting from government's biggest covert subsidy of sports and the arts--unemployment insurance (and perhaps the occasional food stamp).",They noted that the top players had large incomes along with perks from endorsements.,entailment
"Well, said Mr. Beresford, at length able to relieve his feelings, ""what the dickens, did you want to take a taxi for?""",Dickens would be spinning in his grave.,neutral
"The network denied that accusation and the spot is back on CNN, but it understandably infuriates environmentalists.",Environmentalists are angry because they believe that CNN promotes animal abuse. ,neutral
It is because you have been trying to believe what you wish to believe. ,You are not being honest with yourself.,entailment
okay so um yes we do keep uh well we started out keeping a budget about two years ago we have a computer here at the house and i made a Lotus spreadsheet and went through the year using all of our our checkbook to figure out what we spent each time and whether we were over or under for each month,We didn't have a budget until last week.,contradiction
"They can no longer be just a box filled with gaming tables, restaurants, and a showroom.",They must become more than simple boxes full of gaming tables.,entailment
it's uh yeah we have one in the office and if we want to use it well in our area if we want to use it we have to you know like you said you had to change it put it on a disc and carry it over to there and see if they're not using the printer,In order to use it we have to go through a whole procedure,entailment
"Despite their efforts, however, Ibiza was menaced by so many hostile flotillas that the locals took the unprecedented step of forming their own band of privateers.",The privateers were used to fight the flotillas.,neutral
"With balmy trade winds, infrequent squalls, and flowing sea currents, the FWI and nearby Antilles are ideal for a day, a week, or a month under sail.",No boat has sunk in this area for 5 years.,neutral
Mail on all other city routes is delivered six days a week.,Mail on all other city routes is delivered from Monday to Saturday. ,neutral
Possibly a house but I think a flat.,Maybe a flat or a house.,entailment
Of course the Post doesn't tiptoe all the time.,The Post has opinions sometimes.,entailment
yeah i don't think she checks things out very well,I don't believe she checks things out that thoroughly.,entailment
"In The Stakeholder Society , the pair present a novel plan to fight income  Give all Americans a capital stake of $80,000 when they reach adulthood to spend as they wish.",The group doesn't care about Americans.,contradiction
Through this project the LA Basin has found a way to serve Asian clients who do not speak English.,The LA Basin has no clue how to serve customers of Asian descent who can't speak English.,contradiction
"Johnny gittin' his hair cut with a slug sure shook Rennie up some, almost as much as it shook Johnny.",Johnny was lucky the bullet didn't hit his head.,neutral
"Throwing my stolen goods down, I stood well back and closed my eyes.",I threw the stolen pears and tomatoes to the ground and stood back with closed eyes. ,neutral
"Maybe ""Leon's eyes dropped, a flush rose slowly on his brown cheeks ""maybe it was very foolish.",Leon's brown nose also turned red. ,neutral
"That is, generators respond to declining allowance caps just like people respond to declining income when they're planning for  they do more now, investing and saving for the future.",Generators don't plan and save for the future.,contradiction
"Oh, it isn't that, gasped Tuppence with an almost hysterical laugh.",Tuppence wasn't laughing at their appearance.,neutral
when he was  alone you can tell i'm an animal lover you can hear my dog,I am allergic to animals; I cannot have a dog.,contradiction
so it's it's sitting on display on top of my bookcase,The display is on top of my bookcase.,entailment
We might look over what Trinfan has picked up as long as we are out here.,We do not want to stay here for very long.,neutral
"Stand on either of the circular paving stones set between the square's twin 17th-century fountains and the red granite Egyptian obelisk to appreciate the harmony of the quadruple rows of Doric columns, so perfectly aligned that they seem like a single row.",The twin fountains were built in the 1400s.,contradiction
oh okay exactly half way between Shreveport and Dallas um how how long does it take you to get there from Shreveport,The airport is halfway between Shreveport and Dallas.,neutral
I do not want Kitchell in this country any more than you do.,I want Kitchell to stay in this country. ,contradiction
Quaint little chap! ,A strange little man.,entailment
"He was already turning his mount when the townsman added: ""No hotel here, stranger.",He said the hotel was right there and there were lots of rooms available!,contradiction
"Oh, Tommy!",The narrator is talking to someone named Jill.,contradiction
"Four years later, when Savonarola declined to test the validity of his apocalyptic prophesies with an ordeal by fire, he was arrested, hanged, and ironically burned on the Piazza della Signoria.",Piazza Della Signoria is the place where Savonarola was resurrected.,contradiction
"For example, if we're interested in identifying patients with binge drinking, we can define binge drinking as 3, 4, 5, or 6 drinks on an occasion.",Binge drinking can be defined as having 3-6 drinks on a particular occasion.,entailment
i i don't think i'm getting what i should but you know in Texas it's next to free because they they pay so much of it it's state supported but at the same time it's really not it's not like going to MIT my engineering degree will be nothing like somebody coming out of MIT and that's it's really too bad,"Even though it is state sponsored, my engineering degree stands up to MIT. ",contradiction
Today it's a drowsily peaceful fishing village.,Now the village is a calm place to fish.,entailment
That goddamned hamster dance.,That darn little animal dance.,entailment
But I can't.,I can't tell you why.,neutral
i think alcohol's a a whole lot worse drug and it's more widely accepted,I don't think there's any dangers associated with alcohol.,contradiction
This was the field base for Howard Ceter during the long search that finally resulted in the finding of Tutankhamun's treasure-filled tomb.,Ceter used this as his base of operations when searching for Tutankhamun's tomb.,entailment
"Other nations, both developed and developing, are experiencing similar and often more pronounced aging of their populations.",Most countries are seeing a decrease in the average population age.,contradiction
"Comart, who lives in Readfield, is based in the agency's Augusta office, a short walk from Augusta District Court and Kennebec County Superior Court.","On many days, Comart is able to walk to work.",neutral
and i had this really nice place you had to uh drive in as far as i could and then park and then you had to walk in the rest of the way,You could not drive all the way to the end.,entailment
it was that bad huh oh was it,Was it really that bad?,entailment
It is possible to retreat into the shopping mall next door for up-market fashions and food.,The shopping mall has expensive prices.,neutral
Gays and lesbians.,Homosexuals.,entailment
"We can't do that. The phrase ""you fool"" had almost been added.",It would be stupid to try and do that.,neutral
"Many of these same itineraries can be covered on two wheels as well as on two feet, and mountain biking and bike touring are becoming more popular.",The use of cars is becoming far less popular.,neutral
"Ask the camel driver to direct you to the still uncharted village of Kuldhara uncharted because it was one of 84 villages abandoned over 160 years ago by the clan of Paliwal Brahmins, who, after living there for centuries, left suddenly during the night, rather than having to face paying the new, arbitrary land-tax.","The camel driver will take you to Kuldhara, an uncharted village.",entailment
"Remember that, and forget the ties to any other world, since that world no longer holds you.""  Dave nodded slowly.","Keep that in mind, and forget about the other worlds.",entailment
Be a smart buyer.,Thinking when buying is good.,neutral
"Scientific studies, however, have reliably linked atmospheric emissions of sulfur, nitrogen, and mercury to a much wider range of other environmental and ecological effects.",The studies are unreliable.,contradiction
"I went out to France again, as you know.",I've never been to France. ,contradiction
Additional copies of this exposure draft can be obtained from the U.S.,There is more than one copy of the exposure draft.,entailment
"A short bus ride delivers you to the Kyoto National Museum, which houses the country's largest collection of Japanese sculpture and painting as well as weapons, traditional armor, and ten centuries of costume including some dazzling noh theater costumes with masks.",The only thing not included in the collection are theater costumes with masks.,contradiction
oh yeah it's wood sided it has sheetrock everywhere and uh you know so it's quieter than you remember mobile homes to be,The new design was recently patented and should be seen everywhere soon. ,neutral
Many cities are doing the same.,There are several cities undertaking similar activities. ,entailment
"He was already turning his mount when the townsman added: ""No hotel here, stranger.",The townsman said there wasn't a hotel because he didn't want the man to stay there.,neutral
It didn't seem real.,Animals are real.,contradiction
King Mahendra acceded to the throne on the death of his father Tribhuvan in 1955.,"After the death of Tribuvhan, Mahendra became king. ",entailment
So I fled south where the meager money of a small noble house couldn't afford to kill me no matter what I did to their son and daughter.,I went south where they wouldn't kill me no matter what I did to their kids. ,entailment
The elevator entrance (clearly signposted outside the cathedral) is in the right transept.,There is no elevator at the cathedral.,contradiction
The girl was alone.,The girl had two people accompanying her.,contradiction
And they hope the spirit of Warren Rudman will prevail.,Warren Rudman was famous for setting a series of performance-related goals.,neutral
Dinner only.,They only serve breakfast.,contradiction
yeah i uh i i i find i do more swimming in the wintertime than i do in the summer,I swim more in winter than summer because of the indoor pool.,neutral
they gave add it on on to tires and gasoline cigarettes liquor and it doesn't bother me any because i've quit drinking and i quit smoking so that doesn't bother me but i don't think it's fair it's it's too um," They added it to tires, gas, cigarettes, and liquor. I don't care too much because I don't smoke or drink, but it doesn't seem too fair. ",entailment
no used to used to but  none none right now,We have a lot here. ,contradiction
"These innocent creatures are born, bought, and then abandoned--by people.","After these blameless creatures are born, people buy them and abandon them.",entailment
but it'll it'll be interesting to watch i hope to get up there we we usually try to get to opening day game there's several guys from our church try to go up there,The guys from the church are baseball fans,neutral
"The shrine has a prominent role in the Tale of Genji and in a famous noh play (titled simply Nonomiya), and thus attracts people with especial interest in classical Japanese literature.",The famous play Nonomiya means potato in Japanese.,neutral
"She is very committed to her clients who are both low income and have troubling domestic problems, Worthy said. ",She is very committed to her clients.,neutral
"Most race fans, though--real ones, not Stevenson's cartoonish inventions--react to the wrecks for different reasons.","During races, wrecks do not usually illicit a reaction from the fans.",contradiction
"Instead of flying down, many people prefer to take the more leisurely steamer from Mumbai.","The steamer from Mumbai is the only option down, to the frustration of all.",contradiction
Full agreement among stakeholders on all aspects of an agency's efforts is relatively uncommon because stakeholders' interests can differ often and significantly.,Partial agreement among stakeholders on all aspects of an agency's efforts is relatively uncommon ,neutral
"The Astronomer said, ""I don't understand you.""",Everyone was clear on what I said.,contradiction
So close was it that Ca'daan thought it had hit her.,Ca'daan was distraught because he thought he had hit her.,neutral
and they're fun to have around,"When the situation is right, they are lots of fun to have around.",neutral
"Scattered across the land are hundreds of dovecotes, which were introduced throughout the Aegean by the Venetians, who enjoyed pigeon as a part of their diet.",The Venetians used to have pigeons as a part of their diet.,entailment
"William Earl and Manning succeeded her, and testified to witnessing a document. ",The men said they never saw the document.,contradiction
uh-huh yeah right right definitely when it's cool well have you done much camping around Texas,Have you taken many camping trips in Texas?,entailment
"To haggle successfully, pitch your opening price well below target and don't look too keen.",Customers can do almost anything in order to negotiate but vendors don't change the price.,contradiction
It's a continent really.,It is considered a continent.,entailment
