id,premise,hypothesis,label
9371,a person with a red hooded jacket and a black backpack is walking near a rocky wall,a man in a red jacket and khaki pants is walking through an european state,neutral
9380,the players is maneuvering for the soccer ball,a man in green is kicking a soccer ball and a man in purple and white is rising up,neutral
9401,the man dressed in leather chaps and a purple shirt is standing in front of someone lookers,a man is wearing a purple shirt and black leather chaps and is posing for the camera,neutral
9424,a dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,a dog is in the sand that is blowing in the air,neutral
9425,no dog is in the sand that is blowing in the wind,a dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,contradiction
9433,the black and white dog is running in a green yard,a black and white dog is running outdoors,entailment
9452,a dog is jumping into the air in the country,a dog is jumping in the shade of some trees,neutral
9453,a dog is jumping in the shade of some trees,a cat is jumping high into the air in the country,neutral
9490,a cluster of four brown dogs are playing in a field of brown grass,four dogs are not playing in a grassy area,contradiction
9500,a big brown and white spotted dog is lying on a jacket on the street,the dog is having a nap in the park,neutral
9545,a man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,the rider dressed in orange is driving a motorcycle on one wheel,neutral
9571,an elder man is sitting on a bench and is wearing a gray jacket and black pants,an elderly man is sitting on a bench,entailment
9584,the woman is holding the paintbrush next to the artists easel,the lady is holding the paintbrush next to the artists easel ,entailment
9623,a man is wearing a blue shirt and walking barefoot on a tennis court,a woman is wearing a blue shirt and walking barefoot on a tennis court,neutral
9669,the young girl is playing on the edge of a fountain and an older woman is watching her,a young girl is playing on the edge of a fountain and an older woman is watching her,entailment
9677,a young girl is playing on the edge of a fountain and an older woman is watching her,a little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,neutral
9706,a black and white dog with a large branch is standing in the field,a black and white dog with a large branch is running in the field,contradiction
9713,a black and white dog is carrying a huge stick on the green grass,a black and white dog with a large branch is running in the field,entailment
9722,a boy is running through the sand,a boy wearing a striped shirt is running barefoot on the sandy hill,neutral
9745,two young boys are looking up at the camera and one is sticking out his tongue,the little boy is sticking his tongue out for the camera and another boy is looking on,neutral
9747,a little boy is sticking his tongue out for the camera and another boy is looking on,two kids are looking up at the camera and one is sticking out his tongue,entailment
9759,a laughing child is holding a water gun and getting sprayed with water,a person in a blue jacket is jumping onto a tall cement wall,neutral
9763,a person is slicing some mushrooms,the elephant is being ridden by the woman,neutral
9771,two small children are playing with a toy car in the street,a dog is running through a field and is chasing a toy,neutral
9788,a man is playing an electric guitar,a group of people is holding drinks and pointing at the camera,neutral
9789,a girl in gold and purple is holding a rainbow afghan,a man is squatting in brush and taking a photo,neutral
9822,two people are riding a bike,a practicing jumper is tossing a persons snowboard into the air,neutral
9838,some instruments are being played by a band,a young topless woman is covered in paint,neutral
9843,a family is buying something at the vending machine,a man in a suit is standing at a microphone and singing,neutral
9869,a bike is being ridden over a monkey,a person is riding a dirt bike down a dirt hill,neutral
9880,a biker is riding away from a fence,a man is dancing on the road,neutral
9931,a woman is playing an electric guitar,a kid is playing guitar,neutral
9963,the animal is grazing on the grass,the cop is sitting on a police bike,neutral
9975,the dog is snapping at some droplets of water,a girl in a band is playing an instrument,neutral
9988,a young man is pushing a motocross bike down a dirt hill,a dog is swimming after a tennis ball,neutral
1,a group of kids is playing in a yard and an old man is standing in the background,a group of boys in a yard is playing and a man is standing in the background,neutral
2,a group of children is playing in the house and there is no man standing in the background,a group of kids is playing in a yard and an old man is standing in the background,neutral
3,the young boys are playing outdoors and the man is smiling nearby,the kids are playing outdoors near a man with a smile,entailment
5,the kids are playing outdoors near a man with a smile,a group of kids is playing in a yard and an old man is standing in the background,neutral
9,the young boys are playing outdoors and the man is smiling nearby,a group of kids is playing in a yard and an old man is standing in the background,neutral
12,two dogs are fighting,two dogs are wrestling and hugging,neutral
14,a brown dog is attacking another animal in front of the man in pants,two dogs are fighting,neutral
18,a brown dog is attacking another animal in front of the man in pants,two dogs are wrestling and hugging,neutral
25,nobody is riding the bicycle on one wheel,a person in a black jacket is doing tricks on a motorbike,neutral
26,a person is riding the bicycle on one wheel,a man in a black jacket is doing tricks on a motorbike,neutral
28,a person on a black motorbike is doing tricks with a jacket,a person is riding the bicycle on one wheel,neutral
30,a man with a jersey is dunking the ball at a basketball game,the ball is being dunked by a man with a jersey at a basketball game,entailment
35,a man with a jersey is dunking the ball at a basketball game,a man who is playing dunks the basketball into the net and a crowd is in background,neutral
40,the player is dunking the basketball into the net and a crowd is in background,a man with a jersey is dunking the ball at a basketball game,neutral
42,two people are kickboxing and spectators are not watching,two people are kickboxing and spectators are watching,contradiction
44,two young women are sparring in a kickboxing fight,two women are sparring in a kickboxing match,entailment
45,two young women are not sparring in a kickboxing fight,two women are sparring in a kickboxing match,neutral
47,two people are kickboxing and spectators are watching,two young women are not sparring in a kickboxing fight,neutral
49,two women are sparring in a kickboxing match,two people are kickboxing and spectators are not watching,neutral
55,three boys are jumping in the leaves,three kids are jumping in the leaves,entailment
56,three kids are sitting in the leaves,three kids are jumping in the leaves,neutral
58,children in red shirts are playing in the leaves,three kids are sitting in the leaves,neutral
62,children in red shirts are playing in the leaves,three kids are jumping in the leaves,neutral
65,two angels are making snow on the lying children,two children are lying in the snow and are making snow angels,neutral
70,two children are lying in the snow and are drawing angels,two people in snowsuits are lying in the snow and making snow angels,neutral
72,two people in snowsuits are lying in the snow and making snow angels,two angels are making snow on the lying children,neutral
73,two children are lying in the snow and are making snow angels,two people in snowsuits are lying in the snow and making snow angels,neutral
77,people wearing costumes are gathering in a forest and are looking in the same direction,masked people are looking in the same direction in a forest,entailment
78,people wearing costumes are gathering in a forest and are looking in the same direction,people wearing costumes are scattering in a forest and are looking in different directions,neutral
79,people are looking at some costumes gathered in the vicinity of the forest,people wearing costumes are gathering in a forest and are looking in the same direction,neutral
81,a little girl is looking at a woman in costume,people wearing costumes are scattering in a forest and are looking in different directions,neutral
82,a little girl is looking at a woman in costume,people are looking at some costumes gathered in the vicinity of the forest,neutral
83,a young girl is looking at a woman in costume,people wearing costumes are gathering in a forest and are looking in the same direction,neutral
84,people wearing costumes are gathering in a forest and are looking in the same direction,the little girl is looking at a man in costume,neutral
85,people wearing costumes are gathering in a forest and are looking in the same direction,a little girl in costume looks like a woman,neutral
87,a lone biker is jumping in the air,a biker is jumping in the air alone,entailment
88,there is no biker jumping in the air,a lone biker is jumping in the air,contradiction
90,a man is jumping into an empty pool,a man is jumping into a full pool,contradiction
91,a man is jumping into an empty pool,the mans jumper is in the empty pool,neutral
93,a lone biker is jumping in the air,a man is jumping into a full pool,neutral
94,the mans jumper is in the empty pool,a lone biker is jumping in the air,neutral
97,a lone biker is jumping in the air,a man is jumping into an empty pool,neutral
98,four kids are doing backbends in the park,four children are doing backbends in the park,entailment
99,four children are doing backbends in the gym,four children are doing backbends in the park,neutral
100,four girls are doing backbends and playing in the garden,four girls are doing backbends and playing outdoors,entailment
107,a man who is playing is running with the ball in his hands,a player is running with the ball,entailment
112,two groups of people are playing football,a player is running with the ball,neutral
113,two teams are competing in a baseball game,a player is running with the ball,neutral
117,a player is running with the ball,two teams are competing in a football match,neutral
120,five wooden stands are in front of each childs hut,five children are standing in front of a wooden hut,neutral
122,five kids are standing close together and one kid has a gun,five kids are standing close together and none of the kids has a gun,contradiction
124,five kids are standing close together and none of the kids has a gun,five children are standing in front of a wooden hut,neutral
126,five children are standing in a wooden hut,five kids are standing close together and one kid has a gun,neutral
127,five wooden stands are in front of each childs hut,five kids are standing close together and one kid has a gun,neutral
129,an old man is sitting in a field,a man is sitting in a field,entailment
130,a man is sitting in a field,a man is running in a field,neutral
131,a person is wearing a hat and is sitting on the grass,a person is sitting in a field and is wearing a hat,neutral
133,a person is sitting and wearing a grass hat,a person is wearing a hat and is sitting on the grass,neutral
136,a person is sitting and wearing a grass hat,a man is sitting in a field,neutral
139,a man is sitting in a field,a person is wearing a hat and is sitting on the grass,neutral
140,the current is being ridden by a group of friends in a raft,a group of friends are riding the current in a raft,entailment
141,a group of friends are riding the current in a raft,a group is not riding the current in a raft,contradiction
146,the current is being ridden by a group of friends in a raft,this group of people is practicing water safety and wearing preservers,neutral
148,a group of friends are riding the current in a raft,this group of people is practicing water safety and wearing preservers,neutral
150,a deer is jumping over a fence,a deer isnt jumping over the fence,contradiction
159,people are walking inside a building that has many murals on it,people are walking outside a building that has many murals on it,neutral
161,several people are in front of a colorful building,nobody is in front of the colorful building,contradiction
163,people are walking outside a building that has many murals on it,nobody is in front of the colorful building,neutral
164,people are walking outside the building that has several murals on it,several people are in front of a colorful building,entailment
170,a family is watching a little boy who is hitting a baseball,a family is watching a little boy who is missing a baseball,neutral
173,a child is hitting a baseball,a family is watching a little boy who is missing a baseball,neutral
176,a child is missing a baseball,a family is watching a little boy who is hitting a baseball,neutral
183,a purple crowd of people is eating on various red lit restaurant tables,various people are eating at red tables in a crowded restaurant with purple lights,neutral
184,a large group of asian people is eating at a restaurant,various customers are eating in a crowded restaurant with purple lights,neutral
186,a purple crowd of people is eating on various red lit restaurant tables,a large group of asian people is eating at a restaurant,neutral
188,various people are eating at red tables in a crowded restaurant with purple lights,a small group of people is waiting to eat in a restaurant,neutral
192,a motorcycle rider is standing up on the seat of a white motorcycle,no motorcycle rider is standing up on the seat of a motorcycle,contradiction
194,nobody is on a motorcycle and is standing on the seat,someone is on a black and white motorcycle and is standing on the seat,contradiction
200,a motorcyclist is riding a motorbike dangerously along a roadway,a motorcyclist is riding a motorbike along a roadway,entailment
201,there is no motorcyclist riding a motorbike along a roadway,a motorcyclist is riding a motorbike along a roadway,contradiction
202,a man with a helmet painted red is riding a blue motorcycle down the road,a motorcyclist with a red helmet is riding a blue motorcycle down the road,entailment
205,a motorcyclist without a helmet is waiting on a blue motorcycle near the road,a motorcyclist is riding a motorbike along a roadway,neutral
215,two dogs are playing by a tree,a dog is catching a stick in the air and another is watching,neutral
216,two dogs are playing by a tree,there is no dog leaping in the air,neutral
217,two dogs are playing by a tree,a dog is leaping high in the air and another is watching,neutral
223,a girl in white is dancing,the dancer is dancing in front of the sound equipment,neutral
224,a girl in white is dancing,the blond girl is dancing behind the sound equipment,neutral
226,a girl is wearing white clothes and is dancing,the blond girl is dancing in front of the sound equipment,neutral
227,the blond girl is dancing in front of the sound equipment,there is no girl in white dancing,neutral
232,three asian kids are dancing and a man is looking,three asian kids are dancing and there is no man looking,contradiction
233,three asian kids are dancing and a man is looking,an asian man is dancing and three kids are looking,neutral
234,the children of a family are playing and waiting,three asian kids are dancing and a serious man is looking,neutral
237,the children of a family are patiently playing and waiting,three asian kids are dancing and a man is looking,neutral
238,there are no children playing and waiting,three asian kids are dancing and a man is looking,neutral
240,a woman is wearing an egyptian hat on her head,a woman is wearing an egyptian headdress,entailment
241,a woman is wearing an egyptian headdress,a woman is wearing an indian headdress,neutral
248,the black woman is wearing glasses over the headdress,a woman is wearing an egyptian headdress,neutral
249,a woman is wearing an egyptian hat on her head,the woman is wearing glasses and a black headdress,neutral
254,a hiker is on top of the mountain and is dancing,there is no hiker dancing on top of the mountain,contradiction
256,there is no man on a rock high above some trees standing in a strange position,a man is on a rock high above some trees and is standing in a strange position,contradiction
257,a hiker is on top of the mountain and is dancing,a man is on a rock high above some trees and is standing in an uncomfortable position,neutral
258,a hiker is on top of the mountain and is dancing,there is no man on a rock high above some trees standing in a strange position,neutral
259,a man is on a rock high above some trees and is standing in a strange position,a hiker is on top of the mountain and is doing a joyful dance,neutral
260,there is no hiker dancing on top of the mountain,a man is on a rock high above some trees and is standing in a strange position,neutral
265,the brown horse is very near a red barrel at the rodeo,the brown horse is near a red barrel at the rodeo,entailment
266,the brown horse is near a red barrel at the rodeo,the brown horse is far from a red barrel at the rodeo,contradiction
269,a cowgirl is riding a brown horse and is cornering a barrel,the brown horse is near a red barrel at the rodeo,neutral
272,a cowgirl is riding a horse and corners a barrel,the brown horse is near a red barrel at the rodeo,neutral
273,a boy is standing in the cold water,a boy is standing in the water,entailment
276,the boy is sitting near the blue ocean,the boy is wading through the blue ocean,contradiction
277,a boy is standing in the water,the kid is swimming through the blue ocean,neutral
279,the boy is wading through the blue ocean,a boy is standing in the cold water,neutral
283,a man is playing a guitar on stage,there is no man playing a guitar on stage,contradiction
286,a man is playing a guitar on stage,a guitarist has blonde and flyaway hair,neutral
287,a man is playing a guitar on stage,a bald person is playing a guitar,neutral
289,there is no man playing a guitar on stage,a person has blonde and flyaway hair and is playing a guitar,neutral
291,several children are sitting down and have their knees raised,several children are lying down and are raising their knees,neutral
293,two young girls are sitting on the ground,two girls are sitting on the ground,entailment
296,two girls are lying on the ground,several children are sitting down and have their knees raised,neutral
301,a nude lady is walking in front of a crowd in body paint,there is no lady walking in body paint in front of a crowd ,contradiction
302,a nude lady is walking in front of a crowd in body paint,a nude crowd in body paint is walking in front of a lady ,neutral
303,a young topless woman is covered in paint,a topless girl is covered in paint,entailment
305,a nude lady is walking in front of a crowd in body paint,a topless girl is covered in paint,entailment
309,a nude crowd in body paint is walking in front of a lady,a young topless woman is covered in paint,neutral
310,a nude lady is walking in front of a crowd in body paint,a young topless woman is covered in paint,neutral
311,a group of people is near the ocean,a crowd of people is near the water,entailment
312,a crowd of people is near the water,a crowd of people is far from the water,contradiction
313,a group of children in uniforms is standing at a gate and one is kissing the mother,a group of children wearing the same clothes is waiting at a gate and one is kissing the mother,entailment
315,a group of mothers in uniforms is standing near the children and one is kissing the gate,a group of children in uniforms is standing at a gate and one is kissing the mother,neutral
323,a man is in a parking lot and is playing tennis against a large wall,a man is in a parking lot and is playing tennis against a friend,neutral
327,a man is in a parking lot and is playing tennis against a large wall,there is no man pointing at a car,neutral
329,a man is in a parking lot and is playing tennis against a friend,a man is pointing at a silver sedan,neutral
331,a group of people is on a beach,a group of people is near the sea,entailment
332,a group of people is on a beach,a group of people is on a mountain,neutral
333,a man a woman and two girls are walking on the beach,four people are walking on the beach,entailment
335,a group of people is on a beach,four people are walking on the beach,neutral
338,a man a woman and two girls are walking on the beach,a group of people is on a mountain,neutral
339,a man a woman and two girls are walking on the beach,a group of people is on a beach,entailment
340,a schoolgirl with a black bag is on a crowded train,a girl with a black bag is on a crowded train,entailment
341,there is no girl with a black bag on a crowded train,a girl with a black bag is on a crowded train,contradiction
342,a girl with a black bag is on a crowded train,a cramped black train is on the bag of a girl,neutral
344,an asian woman in a crowd is not carrying a black bag,an asian woman in a crowd is carrying a black bag,neutral
346,a girl with a black bag is on a crowded train,an asian woman in a crowd is not carrying a black bag,neutral
347,a schoolgirl with a black bag is on a crowded train,an asian woman in a crowd is carrying a black bag,neutral
351,a dog is chasing another and is holding a stick in its mouth,a dog is chasing another and is holding a piece of wood in its mouth,entailment
354,two dogs are running and carrying a toy in their mouths,two dogs are running and carrying an object in their mouths,entailment
358,a dog is chasing another and is holding a piece of wood in its mouth,two dogs are running and carrying an object in their mouths,neutral
360,two dogs are running and carrying an object in their mouths,a dog is chasing a stick and holding another dog in its mouth,neutral
361,a dog is chasing another and is holding a stick in its mouth,two dogs are running and carrying an object in their mouths,entailment
362,a dirty soccer ball is rolling into a goal net,a soccer ball is rolling into a goal net,entailment
363,a soccer ball is not rolling into a goal net,a soccer ball is rolling into a goal net,contradiction
366,a person who plays soccer is kicking a ball into the goal,a soccer ball is rolling into a goal net,neutral
367,a soccer ball is rolling into a goal net,a soccer player is kicking a ball out of the goal,neutral
370,a soccer ball is rolling into a goal net,a soccer player is kicking a ball into the goal,neutral
372,a man is sitting on a chair and rubbing his eyes,there is no man sitting on a chair and rubbing his eyes,contradiction
373,a man with tattoos is lounging on a couch and holding a pencil,a tattooed man is on a sofa and is holding a pencil,entailment
374,a man with tattoos is lounging on a couch and holding a pencil,a man with tattoos is lounging on a couch and is looking for a pencil,neutral
375,a man with tattoos is holding a couch with a pencil,a man with tattoos is lounging on a couch and holding a pencil,neutral
377,a man is sitting on a chair and rubbing his eyes,a man with tattoos is lounging on a couch and is looking for a pencil,neutral
378,a man with tattoos is holding a couch with a pencil,a man is sitting on a chair and rubbing his eyes,neutral
379,a man is resting on a chair and rubbing his eyes,a man with tattoos is lounging on a couch and holding a pencil,neutral
380,a man with tattoos is lounging on a couch and holding a pencil,there is no man sitting on a chair and rubbing his eyes,neutral
381,a man with tattoos is lounging on a couch and holding a pencil,a man is sitting on a chair and rubbing his eyes,neutral
387,a brown and white dog is running through the tall grass,a black and tan dog is running through the low and green grass,neutral
390,a white and tan dog is running through the tall and green grass,a brown and white dog is running through the tall grass,entailment
391,a man with paint covered clothes is sitting outside in a busy area writing something,a man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,entailment
392,there is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,a man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,contradiction
393,a sitting man is busy writing something in an area covered by paint,a man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,neutral
395,a man is sitting near a bike and is writing a note,there is no man writing a note near a bike,contradiction
396,a man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,a man is standing near a bike and is writing on a piece paper,neutral
397,there is no man writing a note near a bike,a man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,neutral
398,a man is sitting near a bike and is writing a note,a man with paint covered clothes is sitting outside in a busy area writing something,neutral
403,a group of scouts are camping in the grass,a group of scouts are hiking through the grass,neutral
404,some people are walking,people are walking,entailment
409,some people are walking,a group of scouts are camping in the grass,neutral
410,a group of scouts are hiking through the grass,some people are walking,entailment
413,two men are taking a break from a trip on a snowy road,two men are breaking into a car during a trip on a snowy road,neutral
415,two men with bikes are on the side of a snowy road,two men with cars are on the side of a snowy road,neutral
422,two men are holding fishing poles and fishing tackle,two men are holding fishing poles,entailment
423,two men are not holding fishing poles,two men are holding fishing poles,contradiction
427,two men are holding fishing poles,two men are standing near the water and are holding tools used for fishing,neutral
428,there is no man standing near the water and holding fishing poles,two men are holding fishing poles,neutral
434,the helmeted girl is riding a bike,the helmeted girl is perching on a bike,neutral
435,a woman is performing a trick on a ramp with a bicycle,a woman is jumping with a bicycle,neutral
436,a woman is performing a trick on a ramp with a bicycle,a woman is performing a trick on a ramp with a car,neutral
438,the helmeted girl is perching on a bike,a woman is performing a trick on a ramp with a car,neutral
439,the girl with a helmet is perching on a bike,a woman is performing a trick on a ramp with a bicycle,neutral
440,the helmeted girl is riding a bike,a woman is performing a trick on a ramp with a bicycle,neutral
441,a woman is performing a trick on a ramp with a bicycle,the helmeted girl is perching on a bike,neutral
442,a blonds girl is surfing,a blond girl is riding the waves,entailment
446,a lady is surfing and riding a wave,a boy is surfing and riding a wave,neutral
447,a woman is surfing,a blond girl is riding the waves,neutral
449,a lady is surfing and riding a wave,a blonds girl is surfing,neutral
451,a blond girl waves while she is riding,a lady is surfing and riding a wave,neutral
454,two children and an adult are standing next to a tree limb,two children and an adult are not standing next to a tree limb,contradiction
457,two children and an adult are standing next to a tree limb,two children are climbing a tree,neutral
461,two children and an adult are standing next to a tree limb,two children are hanging on a large branch,neutral
462,a man dressed in black is riding a bike,a man is performing a trick on a bike,neutral
465,a man is performing stunts on a green bicycle,a man is performing a trick on a green bicycle,entailment
470,there is no man dressed in black and riding a green bike,a man is performing a trick on a green bicycle,neutral
473,a boy is holding a squirt gun,a child is holding a squirt gun,entailment
475,a laughing child is holding a water gun and getting sprayed with water,a child with a gun that sprays water is laughing and getting hit by other boys,neutral
476,there is no child holding a water gun or getting sprayed with water,a laughing child is holding a water gun and getting sprayed with water,contradiction
477,a child with a gun that sprays water is laughing and getting hit by other boys,a child is holding a squirt gun,entailment
484,two daschunds are playing with a red ball,two dogs are playing with a small red ball,neutral
485,two cats are playing with a red ball,two daschunds are playing with a red ball,neutral
486,two brown dogs are fighting over a red ball and are playing in the grass,two dogs are playing with a small red ball,neutral
489,there is no dog playing with a red ball,two daschunds are playing with a red ball,contradiction
491,the black and white dog is running and a person stands behind it,the dog which is black and white is running and a person stands behind it,entailment
494,a little dog is sprinting and the person who owns it is trying to catch it,a little dog is sprinting and its owner is trying to catch it,entailment
496,the black and white dog is running and a person stands behind it,a little dog is sprinting and the person who owns it is trying to catch it,neutral
497,the black and white dog is running and a person stands behind it,a little dog is slowing down and the owner is quitting chasing it,neutral
499,the black and white dog isnt running and there is no person standing behind,a little dog is sprinting and its owner is trying to catch it,neutral
500,a black person is running along a white stand and a dog barks behind him,a little dog is sprinting and its owner is trying to catch it,neutral
505,a man wearing a dyed black shirt is sitting at the table and laughing,a black shirt is being worn by a man who is sitting at the table and laughing,entailment
506,a man wearing a dyed black shirt is sitting at the table and laughing,there is no man wearing a shirt dyed black sitting at the table and laughing,contradiction
507,a laughing man is dyeing a shirt black on the table which you cannot sit at,a man wearing a dyed black shirt is sitting at the table and laughing,neutral
508,a black shirt is being worn by a man who is sitting at the table and laughing,a man is sitting comfortably at a table,neutral
513,a man is sitting and tables a comfortable discussion,a man wearing a dyed black shirt is sitting at the table and laughing,neutral
514,a man is sitting comfortably at a table,a man wearing a dyed black shirt is sitting at the table and laughing,neutral
515,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,a woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians,entailment
516,a woman who is taking off a pink boa is stopping her bicycle on a bridge built for pedestrians,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,neutral
522,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,the woman wearing silver pants pink bellbottoms and a pink scarf isnt riding a bike,neutral
524,a woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians,the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike,neutral
527,a woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike,neutral
528,a person who is riding a bike is wearing gear which is black,a biker is wearing gear which is black,entailment
529,a biker is naked,a biker is wearing gear which is black,contradiction
531,a black helmet is being worn by a man who is pushing a bicycle,one man is wearing a black helmet and pushing a bicycle,entailment
535,a biker is wearing gear which is black,there is no man wearing a black helmet and pushing a bicycle,neutral
538,one man is wearing a black helmet and pushing a bicycle,a biker is naked,neutral
541,the man in a grey tshirt is sitting on a rock in front of the waterfall,the man in a tshirt dyed grey is sitting on a rock in front of a waterfall,entailment
542,the man in a grey tshirt is sitting on a rock in front of the waterfall,there is no man in a grey tshirt sitting on a rock in front of the waterfall,contradiction
545,a woman is standing and isnt looking at the waterfall,a woman is sitting and looking at the waterfall,neutral
548,a woman is standing and isnt looking at the waterfall,the man in a grey tshirt is sitting on a rock in front of the waterfall,neutral
550,the man in a tshirt dyed grey is sitting on a rock in front of a waterfall,a woman is sitting and looking at the waterfall,neutral
551,there is no man in a grey tshirt sitting on a rock in front of the waterfall,a woman is sitting and looking at the waterfall,neutral
552,a woman is sitting and looking at the waterfall,a rocker is sitting with a tshirt that has a man over a grey waterfall on the front,neutral
555,a dog which is brown and a black one are running in the grass,there is no dog running in the grass,contradiction
556,a black man is running in brown grass and racing a dog,a dog which is brown and a black one are running in the grass,neutral
557,a dark black dog and a light brown dog are playing in the yard in the back,a dark black dog and a light brown dog are playing in the backyard,entailment
560,a dark black dog and a light brown dog are playing in the yard in the back,a dog which is brown and a black one are running in the grass,neutral
561,a dark black dog and a light brown dog are fighting in the backyard,a dog which is brown and a black one are running in the grass,neutral
564,there is no dog running in the grass,a dark black dog and a light brown dog are playing in the backyard,neutral
565,a dark black dog and a light brown dog are playing in the backyard,a black man is running in brown grass and racing a dog,neutral
568,a dog that has a brown and white coat is sitting in shallow water,a dog that has a brown and white coat is trotting through shallow water,neutral
570,a white and brown dog is walking through the water with difficulty,a white and brown dog is pacing through the water with difficulty,entailment
581,a group of boys are quiet in front of a large door made of wood,a group of boys are playing with a ball in front of a large door made of wood,neutral
586,the children arent playing in front of a large door,a group of boys are playing with a ball in front of a large door made of wood,neutral
587,a bunch of boys are playing with a ball in front of a large door made of wood,the children are playing in front of a large door,entailment
588,the children are playing in front of a large door,a group of boys are quiet in front of a large door made of wood,neutral
597,a black red white and pink dress is being worn by a woman,a woman is taking off a cloak which is very large and revealing extravagant apparel,neutral
599,a woman is taking off a cloak which is very large and revealing an extravagant dress,a black red white and pink dress is being worn by a woman,neutral
601,a teenage girl is storing away beads that are red,a teenage girl is wearing beads that are red,neutral
603,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,a lady of young age with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,entailment
604,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,there is no young lady with light brown hair wearing a red necklace a sweatshirt and earrings and smiling,contradiction
605,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,a red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair earrings and a necklace ,neutral
606,a lady of young age with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,a teenage girl is wearing beads that are red,neutral
609,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,the teenage girl is wearing beads that are red,neutral
611,the girl likes red and isnt wearing beads for teenagers,a young lady with light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,neutral
617,a fearful little boy is on a climbing wall,a fearful little boy is on the ground,neutral
621,a boy is climbing up a wall artificially built for climbing and is attached to a rope,a climbing boy rescues the fearful cat from over the wall,neutral
622,a fearful little boy is on a climbing wall,a boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope,neutral
625,a boy is climbing up a wall artificially built for climbing and is attached to a rope,a fearful little boy is on a climbing wall,neutral
626,a dad is launching his daughter into a swimming pool,a father is launching the daughter in a swimming pool,entailment
628,a father is in the swimming pool during his daughters launch,a father is launching the daughter in a swimming pool,neutral
629,the man is tossing a kid into the swimming pool that is near the ocean,one man is tossing a kid into the swimming pool that is near the ocean,entailment
631,the man is tossing a kid into the swimming pool that is near the ocean,a kid swimming in the ocean is tossing a coin into the pool near the man,neutral
632,one man is tossing a kid into the swimming pool that is near the ocean,a father is launching the daughter in a swimming pool,neutral
634,a kid swimming in the ocean is tossing a coin into the pool near the man,a father is launching the daughter in a swimming pool,neutral
637,a father is in the swimming pool during his daughters launch,the man is tossing a kid into the swimming pool that is near the ocean,neutral
638,a father is launching the daughter in a swimming pool,the man is tossing a kid into the swimming pool that is near the ocean,neutral
641,a social climber is tying a man to a cliff with a rope,one man is climbing a cliff with a rope,neutral
643,a person is standing in front of a rock with a rope which is pink,a person is climbing a rock with a rope which is pink,neutral
645,a rock is being climbed by a person with a rope which is pink,one man is climbing a cliff with a rope,entailment
646,one man is climbing a cliff with a rope,a person is standing in front of a rock with a rope which is pink,neutral
648,a person is climbing a rock with a rope which is pink,one man is climbing the cliff with a rope,entailment
649,a person is climbing a rock with a rope which is pink,one man is descending a cliff with a rope,neutral
650,a person is climbing a rock with a rope which is pink,a social climber is tying a man to a cliff with a rope,neutral
653,a young boy isnt climbing a wall made of rock,the young boy is climbing the wall made of rock,contradiction
655,a young child is climbing a rock climbing wall which is indoors,a young kid is climbing a rock climbing wall which is indoors,entailment
657,a young child is climbing a rock climbing wall which is indoors,a child is indoors watching a program about some young climbers on a rock wall,neutral
660,a child is indoors watching a program about some young climbers on a rock wall,the young boy is climbing the wall made of rock,neutral
661,one young boy is climbing a wall made of rock,a young child is climbing a rock climbing wall which is indoors,neutral
663,a young climber is making a rock wall for the boys,a young child is climbing a rock climbing wall which is indoors,neutral
668,the cyclist is performing a trick in the air,the cyclist isnt performing a trick in the air,contradiction
671,one man is doing a bicycle trick in midair,the cyclist isnt performing a trick in the air,neutral
672,one man is doing a bicycle trick in midair,the air is tricking a performing cyclist,neutral
676,a dog which is black and a white one are staring at each other in the street,a dog which is black and another one which is white are staring at each other in the street,entailment
678,a dog which is black and a white one are staring at each other in the street,one white dog is staring at the black street,neutral
