premise,hypothesis,label
Two people are kickboxing and spectators are watching.,Two young women are not sparring in a kickboxing fight.,neutral
Two women are sparring in a kickboxing match.,Two people are kickboxing and spectators are not watching.,neutral
Three boys are jumping in the leaves.,Three kids are jumping in the leaves.,entailment
Three kids are sitting in the leaves.,Three kids are jumping in the leaves.,neutral
Children in red shirts are playing in the leaves.,Three kids are sitting in the leaves.,neutral
Children in red shirts are playing in the leaves.,Three kids are jumping in the leaves.,neutral
Two angels are making snow on the lying children.,Two children are lying in the snow and are making snow angels.,neutral
Two children are lying in the snow and are drawing angels.,Two people in snowsuits are lying in the snow and making snow angels.,neutral
Two people in snowsuits are lying in the snow and making snow angels.,Two angels are making snow on the lying children.,neutral
Two children are lying in the snow and are making snow angels.,Two people in snowsuits are lying in the snow and making snow angels.,neutral
People wearing costumes are gathering in a forest and are looking in the same direction.,Masked people are looking in the same direction in a forest.,entailment
People wearing costumes are gathering in a forest and are looking in the same direction.,People wearing costumes are scattering in a forest and are looking in different directions.,neutral
People are looking at some costumes gathered in the vicinity of the forest.,People wearing costumes are gathering in a forest and are looking in the same direction.,neutral
A little girl is looking at a woman in costume.,People wearing costumes are scattering in a forest and are looking in different directions.,neutral
A little girl is looking at a woman in costume.,People are looking at some costumes gathered in the vicinity of the forest.,neutral
A young girl is looking at a woman in costume.,People wearing costumes are gathering in a forest and are looking in the same direction.,neutral
People wearing costumes are gathering in a forest and are looking in the same direction.,The little girl is looking at a man in costume.,neutral
People wearing costumes are gathering in a forest and are looking in the same direction.,A little girl in costume looks like a woman.,neutral
A lone biker is jumping in the air.,"A biker is jumping in the air, alone.",entailment
There is no biker jumping in the air.,A lone biker is jumping in the air.,contradiction
A man is jumping into an empty pool.,A man is jumping into a full pool.,contradiction
A man is jumping into an empty pool.,The man's jumper is in the empty pool.,neutral
A lone biker is jumping in the air.,A man is jumping into a full pool.,neutral
The man's jumper is in the empty pool.,A lone biker is jumping in the air.,neutral
A lone biker is jumping in the air.,A man is jumping into an empty pool.,neutral
Four kids are doing backbends in the park.,Four children are doing backbends in the park.,entailment
Four children are doing backbends in the gym.,Four children are doing backbends in the park.,neutral
Four girls are doing backbends and playing in the garden.,Four girls are doing backbends and playing outdoors.,entailment
A man who is playing is running with the ball in his hands.,A player is running with the ball.,entailment
Two groups of people are playing football.,A player is running with the ball.,neutral
Two teams are competing in a baseball game.,A player is running with the ball.,neutral
A player is running with the ball.,Two teams are competing in a football match.,neutral
Five wooden stands are in front of each child's hut.,Five children are standing in front of a wooden hut.,neutral
Five kids are standing close together and one kid has a gun.,Five kids are standing close together and none of the kids has a gun.,contradiction
Five kids are standing close together and none of the kids has a gun.,Five children are standing in front of a wooden hut.,neutral
Five children are standing in a wooden hut.,Five kids are standing close together and one kid has a gun.,neutral
Five wooden stands are in front of each child's hut.,Five kids are standing close together and one kid has a gun.,neutral
An old man is sitting in a field.,A man is sitting in a field.,entailment
A man is sitting in a field.,A man is running in a field.,neutral
A person is wearing a hat and is sitting on the grass.,A person is sitting in a field and is wearing a hat.,neutral
A person is sitting and wearing a grass hat.,A person is wearing a hat and is sitting on the grass.,neutral
A person is sitting and wearing a grass hat.,A man is sitting in a field.,neutral
A man is sitting in a field.,A person is wearing a hat and is sitting on the grass.,neutral
The current is being ridden by a group of friends in a raft.,A group of friends are riding the current in a raft.,entailment
A group of friends are riding the current in a raft.,A group is not riding the current in a raft.,contradiction
The current is being ridden by a group of friends in a raft.,This group of people is practicing water safety and wearing preservers.,neutral
A group of friends are riding the current in a raft.,This group of people is practicing water safety and wearing preservers.,neutral
A deer is jumping over a fence.,A deer isn't jumping over the fence.,contradiction
People are walking inside a building that has many murals on it.,People are walking outside a building that has many murals on it.,neutral
Several people are in front of a colorful building.,Nobody is in front of the colorful building.,contradiction
People are walking outside a building that has many murals on it.,Nobody is in front of the colorful building.,neutral
People are walking outside the building that has several murals on it.,Several people are in front of a colorful building.,entailment
A family is watching a little boy who is hitting a baseball.,A family is watching a little boy who is missing a baseball.,neutral
A child is hitting a baseball.,A family is watching a little boy who is missing a baseball.,neutral
A child is missing a baseball.,A family is watching a little boy who is hitting a baseball.,neutral
A purple crowd of people is eating on various red lit restaurant tables.,Various people are eating at red tables in a crowded restaurant with purple lights.,neutral
A large group of Asian people is eating at a restaurant.,Various customers are eating in a crowded restaurant with purple lights.,neutral
A purple crowd of people is eating on various red lit restaurant tables.,A large group of Asian people is eating at a restaurant.,neutral
Various people are eating at red tables in a crowded restaurant with purple lights.,A small group of people is waiting to eat in a restaurant.,neutral
A motorcycle rider is standing up on the seat of a white motorcycle.,No motorcycle rider is standing up on the seat of a motorcycle.,contradiction
Nobody is on a motorcycle and is standing on the seat.,Someone is on a black and white motorcycle and is standing on the seat.,contradiction
A motorcyclist is riding a motorbike dangerously along a roadway.,A motorcyclist is riding a motorbike along a roadway.,entailment
There is no motorcyclist riding a motorbike along a roadway.,A motorcyclist is riding a motorbike along a roadway.,contradiction
A man with a helmet painted red is riding a blue motorcycle down the road.,A motorcyclist with a red helmet is riding a blue motorcycle down the road.,entailment
A motorcyclist without a helmet is waiting on a blue motorcycle near the road.,A motorcyclist is riding a motorbike along a roadway.,neutral
Two dogs are playing by a tree.,A dog is catching a stick in the air and another is watching.,neutral
Two dogs are playing by a tree.,There is no dog leaping in the air.,neutral
Two dogs are playing by a tree.,A dog is leaping high in the air and another is watching.,neutral
A girl in white is dancing.,The dancer is dancing in front of the sound equipment.,neutral
A girl in white is dancing.,The blond girl is dancing behind the sound equipment.,neutral
A girl is wearing white clothes and is dancing.,The blond girl is dancing in front of the sound equipment.,neutral
The blond girl is dancing in front of the sound equipment.,There is no girl in white dancing.,neutral
Three Asian kids are dancing and a man is looking.,Three Asian kids are dancing and there is no man looking.,contradiction
Three Asian kids are dancing and a man is looking.,An Asian man is dancing and three kids are looking.,neutral
The children of a family are playing and waiting.,Three Asian kids are dancing and a serious man is looking.,neutral
The children of a family are patiently playing and waiting.,Three Asian kids are dancing and a man is looking.,neutral
There are no children playing and waiting.,Three Asian kids are dancing and a man is looking.,neutral
A woman is wearing an Egyptian hat on her head.,A woman is wearing an Egyptian headdress.,entailment
A woman is wearing an Egyptian headdress.,A woman is wearing an Indian headdress.,neutral
The black woman is wearing glasses over the headdress.,A woman is wearing an Egyptian headdress.,neutral
A woman is wearing an Egyptian hat on her head.,The woman is wearing glasses and a black headdress.,neutral
A hiker is on top of the mountain and is dancing.,There is no hiker dancing on top of the mountain.,contradiction
There is no man on a rock high above some trees standing in a strange position.,A man is on a rock high above some trees and is standing in a strange position.,contradiction
A hiker is on top of the mountain and is dancing.,A man is on a rock high above some trees and is standing in an uncomfortable position.,neutral
A hiker is on top of the mountain and is dancing.,There is no man on a rock high above some trees standing in a strange position.,neutral
A man is on a rock high above some trees and is standing in a strange position.,A hiker is on top of the mountain and is doing a joyful dance.,neutral
There is no hiker dancing on top of the mountain.,A man is on a rock high above some trees and is standing in a strange position.,neutral
The brown horse is very near a red barrel at the rodeo.,The brown horse is near a red barrel at the rodeo.,entailment
The brown horse is near a red barrel at the rodeo.,The brown horse is far from a red barrel at the rodeo.,contradiction
A cowgirl is riding a brown horse and is cornering a barrel.,The brown horse is near a red barrel at the rodeo.,neutral
A cowgirl is riding a horse and corners a barrel.,The brown horse is near a red barrel at the rodeo.,neutral
A boy is standing in the cold water.,A boy is standing in the water.,entailment
The boy is sitting near the blue ocean.,The boy is wading through the blue ocean.,contradiction
A boy is standing in the water.,The kid is swimming through the blue ocean.,neutral
The boy is wading through the blue ocean.,A boy is standing in the cold water.,neutral
A man is playing a guitar on stage.,There is no man playing a guitar on stage.,contradiction
A man is playing a guitar on stage.,A guitarist has blonde and flyaway hair.,neutral
A man is playing a guitar on stage.,A bald person is playing a guitar.,neutral
There is no man playing a guitar on stage.,A person has blonde and flyaway hair and is playing a guitar.,neutral
Several children are sitting down and have their knees raised.,Several children are lying down and are raising their knees.,neutral
Two young girls are sitting on the ground.,Two girls are sitting on the ground.,entailment
Two girls are lying on the ground.,Several children are sitting down and have their knees raised.,neutral
A nude lady is walking in front of a crowd in body paint.,There is no lady walking in body paint in front of a crowd .,contradiction
A nude lady is walking in front of a crowd in body paint.,A nude crowd in body paint is walking in front of a lady .,neutral
"A young, topless woman is covered in paint.",A topless girl is covered in paint.,entailment
A nude lady is walking in front of a crowd in body paint.,A topless girl is covered in paint.,entailment
A nude crowd in body paint is walking in front of a lady.,"A young, topless woman is covered in paint.",neutral
A nude lady is walking in front of a crowd in body paint.,"A young, topless woman is covered in paint.",neutral
A group of people is near the ocean.,A crowd of people is near the water.,entailment
A crowd of people is near the water.,A crowd of people is far from the water.,contradiction
A group of children in uniforms is standing at a gate and one is kissing the mother.,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother.,entailment
A group of mothers in uniforms is standing near the children and one is kissing the gate.,A group of children in uniforms is standing at a gate and one is kissing the mother.,neutral
A man is in a parking lot and is playing tennis against a large wall.,A man is in a parking lot and is playing tennis against a friend.,neutral
A man is in a parking lot and is playing tennis against a large wall.,There is no man pointing at a car.,neutral
A man is in a parking lot and is playing tennis against a friend.,A man is pointing at a silver sedan.,neutral
A group of people is on a beach.,A group of people is near the sea.,entailment
A group of people is on a beach.,A group of people is on a mountain.,neutral
"A man, a woman and two girls are walking on the beach.",Four people are walking on the beach.,entailment
A group of people is on a beach.,Four people are walking on the beach.,neutral
"A man, a woman and two girls are walking on the beach.",A group of people is on a mountain.,neutral
"A man, a woman and two girls are walking on the beach.",A group of people is on a beach.,entailment
A schoolgirl with a black bag is on a crowded train.,A girl with a black bag is on a crowded train.,entailment
There is no girl with a black bag on a crowded train.,A girl with a black bag is on a crowded train.,contradiction
A girl with a black bag is on a crowded train.,A cramped black train is on the bag of a girl.,neutral
An Asian woman in a crowd is not carrying a black bag.,An Asian woman in a crowd is carrying a black bag.,neutral
A girl with a black bag is on a crowded train.,An Asian woman in a crowd is not carrying a black bag.,neutral
A schoolgirl with a black bag is on a crowded train.,An Asian woman in a crowd is carrying a black bag.,neutral
A dog is chasing another and is holding a stick in its mouth.,A dog is chasing another and is holding a piece of wood in its mouth.,entailment
Two dogs are running and carrying a toy in their mouths.,Two dogs are running and carrying an object in their mouths.,entailment
A dog is chasing another and is holding a piece of wood in its mouth.,Two dogs are running and carrying an object in their mouths.,neutral
Two dogs are running and carrying an object in their mouths.,A dog is chasing a stick and holding another dog in its mouth.,neutral
A dog is chasing another and is holding a stick in its mouth.,Two dogs are running and carrying an object in their mouths.,entailment
A dirty soccer ball is rolling into a goal net.,A soccer ball is rolling into a goal net.,entailment
A soccer ball is not rolling into a goal net.,A soccer ball is rolling into a goal net.,contradiction
A person who plays soccer is kicking a ball into the goal.,A soccer ball is rolling into a goal net.,neutral
A soccer ball is rolling into a goal net.,A soccer player is kicking a ball out of the goal.,neutral
A soccer ball is rolling into a goal net.,A soccer player is kicking a ball into the goal.,neutral
A man is sitting on a chair and rubbing his eyes.,There is no man sitting on a chair and rubbing his eyes.,contradiction
A man with tattoos is lounging on a couch and holding a pencil.,A tattooed man is on a sofa and is holding a pencil.,entailment
A man with tattoos is lounging on a couch and holding a pencil.,A man with tattoos is lounging on a couch and is looking for a pencil.,neutral
A man with tattoos is holding a couch with a pencil.,A man with tattoos is lounging on a couch and holding a pencil.,neutral
A man is sitting on a chair and rubbing his eyes.,A man with tattoos is lounging on a couch and is looking for a pencil.,neutral
A man with tattoos is holding a couch with a pencil.,A man is sitting on a chair and rubbing his eyes.,neutral
A man is resting on a chair and rubbing his eyes.,A man with tattoos is lounging on a couch and holding a pencil.,neutral
A man with tattoos is lounging on a couch and holding a pencil.,There is no man sitting on a chair and rubbing his eyes.,neutral
A man with tattoos is lounging on a couch and holding a pencil.,A man is sitting on a chair and rubbing his eyes.,neutral
A brown and white dog is running through the tall grass.,A black and tan dog is running through the low and green grass.,neutral
A white and tan dog is running through the tall and green grass.,A brown and white dog is running through the tall grass.,entailment
A man with paint covered clothes is sitting outside in a busy area writing something.,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.,entailment
There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something.,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.,contradiction
A sitting man is busy writing something in an area covered by paint.,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.,neutral
A man is sitting near a bike and is writing a note.,There is no man writing a note near a bike.,contradiction
A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.,A man is standing near a bike and is writing on a piece paper.,neutral
There is no man writing a note near a bike.,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something.,neutral
A man is sitting near a bike and is writing a note.,A man with paint covered clothes is sitting outside in a busy area writing something.,neutral
A group of scouts are camping in the grass.,A group of scouts are hiking through the grass.,neutral
Some people are walking.,People are walking.,entailment
Some people are walking.,A group of scouts are camping in the grass.,neutral
A group of scouts are hiking through the grass.,Some people are walking.,entailment
Two men are taking a break from a trip on a snowy road.,Two men are breaking into a car during a trip on a snowy road.,neutral
Two men with bikes are on the side of a snowy road.,Two men with cars are on the side of a snowy road.,neutral
Two men are holding fishing poles and fishing tackle.,Two men are holding fishing poles.,entailment
Two men are not holding fishing poles.,Two men are holding fishing poles.,contradiction
Two men are holding fishing poles.,Two men are standing near the water and are holding tools used for fishing.,neutral
There is no man standing near the water and holding fishing poles.,Two men are holding fishing poles.,neutral
The helmeted girl is riding a bike.,The helmeted girl is perching on a bike.,neutral
A woman is performing a trick on a ramp with a bicycle.,A woman is jumping with a bicycle.,neutral
A woman is performing a trick on a ramp with a bicycle.,A woman is performing a trick on a ramp with a car.,neutral
The helmeted girl is perching on a bike.,A woman is performing a trick on a ramp with a car.,neutral
The girl with a helmet is perching on a bike.,A woman is performing a trick on a ramp with a bicycle.,neutral
The helmeted girl is riding a bike.,A woman is performing a trick on a ramp with a bicycle.,neutral
A woman is performing a trick on a ramp with a bicycle.,The helmeted girl is perching on a bike.,neutral
A blonds girl is surfing.,A blond girl is riding the waves.,entailment
A lady is surfing and riding a wave.,A boy is surfing and riding a wave.,neutral
A woman is surfing.,A blond girl is riding the waves.,neutral
A lady is surfing and riding a wave.,A blonds girl is surfing.,neutral
A blond girl waves while she is riding.,A lady is surfing and riding a wave.,neutral
Two children and an adult are standing next to a tree limb.,Two children and an adult are not standing next to a tree limb.,contradiction
Two children and an adult are standing next to a tree limb.,Two children are climbing a tree.,neutral
Two children and an adult are standing next to a tree limb.,Two children are hanging on a large branch.,neutral
A man dressed in black is riding a bike.,A man is performing a trick on a bike.,neutral
A man is performing stunts on a green bicycle.,A man is performing a trick on a green bicycle.,entailment
There is no man dressed in black and riding a green bike.,A man is performing a trick on a green bicycle.,neutral
A boy is holding a squirt gun.,A child is holding a squirt gun.,entailment
A laughing child is holding a water gun and getting sprayed with water.,A child with a gun that sprays water is laughing and getting hit by other boys.,neutral
There is no child holding a water gun or getting sprayed with water.,A laughing child is holding a water gun and getting sprayed with water.,contradiction
A child with a gun that sprays water is laughing and getting hit by other boys.,A child is holding a squirt gun.,entailment
Two daschunds are playing with a red ball.,Two dogs are playing with a small red ball.,neutral
Two cats are playing with a red ball.,Two daschunds are playing with a red ball.,neutral
Two brown dogs are fighting over a red ball and are playing in the grass.,Two dogs are playing with a small red ball.,neutral
There is no dog playing with a red ball.,Two daschunds are playing with a red ball.,contradiction
The black and white dog is running and a person stands behind it.,"The dog, which is black and white, is running and a person stands behind it.",entailment
A little dog is sprinting and the person who owns it is trying to catch it.,A little dog is sprinting and its owner is trying to catch it.,entailment
The black and white dog is running and a person stands behind it.,A little dog is sprinting and the person who owns it is trying to catch it.,neutral
The black and white dog is running and a person stands behind it.,A little dog is slowing down and the owner is quitting chasing it.,neutral
The black and white dog isn't running and there is no person standing behind.,A little dog is sprinting and its owner is trying to catch it.,neutral
A black person is running along a white stand and a dog barks behind him.,A little dog is sprinting and its owner is trying to catch it.,neutral
A man wearing a dyed black shirt is sitting at the table and laughing.,A black shirt is being worn by a man who is sitting at the table and laughing.,entailment
A man wearing a dyed black shirt is sitting at the table and laughing.,"There is no man wearing a shirt dyed black, sitting at the table and laughing.",contradiction
A laughing man is dyeing a shirt black on the table which you cannot sit at.,A man wearing a dyed black shirt is sitting at the table and laughing.,neutral
A black shirt is being worn by a man who is sitting at the table and laughing.,A man is sitting comfortably at a table.,neutral
A man is sitting and tables a comfortable discussion.,A man wearing a dyed black shirt is sitting at the table and laughing.,neutral
A man is sitting comfortably at a table.,A man wearing a dyed black shirt is sitting at the table and laughing.,neutral
A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians.,A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians.,entailment
A woman who is taking off a pink boa is stopping her bicycle on a bridge built for pedestrians.,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians.,neutral
A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians.,"The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike.",neutral
A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians.,"The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike.",neutral
A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians.,"The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike.",neutral
"A person, who is riding a bike, is wearing gear which is black.",A biker is wearing gear which is black.,entailment
A biker is naked.,A biker is wearing gear which is black.,contradiction
A black helmet is being worn by a man who is pushing a bicycle.,One man is wearing a black helmet and pushing a bicycle.,entailment
A biker is wearing gear which is black.,There is no man wearing a black helmet and pushing a bicycle.,neutral
One man is wearing a black helmet and pushing a bicycle.,A biker is naked.,neutral
The man in a grey t-shirt is sitting on a rock in front of the waterfall.,The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall.,entailment
The man in a grey t-shirt is sitting on a rock in front of the waterfall.,There is no man in a grey t-shirt sitting on a rock in front of the waterfall.,contradiction
A woman is standing and isn't looking at the waterfall.,A woman is sitting and looking at the waterfall.,neutral
A woman is standing and isn't looking at the waterfall.,The man in a grey t-shirt is sitting on a rock in front of the waterfall.,neutral
The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall.,A woman is sitting and looking at the waterfall.,neutral
There is no man in a grey t-shirt sitting on a rock in front of the waterfall.,A woman is sitting and looking at the waterfall.,neutral
A woman is sitting and looking at the waterfall.,A rocker is sitting with a t-shirt that has a man over a grey waterfall on the front.,neutral
"A dog, which is brown, and a black one are running in the grass.",There is no dog running in the grass.,contradiction
A black man is running in brown grass and racing a dog.,"A dog, which is brown, and a black one are running in the grass.",neutral
A dark black dog and a light brown dog are playing in the yard in the back.,A dark black dog and a light brown dog are playing in the backyard.,entailment
A dark black dog and a light brown dog are playing in the yard in the back.,"A dog, which is brown, and a black one are running in the grass.",neutral
A dark black dog and a light brown dog are fighting in the backyard.,"A dog, which is brown, and a black one are running in the grass.",neutral
There is no dog running in the grass.,A dark black dog and a light brown dog are playing in the backyard.,neutral
A dark black dog and a light brown dog are playing in the backyard.,A black man is running in brown grass and racing a dog.,neutral
A dog that has a brown and white coat is sitting in shallow water.,A dog that has a brown and white coat is trotting through shallow water.,neutral
A white and brown dog is walking through the water with difficulty.,A white and brown dog is pacing through the water with difficulty.,entailment
A group of boys are quiet in front of a large door made of wood.,A group of boys are playing with a ball in front of a large door made of wood.,neutral
The children aren't playing in front of a large door.,A group of boys are playing with a ball in front of a large door made of wood.,neutral
A bunch of boys are playing with a ball in front of a large door made of wood.,The children are playing in front of a large door.,entailment
The children are playing in front of a large door.,A group of boys are quiet in front of a large door made of wood.,neutral
"A black, red, white and pink dress is being worn by a woman.","A woman is taking off a cloak, which is very large, and revealing extravagant apparel.",neutral
"A woman is taking off a cloak, which is very large, and revealing an extravagant dress.","A black, red, white and pink dress is being worn by a woman.",neutral
A teenage girl is storing away beads that are red.,A teenage girl is wearing beads that are red.,neutral
"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling.","A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling.",entailment
"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling.","There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling.",contradiction
"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling.","A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace .",neutral
"A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling.",A teenage girl is wearing beads that are red.,neutral
"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling.",The teenage girl is wearing beads that are red.,neutral
The girl likes red and isn't wearing beads for teenagers.,"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling.",neutral
A fearful little boy is on a climbing wall.,A fearful little boy is on the ground.,neutral
A boy is climbing up a wall artificially built for climbing and is attached to a rope.,A climbing boy rescues the fearful cat from over the wall.,neutral
A fearful little boy is on a climbing wall.,A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope.,neutral
A boy is climbing up a wall artificially built for climbing and is attached to a rope.,A fearful little boy is on a climbing wall.,neutral
A dad is launching his daughter into a swimming pool.,A father is launching the daughter in a swimming pool.,entailment
A father is in the swimming pool during his daughters launch.,A father is launching the daughter in a swimming pool.,neutral
The man is tossing a kid into the swimming pool that is near the ocean.,One man is tossing a kid into the swimming pool that is near the ocean.,entailment
The man is tossing a kid into the swimming pool that is near the ocean.,"A kid swimming in the ocean is tossing a coin into the pool, near the man.",neutral
One man is tossing a kid into the swimming pool that is near the ocean.,A father is launching the daughter in a swimming pool.,neutral
"A kid swimming in the ocean is tossing a coin into the pool, near the man.",A father is launching the daughter in a swimming pool.,neutral
A father is in the swimming pool during his daughters launch.,The man is tossing a kid into the swimming pool that is near the ocean.,neutral
A father is launching the daughter in a swimming pool.,The man is tossing a kid into the swimming pool that is near the ocean.,neutral
A social climber is tying a man to a cliff with a rope.,One man is climbing a cliff with a rope.,neutral
"A person is standing in front of a rock with a rope, which is pink.","A person is climbing a rock with a rope, which is pink.",neutral
"A rock is being climbed by a person with a rope, which is pink.",One man is climbing a cliff with a rope.,entailment
One man is climbing a cliff with a rope.,"A person is standing in front of a rock with a rope, which is pink.",neutral
"A person is climbing a rock with a rope, which is pink.",One man is climbing the cliff with a rope.,entailment
"A person is climbing a rock with a rope, which is pink.",One man is descending a cliff with a rope.,neutral
"A person is climbing a rock with a rope, which is pink.",A social climber is tying a man to a cliff with a rope.,neutral
A young boy isn't climbing a wall made of rock.,The young boy is climbing the wall made of rock.,contradiction
A young child is climbing a rock climbing wall which is indoors.,A young kid is climbing a rock climbing wall which is indoors.,entailment
A young child is climbing a rock climbing wall which is indoors.,A child is indoors watching a program about some young climbers on a rock wall.,neutral
A child is indoors watching a program about some young climbers on a rock wall.,The young boy is climbing the wall made of rock.,neutral
One young boy is climbing a wall made of rock.,A young child is climbing a rock climbing wall which is indoors.,neutral
A young climber is making a rock wall for the boys.,A young child is climbing a rock climbing wall which is indoors.,neutral
The cyclist is performing a trick in the air.,The cyclist isn't performing a trick in the air.,contradiction
One man is doing a bicycle trick in midair.,The cyclist isn't performing a trick in the air.,neutral
One man is doing a bicycle trick in midair.,The air is tricking a performing cyclist.,neutral
"A dog, which is black, and a white one are staring at each other in the street.","A dog, which is black, and another one, which is white, are staring at each other in the street.",entailment
"A dog, which is black, and a white one are staring at each other in the street.",One white dog is staring at the black street.,neutral
Two dogs of different breeds are looking angrily at each other across a street.,Two dogs of different breeds are looking at each other across a street.,entailment
Two dogs of different breeds are looking at each other across a street.,There are no dogs of different breeds looking at each other across a street.,contradiction
"A dog, which is black, and another one, which is white, are staring at each other in the street.",Two dogs of different breeds are looking at each other across a street.,neutral
"A dog next to a tree, which is probably a pine, is dropping a bucket.","A dog next to a tree, which is probably a pine, is biting a bucket.",neutral
"A dog next to a tree, which is probably a pine, is biting a bucket.",A dog in a bucket is biting a tree which is probably a pine.,neutral
A dog which is furry and black is in a backyard and is carrying a basket in its mouth.,A dog which is furry and black is in a back yard and is carrying a basket in its mouth.,entailment
A dog which is furry and black is in a back yard and is carrying a basket in its mouth.,There is no dog which is furry and black in a back yard carrying a basket in its mouth.,contradiction
"A dog next to a tree, which is probably a pine, is biting a bucket.",There is no dog which is furry and black in a back yard carrying a basket in its mouth.,neutral
A dog in the backyard is carrying black fur in a basket in its mouth.,"A dog next to a tree, which is probably a pine, is biting a bucket.",neutral
A dog which is furry and black is in a back yard and is carrying a basket in its mouth.,"A dog next to a tree, which is probably a pine, is dropping a bucket.",neutral
Two persons of large size are sitting on a park bench and they have a bottle of soda between them.,Two large persons are sitting on a park bench and they have a bottle of soda between them.,entailment
Two large persons are sitting on a park bench and they have a bottle of soda between them.,Two large persons are standing near a park bench and they have nothing between them.,contradiction
Two large park benches have a person sitting and a bottle of soda between them.,Two large persons are sitting on a park bench and they have a bottle of soda between them.,entailment
A man and a woman are sitting comfortably on the bench.,Two persons of large size are sitting on a park bench and they have a bottle of soda between them.,neutral
The man is racing for the lead.,A man is leading the race.,neutral
A few men in a competition are running outside.,One man is leading the race.,neutral
A man is bringing up the rear of the race.,A few men in a competition are running outside.,neutral
A few men in a competition are running outside.,A man is leading the race.,neutral
A man with a camera is studying the subject.,There is no man with a camera studying the subject.,contradiction
A man with a camera is studying the subject.,The study subject is a camera man.,neutral
The man with the dyed purple hat is operating a camera that makes videos.,The man in the purple hat is operating a camera that makes videos.,entailment
The man in the purple hat isn't operating a camera that makes videos.,The man in the purple hat is operating a camera that makes videos.,contradiction
The man with the dyed purple hat is operating a camera that makes videos.,A man with a camera is studying the subject.,neutral
A man with a camera is studying the subject.,The man in the purple hat isn't operating a camera that makes videos.,neutral
The man in the purple hat is operating a camera that makes videos.,The subject is being studied by a man with a camera.,neutral
The man in the purple hat is operating a camera that makes videos.,There is no man with a camera studying the subject.,neutral
The study subject is a camera man.,The man in the purple hat is operating a camera that makes videos.,neutral
The man in the purple hat is operating a camera that makes videos.,A man with a camera is studying the subject.,neutral
The bride and the groom are leaving after the marriage.,The bride and the groom are leaving after the wedding.,entailment
The bride and the groom are arriving after the wedding.,The bride and the groom are leaving after the wedding.,neutral
A married couple is walking up the aisle.,A married couple is walking down the aisle.,entailment
The priest is walking down the aisle to marry a couple.,The bride and the groom are leaving after the wedding.,neutral
The bride and the groom are leaving after the marriage.,A married couple is walking down the aisle.,neutral
The bride and the groom are arriving after the wedding.,A married couple is walking down the aisle.,neutral
A married couple is walking down the aisle.,The bride is leaving the groom after the wedding.,neutral
A married couple is walking down the aisle.,The bride and the groom are leaving after the wedding.,neutral
The presentation is being watched by a classroom of students.,The presentation is being attended by a classroom of students.,entailment
The presentation is being attended by a classroom of students.,A classroom is full of students.,neutral
The presentation is being watched by a classroom of students.,A classroom is empty.,neutral
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees.,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees.,neutral
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees.,A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow.,neutral
The kid is happily sliding in the snow.,The kid is sliding in the snow.,entailment
A snow slide is full of kids.,The kid is sliding in the snow.,neutral
A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees.,The kid is still in the snow.,entailment
The kid is sliding in the snow.,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees.,neutral
A woman and a dog are peacefully sitting on a tree stump.,A woman and a dog are sitting on a tree stump.,entailment
"A woman, who is old, is near a dog that has a white coat.","A woman, who is old, is near a white dog.",entailment
"A woman, who is old, is far from a white dog.",A woman and a dog are sitting on a tree stump.,neutral
