id,premise,hypothesis,label
1853,A man is removing the butter from a piece of bread which is big.,A man is spreading butter on a piece of bread which is big.,neutral
1854,The man is carelessly smearing butter on a slice of garlic bread.,"A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man.",neutral
1866,The parrot is talking into the microphone.,There is no parrot speaking.,contradiction
1869,A parrot is speaking.,The parrot is silent in front of the microphone.,contradiction
1873,Some kittens are hungry.,Some kittens are eating.,neutral
1874,A man is eating near the kittens.,Some kittens are eating.,neutral
1876,The food on the trays isn't being eaten by the kittens.,The food on the trays is being eaten by the kittens.,contradiction
1878,The kittens are eating the food on the trays.,Some kittens are eating.,entailment
1879,The food on the trays isn't being eaten by the kittens.,Some kittens are eating.,contradiction
1882,Some kittens are hungry.,The food on the trays is being eaten by the kittens.,neutral
1884,The food on the trays is being eaten by the kittens.,Some kittens are eating.,entailment
1886,A person is singing and playing the guitar.,There is no person singing and playing the guitar.,contradiction
1887,A person is singing and playing the guitar.,The singer is playing the guitar in front of a person.,neutral
1888,A man is passionately playing a guitar.,One man is passionately playing the guitar.,entailment
1892,A man is putting away a guitar.,A person is singing and playing the guitar.,neutral
1894,A man is passionately playing a guitar.,A person is singing and playing a guitar.,neutral
1897,A person is singing and playing the guitar.,A man is passionately playing a guitar.,neutral
1898,Some animals are playing wildly in the water.,A few animals are playing in the water.,entailment
1904,A few animals are playing in the water.,Nobody is playing ping pong.,neutral
1907,Two people are playing ping pong.,A few animals are out of the water.,neutral
1908,Two people are playing ping pong.,A few animals are playing in the water.,neutral
1909,The windows are being polished by a man.,The windows are being cleaned by a man.,entailment
1910,The windows are being cleaned by a man.,There is no window being cleaned by a man.,contradiction
1912,The man is driving a car carefully.,The man is driving a car.,entailment
1918,The man is driving a car.,The windows are being polished by a man.,neutral
1919,The man is driving a car.,There is no window being cleaned by a man.,neutral
1921,The windows are being cleaned by a man.,The man is driving a car.,neutral
1927,The woman is pouring oil into a skillet.,The skillet is being oiled by a woman who is pouring some water.,neutral
1934,The woman is pouring oil into a skillet.,A chimp is angrily kicking a target.,neutral
1935,The baby is being put into a trash can by a woman.,A woman is putting the baby into a trash can.,entailment
1936,There is no baby being put into a trash can by a woman.,The baby is being put into a trash can by a woman.,contradiction
1939,The baby is being put into a trash can by a woman.,A person is putting meat into a skillet carelessly.,neutral
1940,A person is taking away the meat in the skillet.,The baby is being put into a trash can by a woman.,neutral
1942,A person is putting meat into a skillet.,There is no baby being put into a trash can by a woman.,neutral
1943,The baby is being put into a trash can by a woman.,A person is putting meat into a skillet.,neutral
1946,One small child is greedily drinking water from the cup.,One small child is drinking water from the cup.,entailment
1948,The kitten is eagerly drinking some milk from the bowl.,One small child is greedily drinking water from the cup.,neutral
1949,The kitten is eagerly drinking some milk from the bowl.,One small child is filling the cup with water.,neutral
1954,The band is singing.,The band isn't singing.,contradiction
1955,The singer is leaving the band.,The band is singing .,neutral
1961,A woman is putting on makeup carefully.,The band isn't singing.,neutral
1963,A woman is putting on makeup carefully.,The band is singing .,neutral
1967,"The woman is happily playing a guitar, which is acoustic, and singing.","The woman is playing a guitar, which is acoustic, and singing.",entailment
1969,The singer is playing the guitar at an acoustic concert for a woman.,"The woman is playing a guitar, which is acoustic, and singing.",neutral
1970,"The woman is happily playing a guitar, which is acoustic, and singing.",A person is playing a guitar and singing.,entailment
1972,The singer is playing the guitar at an acoustic concert for a woman.,A person is playing a guitar and singing.,entailment
1974,Nobody is playing the guitar and singing.,"The woman is playing a guitar, which is acoustic, and singing.",contradiction
1975,"The woman is playing a guitar, which is acoustic, and singing.",The singer is hiring a person to fire the guitar player.,neutral
1978,There is no water being drunk by a cat.,Some water is being drunk by a cat.,contradiction
1981,A truck is quickly going down a hill.,A truck is quickly going up a hill.,neutral
1984,A truck is quickly going down a hill.,Some water is being casually drunk by a cat.,neutral
1987,Some water is being drunk by a cat.,A truck is quickly going down a hill.,neutral
1988,A young woman is playing the guitar.,A girl is playing the guitar.,entailment
1989,A girl is playing the guitar.,A girl is not playing the guitar.,contradiction
1991,One man is intensely playing a guitar.,The man is intensely playing the guitar.,entailment
1992,The man is intensely playing the guitar.,The man isn't intensely playing the guitar.,contradiction
1993,The man is intensely playing the guitar.,The intense man is a guitar player.,neutral
1994,A girl is playing the guitar.,One man is intensely playing a guitar.,neutral
1996,The intense man is a guitar player.,A girl is playing the guitar.,neutral
1999,The man is intensely playing the guitar.,The guitar player is loving one girl.,neutral
2000,A girl is playing the guitar.,The man is intensely playing the guitar.,neutral
2004,A man is riding a motorbike.,A man is driving a motorbike.,entailment
2005,A man is parking a motorbike.,A man is riding a motorbike.,neutral
2006,A man is riding a motorbike.,A motorbike rider is running over a man .,neutral
2007,The horse is being ridden by a man.,A man is driving a motorbike.,neutral
2008,The horse is being ridden by a man.,A man is parking a motorbike.,neutral
2009,A motorbike rider is running over a man.,The horse is being ridden by a man.,neutral
2011,A man is riding the animal.,A man is riding a motorbike.,neutral
2012,The man is on the ride with the horse.,A man is riding a motorbike.,neutral
2014,A magic trick is being performed by the magician.,The man is doing a magic trick.,entailment
2015,The man isn't doing a magic trick.,The man is doing a magic trick.,contradiction
2016,The man is doing a magic trick.,"The kid, who is doing magic, is tricking an old man.",neutral
2018,A man is dangerously throwing knives at a tree.,A man is dangerously extracting knives from a tree.,neutral
2020,A man is dangerously throwing knives at the tree.,The man is doing a magic trick.,neutral
2023,A man is dangerously throwing knives at a tree.,A magic trick is being performed by the magician.,neutral
2024,A man is dangerously throwing knives at a tree.,The man isn't doing a magic trick.,neutral
2025,"The kid, who is doing magic, is tricking an old man.",A man is dangerously throwing knives at a tree.,neutral
2027,The guitar is being played by a lady.,The guitar is being played by a girl.,neutral
2029,The guitar is being played by a lady.,The play for the ladies requires a guitar.,neutral
2030,The man is practicing the guitar.,The person is practicing the guitar.,entailment
2035,The practicing person doesn't like the guitar.,The guitar is being played by a lady.,neutral
2037,The person is practicing the guitar.,The guitar is being sold by a lady.,neutral
2038,The person is practicing the guitar.,The play for the ladies requires a guitar.,neutral
2040,The boy is enthusiastically playing in the mud.,The boy is playing in the mud.,entailment
2041,The boy is playing in the mud.,The boy isn't playing in the mud.,contradiction
2045,A cat is playing with a device.,A playing device is amusing a cat.,neutral
2047,The boy is playing in the mud.,There is no cat playing with a device.,neutral
2049,A cat is playing with a device.,The boy is enthusiastically playing in the mud.,neutral
2051,A cat is playing with a device.,Mud is being thrown to the playing boy.,neutral
2052,A cat is playing with a device.,The boy is playing in the mud.,neutral
2055,The woman is eating some cut pieces of raw meat.,Some meat is being cut into pieces by a woman.,neutral
2056,A lady is cutting up some meat precisely.,A lady is cutting up some meat.,entailment
2059,There is no lady cutting up some meat.,Some meat is being cut into pieces by a woman.,contradiction
2061,Some meat is being stitched together by a woman.,A lady is cutting up some meat.,neutral
2064,A boy in his teens is talking to a girl with an internet camera.,A boy in his teens is talking to a girl with a webcam.,entailment
2066,A boy in his teens is talking to a girl with a webcam.,The teens are talking to a boy and a girl with a webcam.,neutral
2067,One man is talking to a girl with an internet camera.,One man is chatting with a girl with an internet camera.,entailment
2068,A man is ignoring a girl via an internet camera.,One man is talking to a girl with an internet camera.,neutral
2070,A man is ignoring a girl via an internet camera.,A boy in his teens is talking to a girl with a webcam.,neutral
2072,One man is talking to a girl with an internet camera.,A boy in his teens isn't talking to a girl with a webcam.,neutral
2073,One man is talking to a girl with an internet camera.,The teens are talking to a boy and a girl with a webcam.,neutral
2075,Eggs are being strongly whisked in a bowl by a person.,A person is strongly whisking eggs in a bowl.,entailment
2076,A person is strongly whisking eggs in a bowl.,A person is removing eggs from a bowl.,neutral
2078,A woman is beating two eggs in a bowl and using a whisk made of wire.,One woman is beating two eggs in the bowl and using a whisk made of wire.,entailment
2079,A woman is beating two eggs in a bowl and using a whisk made of wire.,There is no woman beating two eggs in a bowl and using a whisk made of wire.,contradiction
2080,"A woman is beating the man that is keeping two eggs in the bowl, using a wire whisk.",A woman is beating two eggs in a bowl and using a whisk made of wire.,neutral
2081,A person is strongly whisking eggs in a bowl.,One woman is beating two eggs in the bowl and using a whisk made of wire.,neutral
2082,A person is strongly whisking eggs in a bowl.,There is no woman beating two eggs in a bowl and using a whisk made of wire.,contradiction
2084,A woman is beating two eggs in a bowl and using a whisk made of wire.,Eggs are being strongly whisked in a bowl by a person.,entailment
2086,A woman is beating two eggs in a bowl and using a whisk made of wire.,A strong person is leaving the whisk in the bowl near the eggs.,neutral
2087,A woman is beating two eggs in a bowl and using a whisk made of wire.,A person is strongly whisking eggs in a bowl.,entailment
2088,An interview is being granted by the man.,The man is granting an interview.,entailment
2090,The interviewer is granting a break to the man.,The man is granting an interview.,neutral
2091,A white car is being driven by the man.,A person is driving the white car.,entailment
2092,There is no white car being driven by the man.,A white car is being driven by the man.,contradiction
2094,The man is granting an interview.,A person is driving the white car.,neutral
2097,A white car is being driven by the man.,An interview is being granted by the man.,neutral
2098,The man is denying an interview.,A white car is being driven by the man.,neutral
2100,The man is granting an interview.,A white car is being driven by the man.,neutral
2102,There is no rope being climbed by a man.,A rope is being climbed by a man.,contradiction
2103,A man is being roped by a climber.,A rope is being climbed by a man.,neutral
2104,A man is mindlessly slicing the carrot with a machine.,A man is slicing the carrot with a machine.,entailment
2105,A man is removing a carrot from a machine.,A man is slicing the carrot with a machine.,neutral
2107,A rope is being climbed by a man.,A man is mindlessly slicing the carrot with a machine.,neutral
2109,A rope is being climbed by a man.,A man is eating a carrot sliced by a machine.,neutral
2112,A man is slicing the carrot with a machine.,A man is being roped by a climber.,neutral
2113,A rope is being climbed by a man.,A man is slicing the carrot with a machine.,neutral
2115,The cat is licking milk from a saucer.,The cat isn't licking milk from a saucer.,contradiction
2117,Some milk is being hungrily drunk by a cat.,The cat is hungrily drinking milk.,entailment
2118,There is no cat hungrily drinking milk.,The cat is hungrily drinking milk.,contradiction
2119,The cat is hungrily drinking milk.,Drinking milk helps a cat's hunger.,neutral
2121,The cat is licking milk from a saucer.,There is no cat hungrily drinking milk.,contradiction
2122,Drinking milk helps a cat's hunger.,The cat is licking milk from a saucer.,neutral
2123,The cat is licking a shallow dish full of milk.,The cat is hungrily drinking milk.,neutral
2124,The cat isn't licking milk from a saucer.,The cat is hungrily drinking milk.,neutral
2125,The cat is hungrily drinking milk.,A lick of milk sauce is being given to the cat.,neutral
2132,A baby is playing with a dog.,A small boy is scolding a dog.,neutral
2136,A woman is peeling a potato.,A potato is being peeled by a woman.,entailment
2139,The man is slicing some potatoes.,The man is slicing potatoes.,entailment
2141,The man is eating potato slices.,The man is slicing potatoes.,neutral
2144,A woman is peeling a potato.,The man is eating potato slices.,neutral
2145,The man is slicing potatoes.,A potato is being peeled by a woman.,neutral
2146,The man is slicing potatoes.,There is no woman peeling a potato.,neutral
2148,The man is slicing potatoes.,A woman is peeling a potato.,neutral
2150,A man is taking pictures of a lake.,A man is tearing up the pictures of a lake.,neutral
2153,The man is setting up the camera and taking sunset pictures at the beach.,The man is putting away the camera and walks away from the beach.,contradiction
2163,A woman is unstitching with a machine.,A woman is sewing with a machine.,neutral
2164,A woman is using a machine made for sewing.,A woman is using a sewing machine.,entailment
2165,A woman is using a sewing machine.,There is no woman using a sewing machine.,contradiction
2167,A woman is sewing with a machine.,There is no woman using a sewing machine.,contradiction
2170,A woman is using a sewing machine.,A woman is sewing with a machine.,entailment
2171,An egg is being cracked into a bowl by a woman.,A woman is cracking an egg into a bowl.,entailment
2172,A woman is cracking an egg into a bowl.,There is no woman cracking an egg into a bowl.,contradiction
2175,The woman is cracking two eggs into a glass bowl.,The woman is not cracking two eggs into a glass bowl.,contradiction
2176,The woman is cracking two eggs into a bowl made of glass.,A woman is cracking an egg into a bowl.,entailment
2179,The woman is cracking two eggs into a glass bowl.,There is no woman cracking an egg into a bowl.,contradiction
2180,The woman is cracking two eggs into a glass bowl.,A woman is placing a bowl with a crack near an egg.,neutral
2181,The woman is cracking two eggs into a glass bowl.,A woman is cracking an egg into a bowl.,entailment
2183,A few men are watching cricket.,A few men are playing cricket.,neutral
2184,People are playing cricket.,Some people are playing cricket.,entailment
2188,A few men are cheerfully playing cricket.,People are playing cricket.,entailment
2192,A man is putting garlic on some bread slices.,A man is removing the garlic from some slices of bread.,neutral
2195,A man is sprinkling seasoning on several sliced and buttered loaves of bread.,There is no man sprinkling seasoning on several sliced and buttered loaves of bread.,contradiction
2196,A man is putting garlic on some bread slices.,A person is sprinkling seasoning on several sliced and buttered loaves of bread.,neutral
2198,A man is putting garlic on some slices of bread.,A man is sprinkling seasoning on several sliced and buttered loaves of bread.,entailment
2199,A man is sprinkling seasoning on several sliced and buttered loaves of bread.,A man is removing the garlic from some slices of bread.,neutral
2202,Two kids are playing in a swimming pool with a green colored crocodile float.,Two kids are playing in a swimming pool with a crocodile float that is green.,entailment
2203,Two kids are playing in a swimming pool with a green colored crocodile float.,Two kids are taking out a green colored crocodile float from a swimming pool.,neutral
2205,An inflatable crocodile is being pushed by two kids in a pool.,Two kids are pushing an inflatable crocodile in a pool.,entailment
2207,Two kids are pushing an inflatable crocodile in a pool.,Two kids are pushing past a crocodile in an inflatable pool.,neutral
2208,Two kids are playing in a swimming pool with a green colored crocodile float.,An inflatable crocodile is being pushed by two kids in a pool.,neutral
2210,Two kids are playing in a swimming pool with a green colored crocodile float.,Two kids are pushing past a crocodile in an inflatable pool.,neutral
2212,Two kids are pushing an inflatable crocodile in a pool.,Two kids are taking out a green colored crocodile float from a swimming pool.,neutral
2213,Two crocodiles are floating in a green colored swimming pool near some playing kids.,Two kids are pushing an inflatable crocodile in a pool.,neutral
2215,Someone is falling off the horse.,Someone is falling off a horse.,entailment
2217,Someone is falling off a horse.,A horse is falling on someone.,neutral
2218,The man is abruptly knocked off of a horse.,The man is being knocked off of a horse.,entailment
2222,The man is being knocked off of a horse.,Someone is falling off the horse.,entailment
2226,A woman is tapping her fingers nervously.,A woman is tapping her fingers.,entailment
2228,A woman is tapping her fingers on a desk.,A woman is tapping her fingers on a table.,entailment
2232,A woman is tapping her fingers on a table.,A woman is tapping her fingers nervously.,neutral
2233,There is no woman tapping her fingers.,A woman is tapping her fingers on a table.,contradiction
2234,A woman is tapping her fingers on a table.,A woman is tapping her fingers.,entailment
2235,A dog is pushing a toddler into a rain puddle.,A dog is pushing a toddler into a puddle of rain.,entailment
2236,A dog is pushing a toddler into a rain puddle.,A dog is pulling a toddler out of a rain puddle.,neutral
2238,The dog is not knocking the boy into the water.,The dog is knocking a boy into the water.,contradiction
2239,A boy is knocking a dog with a bottle of water.,The dog is knocking a boy into the water.,neutral
2240,A dog is pushing a toddler into a rain puddle.,A boy is being knocked into the water by the dog.,neutral
2242,A dog is pushing a toddler into a rain puddle.,A boy is knocking a dog with a bottle of water.,neutral
2243,A dog is pushing a toddler into a puddle of rain.,The dog is knocking a boy into the water.,entailment
2247,There is no man eating a bowl of cereal.,A man is eating a bowl of cereal.,contradiction
2250,A man is eating a bowl of cereal.,Cereal is being eaten by the man.,entailment
2251,There is no man eating cereal.,A man is eating a bowl of cereal.,contradiction
2252,A man is hungrily eating a bowl of cereal.,The man is eating cereal.,entailment
2253,The man is eating cereal.,There is no man eating a bowl of cereal.,contradiction
2259,The person is playing the flute.,A man is playing the guitar.,neutral
2260,A man is playing the guitar.,The man in not playing the flute.,neutral
2261,A man is strumming the guitar.,The man is playing the flute.,neutral
2263,The man is playing the flute.,A man is playing the guitar.,neutral
2266,The woman is adding sugar to the meat slowly.,The woman is adding sugar to the meat.,entailment
2272,The woman is adding sugar to the meat.,A woman is adding spices to some meat.,entailment
2274,A dog is biting a can.,A dog is dropping a can.,neutral
2275,A dog is opening a can of food.,A dog is opening a jar of food.,neutral
2277,A dog is biting a can.,A dog is opening a jar of food.,neutral
2281,A dog is opening a can of food.,A dog is biting a can.,entailment
2282,A cat is playing with a watermelon.,One cat is playing with a watermelon.,entailment
2287,A cat is playing with a watermelon.,The cat isn't playing with a watermelon.,contradiction
2288,One cat is playing with a watermelon.,The cat is playing with a watermelon.,entailment
2289,The cat is playing with a watermelon.,There is no cat playing with a watermelon.,contradiction
2291,The boy is playing a guitar.,A boy is playing a guitar.,entailment
2297,The boy is playing a guitar.,A kid is playing a guitar.,entailment
2299,A boy is playing a guitar.,A kid is playing a guitar.,entailment
2302,The woman is waterskiing fearlessly.,The woman is waterskiing.,entailment
2303,The woman is waterskiing.,The woman is not waterskiing.,contradiction
2304,A woman is wakeboarding on a lake.,The woman is waterskiing fearlessly.,neutral
2305,A woman is wakeboarding on a lake.,The woman is not waterskiing.,contradiction
2307,The woman is waterskiing.,A woman is watching the lake.,neutral
2308,The woman is waterskiing.,A woman is wakeboarding on a lake.,neutral
2309,Someone is banging the lens of a camera against a nail.,Someone is banging a camera lens against a nail.,entailment
2310,Someone is banging a camera lens against a nail.,There is no one banging a camera lens against a nail.,contradiction
2311,Someone is nailing a camera lens with loud bangs.,Someone is banging a camera lens against a nail.,neutral
2314,The man is hammering a nail with a camera.,The camera man is nailing a hammer to the wall.,neutral
2315,Someone is banging a camera lens against a nail.,A camera is being hammered onto the nail by the man.,neutral
2316,Someone is banging a camera lens against a nail.,The man is not hammering a nail with a camera.,contradiction
2317,The camera man is nailing a hammer to the wall.,Someone is banging a camera lens against a nail.,neutral
2318,Someone is banging the lens of a camera against a nail.,The man is hammering a nail with a camera.,entailment
2319,There is no one banging a camera lens against a nail.,The man is hammering a nail with a camera.,neutral
2322,A person is slicing an onion.,A person is cutting an onion.,entailment
2327,A person is eating a cut onion.,A person is cutting an onion.,neutral
2329,There is no person cutting an onion.,A person is cutting an onion.,contradiction
2330,A person is cutting an onion.,A person is eating a cut onion.,neutral
2332,A person is wrapping up an onion.,A person is cutting an onion.,neutral
2333,A person near an onion has a cut.,A person is cutting an onion.,neutral
2338,The oriental lady is cutting a carrot into thin pieces.,The oriental lady is not cutting a carrot into thin pieces.,contradiction
2339,A thin lady is piecing together oriental carrot cuts.,The oriental lady is cutting a carrot into thin pieces.,neutral
2340,The oriental lady is cutting a carrot into pieces that are thin.,A woman is slicing a carrot.,entailment
2341,The oriental lady is not cutting a carrot into thin pieces.,A woman is slicing a carrot.,neutral
2344,There is no woman slicing a carrot.,The oriental lady is cutting a carrot into thin pieces.,contradiction
2348,A man is pouring a plate of shredded cheese into a pot of sauce.,A man is pouring a pot of cheese sauce into a shredded plate.,neutral
2350,The lady is adding cheese to the sauce.,The woman is removing cheese from the sauce.,contradiction
2351,A man is pouring a plate of shredded cheese into a pot of sauce.,The woman is adding cheese to the sauce.,neutral
2352,A man is pouring a plate of shredded cheese into a pot of sauce.,The woman is removing cheese from the sauce.,neutral
2358,A person is burning some cameras with a blow torch.,A person is repairing some cameras with a blow torch.,neutral
2359,A person by some cameras is blowing on a burning torch.,A person is burning some cameras with a blow torch.,neutral
2360,The tall person is setting fire to the cameras.,The person is setting fire to the cameras.,entailment
2363,There is no person setting fire to the cameras.,A person is burning some cameras with a blow torch.,contradiction
2365,The person is setting fire to the cameras.,A person is repairing some cameras with a blow torch.,neutral
2368,A man is playing the guitar.,One man is playing the guitar.,entailment
2369,A man is playing the guitar.,There is no man playing the guitar.,contradiction
2374,The man is playing an acoustic guitar.,One man is playing the guitar.,entailment
2375,The man is playing an acoustic guitar.,There is no man playing the guitar.,contradiction
2377,A person is cutting an onion into pieces.,A person is dicing an onion.,entailment
2381,A carrot is being sliced into pieces by a person.,A person is cutting an onion into pieces.,neutral
2383,A person is slicing a carrot into pieces.,A person is dicing an onion.,neutral
2386,The man is slicing a potato.,The person is carefully slicing a potato.,neutral
2388,The man is cooking slices of potato.,The man is slicing a potato.,neutral
2391,The man is slicing a potato.,The person is slicing the potato.,entailment
2397,Somebody is cutting a tomato.,Someone is cutting a tomato.,entailment
2400,The woman is holding a whole tomato.,The lady is slicing a tomato.,neutral
2401,The woman is slicing a tomato.,Someone is cutting a tomato.,entailment
2407,A man is cleaning a dish.,A man is preparing some dish.,neutral
2409,The woman is not slicing an onion with a knife.,The woman is slicing an onion with a knife.,contradiction
2413,A man is cleaning a dish.,The woman is slicing an onion with a knife.,neutral
2414,The woman is slicing an onion with a knife.,A man is preparing some dish.,neutral
2415,Some runners are competing in a race.,Runners are competing in a race.,entailment
2422,Some runners are competing in a race.,The runners are racing around a track.,neutral
2423,The runners are racing around a track.,Runners are not taking part in the race.,contradiction
2426,A man is racing.,A man is running.,neutral
2429,There is no man running down the road.,A man is running down the road.,contradiction
2431,A man is running.,There is no man running down the road.,neutral
2436,A man is idling.,A man is playing the keyboard with his nose.,neutral
2438,The man is funnily playing the piano with his nose.,The man is playing the piano with his nose.,entailment
2440,The man is funnily playing the piano with his nose.,A man is playing the keyboard with his nose.,entailment
2441,There is no man playing the piano with his nose.,A man is playing the keyboard with his nose.,contradiction
2445,The man is playing the piano with his nose.,A man is playing the keyboard with his nose.,entailment
2447,A baby rhino is shunning an adult rhino.,A baby rhino is following an adult rhino.,contradiction
2450,A baby rhino is walking around a pen with its mother.,A baby rhino and its mother are standing in a pen.,neutral
2455,A baby rhino is walking around a pen with its mother.,"A rhino, which is little, is following an adult rhino.",entailment
2456,A baby rhino is shunning an adult rhino.,A baby rhino is walking around a pen with its mother.,neutral
2457,A baby rhino is walking around a pen with its mother.,A baby and an adult are being followed by a rhino.,neutral
2458,A baby rhino is walking around a pen with its mother.,A baby rhino is following an adult rhino.,entailment
2459,A man is riding a motorbike.,A man is riding a motorcycle.,entailment
2465,A man is riding a motorcycle through the town.,A man is riding a motorbike.,entailment
2466,A man is riding a motorcycle through the town.,A man is getting off the motorcycle.,neutral
2467,A man is riding a motorcycle through the town.,A man is riding a motorcycle.,entailment
2472,Some persons are singing.,A group of people is singing.,entailment
2474,Some people are singing.,A few people are singing.,entailment
2486,One man is dancing.,A man is dancing.,entailment
2491,A man is dancing.,A man is silent.,neutral
2494,A man is dancing.,A man is speaking.,neutral
2495,A man is carefully climbing a rope.,A man is climbing a rope.,entailment
2496,A man is untying a rope.,A man is climbing a rope.,neutral
2497,A man is being roped before a climb.,A man is climbing a rope.,neutral
2499,There is no panda climbing.,A panda is climbing.,contradiction
2500,One panda is climbing.,A man is climbing a rope.,neutral
2505,A panda is climbing.,A man is climbing a rope.,neutral
2506,A woman is dancing beautifully in a cage.,A woman is dancing in a cage.,entailment
2508,A woman is being caged for the dance.,A woman is dancing in a cage.,neutral
2509,The woman is dancing.,The lady is dancing.,entailment
2510,The woman is dancing.,The woman is not dancing.,contradiction
2514,There is no woman dancing in a cage.,The woman is dancing.,neutral
2515,A woman is being caged for the dance.,The woman is dancing.,neutral
2518,Four people are floating on a raft.,Nobody is floating on a raft.,contradiction
2521,People are riding and paddling a raft.,People are paddling near a raft that is being ridden.,neutral
2529,A cat is eating corn on the cob.,There is no cat eating corn on the cob.,contradiction
2530,A cat is eating some corn.,The cat is eating some corn.,entailment
2538,Someone is slicing a tomato.,Nobody is slicing a tomato.,contradiction
2539,The person is quickly slicing a vegetable.,The person is slicing a vegetable.,entailment
2540,The person isn't slicing a vegetable.,The person is slicing a vegetable.,contradiction
2543,Someone is cutting a tomato.,The person is slicing a vegetable.,entailment
2545,Someone is slicing a tomato.,The person is slicing a vegetable.,entailment
2549,There is no little girl playing the piano.,A little girl is playing the piano.,contradiction
2551,There is no little girl playing the piano.,A little girl is playing a grand piano on stage.,contradiction
2553,A little girl is playing the piano.,There is no little girl playing a grand piano on stage.,neutral
2554,A little girl is playing a grand piano on stage.,A little girl is playing the piano.,entailment
2555,A man is playing the guitar.,A man is playing a guitar.,entailment
2561,A man is playing the guitar.,Someone is playing the guitar.,entailment
2569,The man is dancing.,Three women are standing still.,neutral
2572,The man is dancing.,Three women are dancing.,neutral
2574,There is no man playing a bamboo flute.,A man is playing a bamboo flute.,contradiction
2577,A man is playing a bamboo flute.,A flute is being played by the man.,entailment
2578,A man is playing a bamboo flute.,The man is not playing a flute.,contradiction
2579,A man is playing a flute made of bamboo.,The man is playing a flute.,entailment
2582,A person is absently cutting mushrooms with a knife.,A person is cutting mushrooms with a knife.,entailment
2583,A person is cutting mushrooms with a knife.,A person is putting away the mushrooms.,neutral
2588,A person is absently cutting mushrooms with a knife.,A person is cutting some mushrooms.,entailment
2589,A person is cutting some mushrooms.,A person is putting away the mushrooms.,neutral
2590,A person is cutting mushrooms with a knife.,A person is cutting some mushrooms.,entailment
2591,A tiger is pacing around a cage.,A tiger is walking around a cage.,entailment
2592,A tiger is walking outside a cage.,A tiger is walking around a cage.,entailment
2593,A tiger is walking around with no aim.,A tiger is walking around aimlessly.,entailment
2594,A tiger is walking around aimlessly.,A tiger is sitting.,neutral
2596,A tiger is walking around with no aim.,A tiger is walking around a cage.,neutral
2597,A tiger is sitting.,A tiger is walking around a cage.,neutral
2599,A tiger is walking around aimlessly.,A tiger is pacing around a cage.,neutral
2601,A tiger is walking around aimlessly.,A tiger is walking around a cage.,neutral
2602,A monkey is brushing the dog.,The monkey is brushing the dog.,entailment
2608,A monkey is brushing the dog.,The monkey is not brushing a bull dog.,contradiction
2615,The lady is dicing onions.,The woman is dicing onions.,entailment
2619,The woman is dicing onions.,A woman is swiftly cutting an onion.,neutral
2622,A man is wearing a hard hat and dancing.,A man is wearing a hat which is hard and is dancing.,entailment
2623,A man is wearing a hard hat and dancing.,A man is naked and standing still.,neutral
2625,A man with a hard hat is dancing.,The man with a hard hat is dancing.,entailment
2626,There is no man with a hard hat dancing.,A man with a hard hat is dancing.,contradiction
2627,The man with a hard hat is dancing.,A man is wearing a hard hat and dancing.,entailment
2628,A man is wearing a hard hat and dancing.,There is no man with a hard hat dancing.,contradiction
2630,A man is naked and standing still.,A man with a hard hat is dancing.,neutral
2632,A man is wearing a hard hat and dancing.,A man with a hard hat is dancing.,entailment
2634,Two boys are studying.,Two boys are playing a video game.,neutral
2636,Two boys on a couch are reading a book.,Two boys on a couch are playing video games.,neutral
2637,Video games of two playing boys are on a couch.,Two boys on a couch are playing video games.,neutral
2638,Two boys on a couch are playing games on the TV.,Two boys are playing a video game.,entailment
2640,Video games of two playing boys are on a couch.,Two boys are playing a video game.,neutral
2643,Two boys on a couch are playing video games.,Two boys are playing a video game.,entailment
2650,The man is slicing vegetables.,A woman is cutting a potato.,neutral
2651,The man is slicing vegetables.,There is no woman slicing a potato.,neutral
2654,The lady is cracking an egg for the mixer.,The lady isn't cracking an egg for the mixer.,contradiction
2655,The lady is carefully slicing up the meat.,The lady is slicing up the meat.,entailment
2656,The lady is slicing up the meat.,The lady isn't slicing up the meat.,contradiction
2657,The lady is eating slices of meat.,The lady is slicing up the meat.,neutral
2660,The lady is cracking an egg for the mixer.,The lady is eating slices of meat.,neutral
2664,Some ferrets are climbing down from a shelf.,Ferrets are climbing down from a shelf.,entailment
2666,A few ferrets are climbing out of the cage.,Several ferrets are climbing out of the cage.,entailment
2670,Some ferrets are climbing down from a shelf.,Several ferrets are climbing out of the cage.,neutral
2672,Ferrets are climbing down from a shelf.,Several ferrets are climbing out of the cage.,neutral
2673,A man is getting into an automobile.,A man is getting into a car.,entailment
2675,A man is hurriedly getting into a car in a garage.,A man is getting into a car in a garage.,entailment
2680,A man is getting a garage for the car.,A man is getting into a car.,neutral
2682,A man is getting into a car in a garage.,A man is getting off the car.,neutral
2684,A person is cutting a capsicum into pieces.,A capsicum is being cut into pieces by a person.,entailment
2688,A person is cutting a capsicum into pieces.,One person is slicing a clove of garlic into pieces.,neutral
2689,A person is cutting a capsicum into pieces.,The person is not slicing a clove of garlic into pieces.,entailment
2691,Nobody is cutting a capsicum into pieces.,The person is slicing a clove of garlic into pieces.,neutral
2692,The person is slicing a clove of garlic into pieces.,A person is cutting a capsicum into pieces.,neutral
2696,There is no man singing and playing the guitar.,The man is singing and playing the guitar.,contradiction
